ECG,RED,IR,PCG
2082,103461,74075,0
2112,103434,74056,0
2112,103511,74039,0
2112,103446,74005,0
2116,103445,74080,0
2117,103467,74065,0
2120,103457,74063,0
2118,103477,74015,0
2102,103467,74037,0
2144,103423,74075,0
2136,103463,74046,0
2168,103445,73995,0
2149,103458,74088,0
2140,103484,74023,0
2133,103444,74060,0
2138,103390,74063,0
2128,103519,74035,0
2140,103476,74048,0
2128,103397,74019,0
2128,103488,74059,0
2120,103436,74076,0
2084,103492,74037,0
2116,103469,74024,0
2112,103430,74070,0
2116,103458,74062,0
2116,103432,74022,0
2112,103471,74076,0
2116,103482,74034,0
2120,103437,74006,0
2096,103412,74124,0
2106,103482,74042,0
2104,103456,74046,0
2104,103395,74048,0
2140,103482,74071,0
2120,103424,74079,0
2137,103408,74058,0
2134,103517,74034,0
2172,103429,74031,0
2132,103445,74068,0
2124,103465,74046,0
2124,103481,74069,0
2124,103478,74029,0
2141,103443,74086,0
2136,103467,74070,0
2124,103435,74008,0
2140,103473,74079,0
2140,103466,74034,0
2142,103427,74040,0
2144,103398,74088,0
2148,103498,74047,0
2144,103439,74061,0
2152,103390,74028,0
2160,103470,74064,0
2152,103432,74089,0
2164,103497,74037,0
2150,103468,73991,0
2146,103436,74110,0
2158,103456,74072,0
2116,103418,74014,0
2148,103431,74083,0
2146,103485,74045,0
2097,103430,74050,0
2110,103379,74094,0
2120,103493,74044,0
2117,103464,74074,0
2152,103423,74030,0
2152,103440,74047,0
2144,103418,74110,0
2144,103457,74058,0
2158,103454,74040,0
2156,103438,74051,0
2186,103442,74081,0
2150,103444,74044,0
2156,103475,74040,0
2152,103436,74074,0
2148,103457,74029,0
2144,103422,74057,0
2134,103422,74099,0
2150,103475,74057,0
2136,103436,73993,0
2136,103426,74102,0
2130,103466,74081,0
2108,103442,74056,0
2132,103405,74052,0
2136,103478,74036,0
2141,103420,74104,0
2148,103456,74072,0
2145,103457,74029,0
2153,103451,74086,0
2144,103455,74036,0
2152,103422,74033,0
2157,103386,74104,0
2148,103480,74040,0
2114,103428,74048,0
2124,103366,74048,0
2124,103460,74071,0
2130,103393,74092,0
2156,103468,74070,0
2148,103442,74030,0
2148,103418,74091,0
2152,103441,74073,0
2152,103470,74063,0
2152,103407,74067,0
2154,103428,74024,0
2152,103416,74102,0
2152,103441,74045,0
2164,103444,74089,0
2160,103456,74044,0
2166,103415,73985,0
2174,103394,74105,0
2172,103444,74077,0
2176,103433,74044,0
2162,103379,74073,0
2160,103463,74052,0
2156,103406,74111,0
2160,103345,74052,0
2146,103470,74052,0
2140,103419,74075,0
2136,103436,74043,0
2122,103411,74047,0
2090,103409,74106,0
2136,103487,74051,0
2126,103407,74043,0
2132,103363,74106,0
2137,103457,74080,0
2100,103416,74087,0
2120,103425,74075,0
2124,103437,74036,0
2158,103402,74109,0
2192,103422,74092,0
2164,103434,74021,0
2136,103419,74090,0
2178,103445,74113,0
2166,103338,74096,0
2168,103409,74117,0
2168,103431,74058,0
2158,103404,74063,0
2156,103441,74080,0
2152,103402,74081,0
2152,103371,74098,0
2150,103496,74065,0
2146,103405,74073,0
2149,103379,74085,0
2156,103424,74080,0
2152,103414,74109,0
2156,103469,74072,0
2156,103395,74029,0
2156,103403,74152,0
2164,103454,74079,0
2164,103432,74045,0
2162,103397,74106,0
2169,103445,74067,0
2161,103398,74118,0
2155,103345,74090,0
2156,103466,74074,0
2166,103407,74080,0
2121,103428,74085,0
2124,103406,74075,0
2129,103403,74133,0
2122,103465,74074,0
2164,103419,74037,0
2156,103349,74136,0
2160,103440,74077,0
2164,103408,74111,0
2164,103382,74113,0
2166,103411,74055,0
2169,103406,74100,0
2148,103417,74083,0
2188,103414,74094,0
2178,103447,74075,0
2186,103397,74094,0
2186,103429,74121,0
2184,103389,74067,0
2180,103421,74134,0
2168,103454,74067,0
2164,103393,74088,0
2153,103349,74138,0
2182,103450,74097,0
2146,103443,74122,0
2144,103382,74073,0
2148,103408,74098,0
2144,103401,74144,0
2148,103433,74094,0
2150,103428,74049,0
2150,103387,74129,0
2164,103431,74117,0
2172,103382,74071,0
2157,103381,74121,0
2136,103458,74093,0
2140,103399,74098,0
2137,103327,74127,0
2148,103421,74105,0
2168,103426,74117,0
2148,103426,74091,0
2170,103426,74093,0
2162,103393,74161,0
2164,103409,74091,0
2160,103443,74085,0
2172,103434,74095,0
2157,103442,74160,0
2192,103389,74096,0
2152,103417,74117,0
2162,103375,74098,0
2168,103453,74107,0
2140,103419,74167,0
2168,103388,74120,0
2168,103445,74099,0
2172,103416,74130,0
2173,103438,74102,0
2164,103387,74104,0
2172,103397,74164,0
2168,103479,74122,0
2169,103401,74075,0
2164,103383,74174,0
2152,103450,74158,0
2128,103388,74145,0
2160,103381,74132,0
2148,103436,74107,0
2156,103408,74172,0
2148,103419,74155,0
2116,103431,74095,0
2108,103417,74170,0
2120,103445,74102,0
2120,103417,74112,0
2156,103377,74197,0
2162,103485,74135,0
2144,103418,74143,0
2152,103382,74119,0
2156,103392,74134,0
2160,103375,74143,0
2156,103440,74154,0
2156,103417,74153,0
2160,103401,74104,0
2148,103383,74171,0
2140,103437,74134,0
2148,103457,74171,0
2136,103442,74130,0
2138,103413,74118,0
2136,103418,74202,0
2132,103459,74149,0
2126,103434,74089,0
2116,103407,74166,0
2124,103472,74177,0
2118,103406,74165,0
2116,103403,74182,0
2116,103499,74163,0
2114,103428,74168,0
2104,103395,74175,0
2100,103443,74161,0
2100,103450,74176,0
2092,103460,74155,0
2080,103435,74117,0
2040,103409,74231,0
2050,103460,74168,0
2034,103463,74130,0
2016,103406,74192,0
2056,103456,74198,0
2053,103428,74199,0
2064,103399,74185,0
2068,103508,74172,0
2084,103429,74162,0
2140,103439,74228,0
2132,103410,74221,0
2164,103447,74159,0
2196,103414,74168,0
2245,103427,74195,0
2308,103407,74203,0
2368,103472,74181,0
2438,103452,74198,0
2512,103478,74146,0
2586,103438,74140,0
2670,103440,74228,0
2748,103457,74171,0
2824,103461,74136,0
2912,103397,74195,0
2992,103472,74178,0
3069,103434,74224,0
3160,103411,74175,0
3256,103487,74180,0
3352,103452,74202,0
3444,103467,74204,0
3504,103435,74167,0
3568,103464,74227,0
3628,103499,74175,0
3648,103436,74139,0
3672,103408,74258,0
3660,103476,74186,0
3634,103481,74213,0
3600,103387,74179,0
3560,103486,74195,0
3510,103433,74227,0
3448,103436,74169,0
3388,103457,74190,0
3326,103462,74178,0
3244,103413,74211,0
3164,103451,74228,0
3088,103453,74230,0
3020,103473,74208,0
2932,103471,74172,0
2864,103452,74176,0
2788,103428,74249,0
2732,103504,74192,0
2668,103447,74149,0
2603,103417,74216,0
2569,103468,74227,0
2522,103441,74214,0
2468,103412,74219,0
2428,103484,74188,0
2376,103438,74226,0
2332,103446,74215,0
2290,103450,74188,0
2289,103464,74246,0
2216,103465,74179,0
2190,103440,74157,0
2156,103425,74277,0
2122,103496,74191,0
2060,103459,74186,0
2036,103409,74223,0
2024,103483,74225,0
1990,103439,74235,0
2010,103465,74181,0
1982,103479,74179,0
1976,103447,74229,0
1952,103469,74237,0
1952,103409,74199,0
1936,103478,74232,0
1924,103477,74167,0
1897,103466,74185,0
1924,103463,74215,0
1872,103457,74212,0
1904,103467,74238,0
1894,103495,74183,0
1888,103443,74206,0
1880,103429,74251,0
1865,103477,74201,0
1860,103463,74210,0
1856,103419,74215,0
1849,103488,74230,0
1852,103434,74239,0
1850,103445,74207,0
1805,103492,74202,0
1842,103449,74244,0
1842,103450,74235,0
1840,103439,74177,0
1842,103470,74228,0
1848,103487,74187,0
1857,103437,74162,0
1852,103411,74285,0
1816,103488,74219,0
1833,103466,74215,0
1818,103410,74222,0
1805,103490,74235,0
1857,103438,74244,0
1844,103431,74211,0
1844,103521,74210,0
1849,103440,74238,0
1852,103436,74232,0
1849,103405,74225,0
1858,103434,74206,0
1888,103470,74241,0
1889,103441,74202,0
1860,103438,74222,0
1880,103428,74250,0
1890,103510,74199,0
1900,103439,74148,0
1894,103410,74268,0
1904,103475,74237,0
1905,103440,74224,0
1931,103411,74224,0
1904,103486,74185,0
1902,103433,74260,0
1912,103407,74221,0
1914,103485,74230,0
1916,103467,74238,0
1910,103442,74200,0
1914,103422,74213,0
1910,103429,74246,0
1872,103488,74224,0
1928,103456,74176,0
1924,103402,74248,0
1881,103479,74249,0
1896,103404,74243,0
1906,103433,74217,0
1904,103467,74188,0
1944,103412,74249,0
1950,103438,74237,0
1958,103417,74162,0
1960,103440,74244,0
1960,103439,74220,0
1972,103421,74251,0
1957,103394,74256,0
1964,103461,74217,0
1957,103452,74211,0
1952,103454,74202,0
1980,103432,74277,0
1958,103443,74231,0
1956,103443,74181,0
1956,103437,74250,0
1956,103462,74194,0
1962,103408,74212,0
1964,103379,74249,0
1976,103498,74217,0
1976,103433,74234,0
1977,103385,74240,0
1992,103460,74251,0
1992,103409,74253,0
1996,103478,74212,0
2000,103393,74176,0
2000,103425,74277,0
2004,103411,74220,0
2020,103437,74175,0
1994,103424,74270,0
1957,103460,74215,0
1970,103413,74260,0
1956,103357,74256,0
1950,103497,74235,0
1980,103432,74249,0
1982,103380,74232,0
1990,103449,74257,0
1982,103429,74295,0
1992,103465,74247,0
1997,103385,74204,0
2006,103431,74257,0
2047,103381,74272,0
1978,103456,74242,0
2014,103458,74174,0
2020,103424,74286,0
2032,103453,74260,0
2033,103403,74274,0
2030,103376,74258,0
2032,103491,74248,0
2042,103453,74262,0
2040,103444,74281,0
2028,103417,74244,0
2026,103448,74277,0
2028,103489,74249,0
2028,103446,74221,0
2022,103417,74328,0
2028,103463,74268,0
2032,103469,74235,0
2040,103418,74265,0
2046,103496,74257,0
2042,103442,74293,0
2022,103394,74258,0
2046,103498,74264,0
2038,103433,74265,0
2040,103434,74283,0
2073,103448,74252,0
2072,103455,74288,0
2058,103476,74255,0
2076,103434,74214,0
2084,103425,74295,0
2072,103450,74269,0
2076,103471,74280,0
2065,103435,74240,0
2072,103447,74274,0
2070,103452,74298,0
2072,103444,74250,0
2076,103473,74305,0
2064,103475,74240,0
2080,103439,74248,0
2088,103400,74322,0
2044,103512,74251,0
2084,103461,74282,0
2085,103404,74248,0
2089,103441,74275,0
2096,103429,74297,0
2088,103454,74251,0
2093,103463,74221,0
2088,103436,74292,0
2088,103468,74273,0
2088,103432,74245,0
2080,103422,74291,0
2077,103488,74240,0
2078,103419,74262,0
2037,103374,74273,0
2031,103470,74239,0
2028,103456,74275,0
2042,103419,74230,0
2074,103453,74227,0
2074,103421,74279,0
2076,103430,74237,0
2076,103445,74165,0
2080,103408,74197,0
2080,103408,74229,0
2084,103429,74234,0
2061,103433,74208,0
2096,103458,74217,0
2096,103452,74192,0
2096,103407,74190,0
2104,103359,74262,0
2089,103473,74200,0
2092,103414,74222,0
2116,103354,74206,0
2086,103451,74242,0
2080,103378,74229,0
2081,103432,74200,0
2086,103426,74170,0
2092,103401,74231,0
2056,103425,74209,0
2088,103392,74134,0
2092,103416,74216,0
2096,103429,74166,0
2092,103389,74178,0
2102,103362,74244,0
2104,103453,74160,0
2100,103410,74191,0
2066,103347,74159,0
2073,103404,74189,0
2065,103361,74206,0
2066,103425,74159,0
2092,103369,74112,0
2074,103354,74209,0
2092,103411,74184,0
2082,103365,74163,0
2088,103401,74151,0
2084,103379,74152,0
2084,103367,74158,0
2132,103383,74151,0
2090,103323,74144,0
2088,103393,74112,0
2098,103351,74161,0
2093,103370,74154,0
2068,103336,74123,0
2104,103341,74161,0
2100,103423,74126,0
2096,103339,74132,0
2104,103283,74161,0
2108,103369,74137,0
2116,103388,74145,0
2108,103366,74103,0
2102,103343,74086,0
2093,103333,74165,0
2096,103359,74129,0
2088,103362,74056,0
2084,103332,74129,0
2052,103355,74105,0
2088,103305,74113,0
2085,103285,74128,0
2050,103413,74101,0
2053,103311,74095,0
2060,103339,74100,0
2058,103324,74091,0
2100,103326,74144,0
2104,103369,74075,0
2094,103323,74056,0
2096,103280,74149,0
2092,103296,74072,0
2092,103315,74093,0
2088,103336,74084,0
2092,103296,74091,0
2089,103309,74108,0
2080,103353,74077,0
2092,103333,74048,0
2088,103281,74089,0
2088,103360,74079,0
2082,103301,74103,0
2100,103288,74070,0
2100,103344,74053,0
2097,103317,74086,0
2070,103326,74087,0
2100,103290,74046,0
2124,103292,74102,0
2116,103365,74070,0
2116,103306,74064,0
2120,103242,74096,0
2120,103322,74068,0
2120,103337,74088,0
2112,103347,74054,0
2114,103297,74019,0
2112,103282,74137,0
2068,103319,74065,0
2070,103312,74057,0
2054,103273,74064,0
2048,103341,74051,0
2104,103301,74110,0
2068,103283,74069,0
2072,103349,74034,0
2077,103296,74082,0
2080,103223,74085,0
2094,103277,74071,0
2096,103290,74091,0
2104,103326,74045,0
2108,103257,74058,0
2116,103317,74085,0
2112,103277,74028,0
2124,103309,74094,0
2122,103336,74056,0
2122,103277,74064,0
2112,103234,74119,0
2117,103339,74059,0
2116,103327,74074,0
2106,103274,74044,0
2100,103313,74074,0
2104,103276,74110,0
2104,103323,74055,0
2101,103312,74010,0
2104,103287,74083,0
2106,103313,74088,0
2104,103278,74045,0
2309,103295,74096,0
2112,103340,74052,0
2124,103283,74074,0
2092,103239,74094,0
2094,103322,74065,0
2108,103307,74087,0
2112,103327,74041,0
2130,103307,74037,0
2124,103289,74132,0
2128,103298,74059,0
2138,103318,74025,0
2136,103295,74068,0
2104,103296,74084,0
2108,103293,74102,0
2116,103330,74063,0
2104,103330,74069,0
2104,103324,74038,0
2104,103290,74113,0
2112,103292,74075,0
2104,103299,74007,0
2112,103295,74122,0
2100,103311,74052,0
2109,103264,74082,0
2088,103223,74075,0
2128,103357,74062,0
2120,103268,74098,0
2122,103278,74063,0
2137,103296,74081,0
2132,103275,74091,0
2142,103347,74065,0
2128,103272,74005,0
2130,103245,74121,0
2124,103315,74080,0
2124,103277,74087,0
2112,103272,74082,0
2082,103330,74060,0
2094,103276,74126,0
2088,103275,74088,0
2084,103300,74035,0
2116,103299,74106,0
2120,103314,74042,0
2126,103281,74065,0
2116,103262,74111,0
2132,103305,74076,0
2132,103319,74053,0
2132,103285,74061,0
2134,103288,74108,0
2124,103274,74013,0
2132,103299,74117,0
2136,103321,74049,0
2128,103285,74071,0
2128,103214,74128,0
2116,103346,74076,0
2120,103308,74092,0
2108,103259,74055,0
2114,103307,74089,0
2108,103261,74129,0
2116,103318,74064,0
2113,103295,74042,0
2112,103279,74106,0
2120,103326,74106,0
2112,103269,74060,0
2116,103264,74105,0
2128,103342,74065,0
2128,103281,74105,0
2144,103243,74096,0
2140,103307,74093,0
2104,103300,74101,0
2129,103312,74056,0
2116,103273,74064,0
2098,103255,74151,0
2136,103312,74078,0
2081,103298,74047,0
2112,103243,74092,0
2136,103322,74082,0
2098,103260,74141,0
2112,103312,74097,0
2109,103297,74090,0
2106,103280,74073,0
2112,103317,74108,0
2104,103264,74126,0
2114,103340,74090,0
2128,103287,74047,0
2118,103297,74120,0
2128,103326,74113,0
2136,103282,74070,0
2128,103273,74108,0
2140,103337,74086,0
2132,103269,74119,0
2136,103280,74110,0
2121,103302,74073,0
2116,103294,74124,0
2118,103326,74071,0
2133,103282,74076,0
2122,103229,74140,0
2130,103352,74086,0
2125,103289,74095,0
2125,103232,74097,0
2092,103319,74127,0
2100,103258,74137,0
2104,103321,74109,0
2112,103288,74062,0
2140,103277,74149,0
2140,103310,74124,0
2144,103261,74052,0
2144,103285,74145,0
2153,103322,74105,0
2144,103235,74103,0
2148,103252,74130,0
2124,103267,74096,0
2136,103306,74130,0
2128,103217,74093,0
2128,103296,74135,0
2124,103267,74148,0
2120,103319,74093,0
2133,103298,74065,0
2130,103290,74146,0
2124,103315,74136,0
2128,103244,74087,0
2124,103286,74168,0
2104,103348,74095,0
2146,103281,74126,0
2148,103226,74173,0
2148,103327,74097,0
2170,103310,74141,0
2174,103290,74093,0
2144,103284,74114,0
2141,103282,74161,0
2142,103318,74106,0
2142,103303,74057,0
2100,103272,74136,0
2106,103298,74149,0
2102,103259,74097,0
2101,103277,74155,0
2132,103353,74099,0
2128,103268,74110,0
2146,103210,74151,0
2152,103307,74143,0
2146,103294,74105,0
2146,103254,74112,0
2192,103262,74141,0
2172,103288,74108,0
2152,103255,74134,0
2158,103285,74113,0
2170,103302,74101,0
2160,103262,74156,0
2156,103276,74121,0
2158,103295,74068,0
2156,103290,74158,0
2146,103287,74090,0
2142,103253,74092,0
2128,103242,74192,0
2120,103324,74119,0
2120,103293,74117,0
2112,103218,74126,0
2124,103312,74150,0
2120,103252,74162,0
2112,103295,74109,0
2128,103279,74085,0
2136,103269,74154,0
2144,103290,74143,0
2148,103262,74098,0
2114,103272,74154,0
2125,103321,74105,0
2128,103272,74166,0
2128,103208,74152,0
2150,103326,74121,0
2152,103281,74146,0
2144,103285,74097,0
2144,103262,74112,0
2148,103233,74136,0
2138,103287,74124,0
2132,103286,74131,0
2136,103293,74094,0
2124,103280,74146,0
2146,103299,74131,0
2132,103283,74118,0
2128,103239,74117,0
2142,103327,74144,0
2144,103264,74185,0
2144,103265,74115,0
2148,103327,74119,0
2128,103262,74138,0
2156,103300,74137,0
2168,103248,74093,0
2158,103273,74175,0
2156,103338,74132,0
2148,103263,74123,0
2148,103227,74180,0
2144,103317,74135,0
2162,103290,74162,0
2138,103284,74122,0
2164,103283,74113,0
2132,103262,74173,0
2092,103272,74139,0
2105,103315,74095,0
2096,103275,74171,0
2093,103307,74122,0
2124,103263,74119,0
2128,103259,74171,0
2129,103325,74132,0
2134,103265,74088,0
2128,103248,74119,0
2132,103253,74184,0
2132,103278,74122,0
2128,103236,74135,0
2129,103251,74106,0
2061,103256,74155,0
2144,103220,74188,0
2116,103334,74118,0
2108,103286,74162,0
2104,103252,74131,0
2116,103299,74161,0
2104,103245,74165,0
2106,103324,74143,0
2108,103275,74091,0
2108,103274,74192,0
2116,103298,74174,0
2120,103259,74157,0
2116,103240,74160,0
2116,103316,74123,0
2132,103269,74193,0
2132,103249,74158,0
2149,103322,74141,0
2140,103291,74173,0
2136,103284,74134,0
2112,103254,74119,0
2122,103251,74201,0
2124,103325,74143,0
2120,103284,74121,0
2146,103249,74172,0
2154,103321,74191,0
2136,103247,74185,0
2145,103268,74143,0
2162,103265,74172,0
2172,103266,74178,0
2162,103252,74210,0
2169,103248,74160,0
2172,103307,74187,0
2172,103323,74140,0
2178,103286,74181,0
2176,103205,74186,0
2174,103319,74155,0
2178,103284,74172,0
2178,103299,74134,0
2144,103269,74153,0
2180,103259,74204,0
2175,103335,74166,0
2176,103290,74168,0
2168,103232,74161,0
2156,103315,74204,0
2154,103269,74214,0
2154,103317,74154,0
2152,103281,74145,0
2142,103264,74190,0
2148,103297,74199,0
2158,103271,74137,0
2164,103295,74214,0
2122,103303,74140,0
2138,103263,74154,0
2140,103254,74238,0
2154,103343,74175,0
2174,103295,74196,0
2175,103214,74180,0
2177,103308,74206,0
2178,103253,74207,0
2170,103289,74166,0
2168,103273,74153,0
2168,103249,74178,0
2130,103290,74207,0
2153,103255,74175,0
2156,103288,74217,0
2154,103343,74162,0
2160,103293,74223,0
2152,103209,74209,0
2144,103323,74186,0
2152,103316,74206,0
2150,103314,74144,0
2154,103270,74173,0
2168,103268,74242,0
2168,103325,74182,0
2160,103297,74147,0
2136,103257,74201,0
2162,103319,74226,0
2162,103271,74216,0
2166,103280,74172,0
2164,103306,74180,0
2160,103286,74205,0
2152,103293,74217,0
2154,103270,74120,0
2120,103294,74230,0
2150,103313,74185,0
2112,103274,74197,0
2110,103201,74238,0
2140,103319,74195,0
2128,103313,74215,0
2144,103286,74181,0
2144,103294,74201,0
2144,103238,74217,0
2153,103297,74214,0
2156,103320,74179,0
2152,103268,74202,0
2158,103300,74224,0
2170,103271,74210,0
2160,103244,74236,0
2154,103314,74197,0
2124,103249,74221,0
2148,103276,74226,0
2140,103276,74193,0
2164,103307,74248,0
2140,103316,74182,0
2136,103266,74167,0
2124,103258,74279,0
2124,103319,74213,0
2128,103303,74192,0
2130,103230,74214,0
2136,103326,74234,0
2148,103256,74247,0
2144,103258,74220,0
2120,103333,74204,0
2165,103259,74233,0
2161,103302,74236,0
2128,103266,74201,0
2136,103286,74251,0
2140,103323,74217,0
2136,103271,74182,0
2165,103244,74278,0
2160,103313,74199,0
2152,103307,74247,0
2152,103236,74200,0
2146,103282,74202,0
2144,103277,74264,0
2130,103279,74234,0
2144,103334,74199,0
2129,103237,74232,0
2132,103291,74238,0
2140,103271,74209,0
2132,103286,74254,0
2128,103325,74205,0
2138,103267,74197,0
2137,103239,74287,0
2136,103297,74236,0
2160,103296,74244,0
2112,103240,74218,0
2114,103335,74227,0
2136,103268,74274,0
2140,103275,74242,0
2130,103339,74196,0
2164,103284,74246,0
2108,103305,74216,0
2096,103274,74211,0
2090,103275,74281,0
2088,103355,74227,0
2076,103270,74234,0
2036,103234,74267,0
2034,103316,74233,0
2038,103292,74253,0
2024,103318,74230,0
2056,103302,74208,0
2052,103275,74297,0
2056,103288,74241,0
2056,103316,74206,0
2060,103286,74212,0
2062,103270,74176,0
2064,103295,74255,0
2094,103287,74230,0
2074,103317,74263,0
2082,103350,74230,0
2101,103289,74265,0
2112,103267,74276,0
2128,103307,74245,0
2156,103310,74259,0
2185,103317,74233,0
2218,103272,74247,0
2264,103264,74297,0
2341,103332,74230,0
2408,103312,74232,0
2472,103253,74260,0
2548,103344,74265,0
2630,103274,74267,0
2714,103273,74249,0
2772,103334,74246,0
2886,103280,74275,0
2968,103299,74281,0
3056,103287,74219,0
3140,103312,74289,0
3212,103337,74236,0
3300,103294,74209,0
3364,103264,74335,0
3424,103341,74247,0
3480,103308,74274,0
3508,103228,74252,0
3540,103323,74299,0
3520,103269,74302,0
3496,103287,74291,0
3472,103298,74282,0
3428,103300,74251,0
3388,103319,74279,0
3349,103286,74295,0
3296,103358,74246,0
3238,103300,74227,0
3166,103281,74305,0
3088,103328,74287,0
3024,103272,74258,0
2992,103286,74274,0
2876,103360,74258,0
2824,103282,74294,0
2740,103238,74296,0
2684,103333,74278,0
2628,103329,74314,0
2588,103324,74250,0
2532,103288,74280,0
2484,103284,74322,0
2448,103333,74267,0
2396,103314,74236,0
2356,103280,74290,0
2316,103327,74293,0
2248,103263,74279,0
2220,103272,74310,0
2198,103361,74273,0
2168,103292,74322,0
2180,103291,74293,0
2144,103331,74264,0
2107,103328,74295,0
2081,103319,74254,0
2060,103303,74302,0
2041,103307,74309,0
2017,103281,74298,0
1960,103318,74293,0
1974,103320,74262,0
1960,103299,74311,0
1944,103308,74318,0
1930,103310,74254,0
1932,103337,74326,0
1914,103311,74271,0
1898,103292,74270,0
1886,103264,74330,0
1892,103353,74295,0
1880,103283,74303,0
1872,103244,74291,0
1872,103336,74319,0
1874,103302,74326,0
1864,103331,74282,0
1853,103294,74255,0
1856,103291,74327,0
1854,103334,74334,0
1849,103289,74252,0
1849,103312,74339,0
1844,103367,74290,0
1808,103273,74343,0
1812,103243,74306,0
1812,103354,74292,0
1793,103329,74320,0
1838,103318,74284,0
1820,103306,74309,0
1856,103281,74351,0
1848,103354,74280,0
1844,103313,74223,0
1866,103293,74268,0
1880,103310,74319,0
1874,103323,74290,0
1877,103290,74306,0
1876,103321,74292,0
1872,103295,74279,0
1876,103278,74363,0
1840,103322,74286,0
1880,103318,74257,0
1892,103273,74336,0
1876,103351,74305,0
1876,103282,74358,0
1872,103279,74304,0
1872,103342,74295,0
1880,103304,74323,0
1869,103308,74323,0
1886,103279,74297,0
1892,103326,74327,0
1857,103339,74295,0
1904,103294,74263,0
1914,103264,74361,0
1924,103336,74299,0
1929,103332,74312,0
1896,103251,74308,0
1902,103324,74321,0
1904,103275,74360,0
1904,103300,74300,0
1936,103338,74297,0
1934,103279,74332,0
1936,103338,74324,0
1940,103297,74281,0
1964,103307,74303,0
1934,103333,74320,0
1920,103303,74306,0
1961,103307,74332,0
1930,103238,74311,0
1944,103353,74329,0
1936,103294,74333,0
1958,103288,74315,0
1949,103294,74341,0
1966,103286,74340,0
1964,103345,74324,0
1960,103299,74254,0
1964,103272,74378,0
1938,103317,74343,0
1974,103297,74332,0
1974,103260,74339,0
1968,103346,74309,0
1956,103289,74367,0
1961,103251,74323,0
1964,103338,74321,0
1964,103307,74351,0
1960,103327,74325,0
1956,103291,74298,0
1965,103275,74365,0
1936,103354,74328,0
1952,103291,74286,0
1945,103261,74359,0
1944,103334,74365,0
1992,103287,74360,0
1998,103267,74316,0
2000,103326,74310,0
2012,103282,74366,0
2010,103287,74375,0
2010,103327,74326,0
2004,103340,74324,0
2004,103292,74325,0
2018,103289,74335,0
2004,103303,74344,0
2004,103322,74361,0
1992,103347,74326,0
2002,103295,74275,0
2000,103274,74421,0
2000,103319,74341,0
2000,103327,74346,0
2004,103256,74329,0
2002,103352,74342,0
2012,103293,74398,0
2018,103297,74345,0
2014,103350,74327,0
2028,103292,74354,0
2032,103331,74352,0
2030,103277,74328,0
2040,103290,74392,0
2047,103371,74320,0
2047,103314,74353,0
2052,103254,74400,0
2010,103349,74374,0
2020,103323,74360,0
2018,103314,74328,0
2004,103312,74345,0
2034,103304,74405,0
2040,103344,74347,0
2018,103340,74305,0
1960,103305,74383,0
2044,103312,74345,0
2016,103298,74381,0
2046,103316,74355,0
2064,103284,74361,0
2064,103338,74353,0
2058,103255,74386,0
2057,103350,74382,0
2080,103328,74386,0
2061,103317,74343,0
2068,103318,74329,0
2047,103307,74423,0
2060,103312,74371,0
2024,103324,74313,0
2060,103308,74395,0
2044,103360,74351,0
2056,103290,74402,0
2044,103253,74357,0
2047,103382,74348,0
2047,103329,74377,0
2046,103305,74336,0
2096,103295,74348,0
2064,103310,74393,0
2073,103365,74340,0
2037,103297,74293,0
2048,103287,74410,0
2060,103336,74375,0
2072,103313,74370,0
2070,103277,74337,0
2096,103343,74314,0
2088,103298,74395,0
2096,103301,74331,0
2088,103336,74323,0
2084,103314,74325,0
2080,103319,74332,0
2080,103262,74360,0
2082,103297,74342,0
2110,103322,74351,0
2081,103333,74333,0
2080,103283,74352,0
2084,103254,74347,0
2085,103316,74311,0
2081,103311,74345,0
2080,103307,74297,0
2088,103278,74299,0
2090,103275,74385,0
2104,103323,74321,0
2089,103307,74316,0
2094,103227,74321,0
2092,103328,74343,0
2088,103252,74345,0
2088,103311,74291,0
2092,103319,74267,0
2084,103276,74322,0
2092,103283,74323,0
2088,103267,74242,0
2082,103270,74326,0
2048,103311,74265,0
2064,103266,74275,0
2054,103222,74336,0
2052,103306,74300,0
2092,103273,74316,0
2088,103231,74267,0
2080,103284,74289,0
2088,103233,74319,0
2088,103285,74255,0
2088,103291,74254,0
2096,103284,74232,0
2090,103272,74278,0
2094,103217,74280,0
2088,103257,74266,0
2084,103232,74240,0
2080,103298,74235,0
2084,103233,74310,0
2081,103234,74240,0
2084,103272,74228,0
2057,103245,74262,0
2080,103264,74222,0
2082,103232,74202,0
2084,103225,74256,0
2076,103305,74235,0
2096,103229,74201,0
2086,103173,74265,0
2076,103266,74232,0
2077,103236,74250,0
2081,103234,74209,0
2080,103247,74190,0
2080,103216,74258,0
2084,103209,74206,0
2072,103242,74173,0
2058,103223,74238,0
2065,103253,74196,0
2060,103204,74193,0
2084,103162,74243,0
2080,103288,74195,0
2076,103230,74215,0
2072,103186,74143,0
2074,103190,74221,0
2060,103156,74185,0
2076,103252,74205,0
2076,103207,74174,0
2066,103214,74216,0
2066,103185,74169,0
2064,103217,74226,0
2068,103251,74200,0
2060,103191,74132,0
2082,103171,74239,0
2072,103234,74199,0
2074,103201,74217,0
2080,103159,74177,0
2096,103249,74185,0
2074,103179,74221,0
2068,103197,74177,0
2064,103217,74148,0
2056,103206,74199,0
2080,103223,74162,0
2052,103173,74154,0
2056,103193,74228,0
2064,103232,74163,0
