ECG,RED,IR,PCG
2164,103614,73870,0
2166,103568,73826,0
2172,103557,73844,0
2150,103542,73872,0
2156,103603,73847,0
2164,103641,73865,0
2158,103574,73859,0
2166,103552,73837,0
2160,103564,73864,0
2160,103561,73884,0
2168,103601,73863,0
2172,103568,73787,0
2168,103536,73915,0
2168,103582,73882,0
2173,103555,73890,0
2180,103520,73864,0
2180,103608,73851,0
2180,103550,73910,0
2172,103571,73884,0
2170,103591,73812,0
2154,103578,73897,0
2164,103613,73854,0
2156,103551,73884,0
2168,103511,73897,0
2124,103648,73876,0
2125,103585,73891,0
2144,103591,73867,0
2138,103558,73861,0
2168,103575,73904,0
2176,103604,73875,0
2180,103562,73835,0
2177,103551,73945,0
2176,103602,73876,0
2164,103594,73870,0
2176,103571,73903,0
2180,103554,73830,0
2164,103560,73932,0
2170,103601,73899,0
2156,103586,73903,0
2162,103602,73881,0
2154,103572,73857,0
2154,103588,73955,0
2144,103601,73904,0
2150,103606,73850,0
2116,103554,73932,0
2160,103630,73893,0
2148,103564,73936,0
2156,103532,73907,0
2146,103652,73895,0
2154,103571,73911,0
2162,103577,73900,0
2153,103596,73899,0
2148,103585,73936,0
2146,103615,73889,0
2152,103560,73861,0
2160,103571,73976,0
2122,103616,73919,0
2146,103588,73919,0
2128,103579,73889,0
2124,103604,73871,0
2152,103565,73965,0
2152,103585,73911,0
2152,103600,73853,0
2144,103562,73952,0
2158,103568,73928,0
2152,103590,73963,0
2148,103575,73931,0
2152,103595,73906,0
2148,103600,73892,0
2157,103581,73876,0
2156,103568,73995,0
2161,103612,73922,0
2166,103609,73928,0
2164,103528,73918,0
2166,103619,73945,0
2154,103567,73987,0
2156,103623,73917,0
2138,103594,73876,0
2132,103569,73972,0
2120,103600,73958,0
2108,103571,73931,0
2106,103574,73966,0
2089,103643,73920,0
2076,103582,73962,0
2062,103554,73957,0
2056,103629,73945,0
2060,103590,73967,0
2052,103628,73903,0
2012,103584,73905,0
2024,103561,74015,0
2030,103633,73960,0
2019,103591,73947,0
2066,103532,73948,0
2064,103634,73982,0
2082,103578,73993,0
2064,103627,73946,0
2116,103598,73940,0
2124,103602,73949,0
2152,103588,73982,0
2182,103604,73960,0
2220,103607,73965,0
2260,103582,73922,0
2316,103528,73987,0
2388,103619,73982,0
2456,103574,73983,0
2538,103633,73963,0
2612,103598,73910,0
2716,103591,74008,0
2812,103618,73957,0
2896,103593,73940,0
2994,103603,73970,0
3134,103649,73961,0
3199,103596,74006,0
3300,103568,73963,0
3408,103648,73951,0
3512,103618,73975,0
3594,103619,73959,0
3672,103580,73953,0
3732,103570,74010,0
3768,103678,73962,0
3796,103584,73976,0
3804,103545,73971,0
3793,103627,73972,0
3768,103612,74003,0
3722,103629,73967,0
3688,103582,73911,0
3632,103590,74036,0
3568,103639,73987,0
3496,103615,74009,0
3436,103606,73948,0
3356,103594,73984,0
3277,103585,73988,0
3190,103619,73980,0
3114,103660,73969,0
3024,103606,73985,0
2940,103640,73982,0
2853,103596,73967,0
2780,103584,74047,0
2720,103668,73991,0
2646,103614,73987,0
2579,103563,74030,0
2520,103639,74003,0
2456,103608,74020,0
2408,103623,73993,0
2352,103632,73974,0
2308,103618,74051,0
2262,103624,74021,0
2224,103616,73962,0
2188,103641,74043,0
2168,103637,73978,0
2128,103615,74025,0
2100,103553,74047,0
2042,103676,74005,0
2017,103618,74022,0
2028,103606,73992,0
1972,103629,74030,0
1978,103610,74049,0
1956,103664,74015,0
1904,103625,73961,0
1919,103611,74059,0
1900,103584,74049,0
1888,103634,74050,0
1876,103643,74060,0
1870,103647,73993,0
1848,103633,74044,0
1840,103621,74025,0
1842,103613,74062,0
1836,103664,74024,0
1828,103622,73993,0
1788,103619,74106,0
1816,103638,74032,0
1820,103634,74053,0
1829,103579,74023,0
1812,103665,74021,0
1822,103605,74087,0
1814,103634,74040,0
1808,103655,74001,0
1808,103646,74064,0
1808,103640,74047,0
1804,103618,74017,0
1753,103617,74086,0
1808,103701,74034,0
1800,103598,74063,0
1804,103576,74083,0
1764,103644,74065,0
1770,103650,74074,0
1786,103667,74056,0
1800,103617,73997,0
1828,103612,74122,0
1828,103647,74045,0
1832,103643,74037,0
1844,103610,74091,0
1846,103603,74078,0
1848,103636,74100,0
1844,103623,74049,0
1825,103677,74052,0
1848,103639,74048,0
1858,103634,74095,0
1846,103653,74076,0
1848,103637,74018,0
1856,103648,74110,0
1846,103685,74042,0
1856,103623,74105,0
1858,103583,74091,0
1860,103684,74069,0
1860,103642,74091,0
1836,103648,74079,0
1878,103640,74058,0
1882,103603,74125,0
1881,103696,74087,0
1918,103653,74065,0
1900,103592,74072,0
1904,103688,74093,0
1896,103631,74108,0
1908,103693,74057,0
1909,103636,74020,0
1876,103623,74118,0
1872,103664,74106,0
1865,103649,74069,0
1862,103621,74100,0
1888,103683,74071,0
1889,103641,74125,0
1896,103614,74088,0
1910,103676,74086,0
1905,103651,74056,0
1916,103633,74096,0
1919,103637,74130,0
1922,103642,74074,0
1938,103700,74116,0
1938,103638,74086,0
1953,103652,74076,0
1954,103636,74162,0
1960,103662,74086,0
1964,103678,74026,0
1964,103636,74133,0
1960,103682,74093,0
1957,103627,74127,0
1996,103599,74084,0
1948,103714,74091,0
1960,103639,74094,0
1958,103676,74113,0
1952,103646,74105,0
1952,103659,74136,0
1944,103706,74103,0
1968,103636,74048,0
1961,103616,74170,0
1976,103660,74090,0
1972,103659,74123,0
1948,103612,74097,0
1952,103674,74098,0
1964,103633,74161,0
1962,103669,74105,0
1992,103670,74069,0
2000,103649,74132,0
1997,103679,74124,0
2002,103652,74157,0
2008,103640,74119,0
2005,103696,74109,0
2002,103637,74094,0
1994,103644,74164,0
1992,103625,74106,0
1992,103641,74152,0
2000,103719,74100,0
1997,103662,74127,0
2000,103652,74142,0
1996,103681,74131,0
1984,103676,74160,0
2004,103690,74120,0
2012,103664,74064,0
2006,103636,74191,0
2016,103686,74140,0
2012,103690,74145,0
2033,103602,74116,0
2024,103693,74147,0
2020,103625,74173,0
2016,103684,74129,0
2012,103677,74093,0
1985,103650,74177,0
2002,103690,74162,0
1960,103631,74141,0
1960,103625,74140,0
1976,103726,74141,0
1984,103658,74154,0
2009,103659,74169,0
2018,103650,74113,0
2008,103680,74170,0
2020,103694,74132,0
2028,103652,74157,0
2037,103640,74156,0
2037,103636,74157,0
2034,103675,74171,0
2028,103675,74139,0
2052,103646,74201,0
2057,103676,74151,0
2047,103663,74150,0
2047,103640,74159,0
2047,103710,74135,0
2047,103652,74200,0
2040,103617,74145,0
2042,103702,74141,0
2033,103667,74168,0
2044,103684,74142,0
2066,103650,74122,0
2044,103617,74185,0
2047,103728,74124,0
2056,103672,74147,0
2058,103611,74133,0
2061,103666,74155,0
2062,103649,74165,0
2056,103702,74115,0
2064,103643,74060,0
2025,103637,74195,0
2038,103674,74137,0
2036,103655,74094,0
2028,103646,74172,0
2027,103682,74120,0
2064,103660,74162,0
2047,103585,74141,0
2052,103703,74143,0
2040,103646,74104,0
2044,103654,74134,0
2041,103650,74153,0
2044,103619,74135,0
2047,103669,74142,0
2056,103621,74066,0
2058,103644,74142,0
2064,103652,74136,0
2076,103621,74071,0
2040,103626,74132,0
2074,103667,74080,0
2084,103620,74134,0
2084,103567,74106,0
2084,103700,74082,0
2076,103652,74116,0
2078,103654,74082,0
2076,103611,74050,0
2072,103606,74135,0
2070,103653,74084,0
2068,103616,74087,0
2036,103562,74071,0
2072,103656,74094,0
2066,103611,74092,0
2072,103659,74062,0
2030,103612,74028,0
2040,103598,74097,0
2050,103627,74069,0
2056,103589,74000,0
2088,103628,74083,0
2088,103631,74045,0
2090,103592,74077,0
2089,103539,74052,0
2094,103637,74017,0
2054,103552,74053,0
2088,103615,74021,0
2092,103575,74045,0
2084,103579,74034,0
2084,103590,74041,0
2084,103562,74037,0
2076,103640,74023,0
2064,103564,74069,0
2080,103551,74023,0
2074,103594,73984,0
2064,103568,74034,0
2076,103604,74010,0
2076,103533,73976,0
2047,103550,74064,0
2081,103624,74008,0
2080,103545,73983,0
2084,103506,74018,0
2108,103587,74010,0
2096,103560,74009,0
2120,103548,73980,0
2090,103579,73960,0
2096,103547,74032,0
2094,103543,73984,0
2045,103568,73930,0
2062,103535,74014,0
2056,103579,73973,0
2040,103536,74005,0
2068,103486,73991,0
2076,103608,73956,0
2068,103529,73980,0
2074,103524,73967,0
2072,103528,74020,0
2072,103522,74002,0
2097,103541,73964,0
2076,103536,73936,0
2086,103520,73965,0
2080,103506,74004,0
2056,103549,73942,0
2092,103530,73905,0
2084,103508,73977,0
2080,103552,73987,0
2090,103516,73968,0
2078,103486,73972,0
2077,103587,73962,0
2066,103527,73965,0
2064,103477,73977,0
2072,103523,73944,0
2060,103541,73971,0
2065,103554,73939,0
2052,103507,73890,0
2064,103485,74038,0
2065,103529,73954,0
2074,103542,73941,0
2072,103463,73965,0
2076,103569,73952,0
2053,103499,73973,0
2056,103497,73961,0
2065,103557,73929,0
2064,103519,73954,0
2089,103528,73969,0
2096,103489,73914,0
2096,103524,73982,0
2100,103536,73935,0
2104,103481,73884,0
2090,103514,74003,0
2092,103514,73928,0
2082,103540,73973,0
2086,103523,73924,0
2084,103512,73974,0
2092,103524,73972,0
2090,103501,73909,0
2092,103516,73977,0
2096,103554,73918,0
2100,103488,73964,0
2092,103440,73958,0
2112,103558,73945,0
2112,103516,73957,0
2102,103466,73920,0
2098,103520,73953,0
2112,103501,73971,0
2108,103552,73934,0
2114,103517,73902,0
2104,103501,73961,0
2094,103510,73967,0
2086,103456,73909,0
2088,103507,73991,0
2076,103554,73938,0
2052,103491,73954,0
2068,103454,73960,0
2052,103538,73932,0
2050,103529,73965,0
2084,103514,73919,0
2096,103506,73946,0
2096,103476,73980,0
2092,103531,73935,0
2112,103542,73938,0
2114,103459,73922,0
2112,103498,73989,0
2104,103475,73982,0
2124,103512,73922,0
2080,103493,73975,0
2108,103535,73927,0
2114,103493,73991,0
2110,103419,73950,0
2106,103557,73939,0
2112,103498,73960,0
2105,103504,73938,0
2098,103492,73934,0
2100,103488,73974,0
2108,103552,73934,0
2114,103492,73882,0
2110,103457,73989,0
2122,103526,73942,0
2116,103505,73968,0
2116,103484,73941,0
2137,103514,73924,0
2128,103490,73997,0
2128,103512,73949,0
2134,103521,73920,0
2106,103502,73948,0
2114,103530,73939,0
2108,103482,73921,0
2101,103467,73996,0
2130,103578,73938,0
2124,103510,73939,0
2112,103447,73952,0
2116,103545,73965,0
2116,103465,73951,0
2104,103526,73951,0
2114,103485,73939,0
2108,103501,73938,0
2106,103517,73950,0
2118,103448,73949,0
2116,103553,73946,0
2120,103490,73962,0
2120,103447,73963,0
2120,103515,73956,0
2120,103536,73980,0
2126,103529,73945,0
2132,103516,73925,0
2136,103486,74002,0
2133,103527,73964,0
2128,103522,73899,0
2121,103501,73980,0
2124,103539,73944,0
2120,103499,73979,0
2106,103474,73986,0
2104,103565,73952,0
2112,103498,73961,0
2126,103485,73978,0
2092,103533,73962,0
2072,103516,73980,0
2070,103544,73949,0
2088,103493,73908,0
2084,103502,74013,0
2112,103512,73955,0
2112,103544,73908,0
2114,103493,73999,0
2114,103546,73961,0
2122,103490,74007,0
2121,103516,73965,0
2112,103503,73980,0
2076,103521,73956,0
2128,103526,73962,0
2104,103464,74033,0
2144,103555,73953,0
2100,103532,73991,0
2104,103486,73969,0
2101,103534,73981,0
2096,103499,74036,0
2106,103548,73971,0
2100,103527,73928,0
2104,103498,74006,0
2150,103546,74001,0
2128,103499,73955,0
2144,103502,73996,0
2114,103571,73970,0
2120,103511,73999,0
2121,103451,74010,0
2117,103556,73986,0
2141,103545,74014,0
2122,103547,73962,0
2116,103518,73946,0
2080,103530,74050,0
2086,103543,73988,0
2076,103551,73974,0
2100,103487,73981,0
2096,103581,74000,0
2140,103508,74029,0
2100,103531,73967,0
2122,103553,73991,0
2104,103537,73954,0
2120,103532,74024,0
2112,103505,74009,0
2142,103540,73978,0
2152,103520,73965,0
2128,103531,73976,0
2122,103504,74038,0
2124,103552,73989,0
2132,103544,73927,0
2124,103509,74019,0
2130,103548,73985,0
2136,103518,74007,0
2104,103464,74002,0
2104,103586,73996,0
2112,103524,73994,0
2112,103525,73991,0
2108,103500,73972,0
2101,103536,74015,0
2132,103575,73998,0
2116,103510,73956,0
2122,103477,74059,0
2128,103538,74006,0
2138,103553,74002,0
2092,103497,73987,0
2096,103563,73994,0
2100,103518,74045,0
2096,103528,73994,0
2130,103537,73963,0
2138,103512,74022,0
2120,103560,73977,0
2124,103513,73988,0
2122,103470,73991,0
2104,103547,73990,0
2132,103518,73966,0
2128,103552,74019,0
2124,103520,74035,0
2128,103514,74003,0
2128,103575,73987,0
2130,103516,74010,0
2133,103531,74011,0
2164,103500,73976,0
2134,103542,74023,0
2140,103541,73982,0
2108,103519,73959,0
2144,103509,74081,0
2156,103540,73999,0
2152,103549,74007,0
2142,103466,73985,0
2140,103581,73988,0
2139,103519,74040,0
2138,103515,73987,0
2130,103563,73985,0
2128,103500,74006,0
2130,103515,74021,0
2052,103502,73957,0
2109,103521,74025,0
2114,103575,73975,0
2114,103526,73996,0
2098,103471,74008,0
2140,103559,73994,0
2148,103529,74003,0
2144,103548,73987,0
2146,103507,73971,0
2152,103501,74011,0
2152,103485,73959,0
2152,103534,74025,0
2156,103537,73972,0
2148,103494,74016,0
2160,103489,74050,0
2149,103533,73976,0
2160,103524,73960,0
2144,103481,74012,0
2137,103554,74006,0
2136,103493,74037,0
2126,103501,73984,0
2124,103556,73984,0
2152,103497,74003,0
2121,103523,74011,0
2128,103505,73983,0
2132,103531,74021,0
2129,103551,73973,0
2124,103498,73953,0
2132,103461,74041,0
2130,103554,73978,0
2129,103525,73996,0
2138,103460,73974,0
2136,103534,73997,0
2096,103490,74028,0
2108,103527,73982,0
2092,103531,73946,0
2093,103498,73997,0
2136,103530,73998,0
2124,103492,74021,0
2100,103452,73997,0
2116,103552,73981,0
2116,103503,73976,0
2084,103485,74018,0
2122,103448,73994,0
2114,103522,73969,0
2120,103510,74007,0
2130,103498,73985,0
2126,103485,74006,0
2136,103513,73979,0
2128,103538,74008,0
2133,103519,73964,0
2140,103491,73951,0
2128,103476,74040,0
2100,103538,73982,0
2124,103534,74016,0
2124,103483,73972,0
2118,103515,74025,0
2112,103491,74035,0
2108,103542,73970,0
2098,103514,73929,0
2100,103490,74024,0
2100,103535,74018,0
2112,103470,74014,0
2100,103482,74005,0
2072,103548,73982,0
2072,103502,74007,0
2088,103519,73997,0
2094,103493,73966,0
2106,103526,74037,0
2140,103519,73988,0
2136,103483,73964,0
2152,103451,74044,0
2142,103544,74004,0
2144,103562,73980,0
2144,103496,73965,0
2156,103486,74026,0
2142,103504,73994,0
2152,103540,73995,0
2156,103517,74051,0
2148,103541,73987,0
2149,103495,74025,0
2152,103442,74035,0
2161,103566,73994,0
2168,103521,74031,0
2164,103498,73997,0
2164,103516,74017,0
2172,103496,74030,0
2212,103541,73996,0
2176,103516,73970,0
2184,103463,74048,0
2182,103557,74025,0
2178,103504,74034,0
2184,103545,73985,0
2188,103514,73987,0
2186,103515,74064,0
2188,103520,74025,0
2186,103530,73967,0
2140,103515,74062,0
2146,103535,74009,0
2138,103506,74043,0
2134,103477,74032,0
2160,103572,74022,0
2156,103521,74047,0
2163,103523,74015,0
2157,103525,74043,0
2164,103504,74037,0
2168,103536,74020,0
2168,103539,73982,0
2174,103535,74058,0
2200,103492,74011,0
2180,103519,74059,0
2168,103591,74029,0
2173,103513,73958,0
2162,103520,74077,0
2164,103533,74053,0
2156,103535,74023,0
2120,103485,74031,0
2146,103562,74015,0
2144,103515,74072,0
2144,103526,74047,0
2150,103554,73991,0
2134,103532,74052,0
2144,103556,74026,0
2144,103523,74018,0
2152,103495,74076,0
2148,103585,74033,0
2156,103528,74025,0
2158,103446,74048,0
2160,103565,74058,0
2128,103521,74046,0
2128,103530,74029,0
2138,103550,74023,0
2129,103519,74086,0
2152,103543,74039,0
2158,103557,73976,0
2146,103521,74052,0
2157,103572,74021,0
2180,103535,74059,0
2142,103527,74043,0
2136,103596,74067,0
2106,103517,74060,0
2142,103524,74043,0
2106,103470,74097,0
2142,103540,74032,0
2150,103561,74049,0
2146,103481,74022,0
2152,103557,74046,0
2156,103507,74094,0
2162,103550,74044,0
2160,103538,74000,0
2168,103519,74059,0
2166,103556,74056,0
2166,103526,74032,0
2134,103508,74082,0
2162,103588,74038,0
2156,103503,74046,0
2146,103483,74073,0
2142,103533,74046,0
2141,103534,74074,0
2140,103535,74026,0
2136,103506,74009,0
2104,103504,74107,0
2106,103556,74045,0
2110,103531,74036,0
2108,103462,74039,0
2144,103545,74064,0
2125,103504,74093,0
2148,103551,74043,0
2154,103558,74020,0
2152,103534,74030,0
2148,103483,74080,0
2150,103501,74032,0
2149,103531,74081,0
2152,103528,74056,0
2144,103548,74049,0
2144,103522,74067,0
2134,103504,74103,0
2134,103578,74051,0
2128,103545,73991,0
2112,103515,74102,0
2124,103549,74082,0
2130,103512,74064,0
2125,103487,74068,0
2129,103550,74037,0
2136,103505,74098,0
2138,103506,74078,0
2152,103543,74041,0
2146,103549,74096,0
2140,103557,74048,0
2154,103511,74046,0
2124,103497,74124,0
2152,103591,74050,0
2144,103538,74079,0
2088,103506,74054,0
2094,103530,74084,0
2082,103515,74093,0
2072,103576,74040,0
2082,103528,74004,0
2072,103508,74105,0
2076,103551,74088,0
2053,103516,74071,0
2044,103538,74066,0
2052,103518,74056,0
2036,103540,74096,0
2041,103510,74089,0
2047,103519,74068,0
2040,103593,74059,0
2047,103521,74066,0
2064,103542,74101,0
2076,103518,74060,0
2088,103550,74111,0
2112,103568,74060,0
2128,103508,74027,0
2140,103514,74138,0
2188,103564,74082,0
2220,103557,74103,0
2272,103523,74062,0
2328,103540,74076,0
2388,103523,74134,0
2464,103565,74074,0
2540,103567,74055,0
2654,103514,74111,0
2696,103561,74097,0
2796,103515,74109,0
2888,103471,74096,0
2960,103603,74090,0
3065,103528,74095,0
3168,103500,74112,0
3278,103544,74084,0
3390,103529,74126,0
3480,103579,74092,0
3568,103539,74035,0
3706,103548,74101,0
3742,103529,74077,0
3768,103542,74108,0
3760,103543,74101,0
3732,103539,74085,0
3716,103523,74165,0
3673,103556,74106,0
3632,103547,74036,0
3583,103523,74131,0
3520,103569,74105,0
3450,103526,74098,0
3378,103501,74149,0
3304,103603,74074,0
3228,103547,74107,0
3144,103523,74123,0
3066,103537,74112,0
3024,103567,74141,0
2908,103594,74076,0
2832,103548,74035,0
2802,103520,74187,0
2692,103581,74118,0
2620,103559,74124,0
2556,103515,74101,0
2494,103564,74101,0
2408,103545,74161,0
2361,103574,74111,0
2309,103577,74057,0
2258,103536,74149,0
2244,103586,74147,0
2210,103532,74139,0
2176,103515,74123,0
2141,103625,74096,0
2122,103548,74101,0
2086,103551,74125,0
2068,103477,74133,0
2036,103562,74146,0
2024,103552,74123,0
2022,103608,74113,0
1970,103544,74172,0
1952,103531,74120,0
1940,103609,74091,0
1908,103558,74121,0
1894,103582,74114,0
1880,103554,74090,0
1865,103543,74175,0
1856,103628,74112,0
1856,103546,74118,0
1832,103520,74155,0
1830,103620,74147,0
1824,103556,74154,0
1828,103554,74127,0
1826,103563,74104,0
1822,103546,74172,0
1825,103574,74135,0
1822,103569,74089,0
1824,103567,74162,0
1777,103597,74111,0
1778,103551,74114,0
1782,103507,74167,0
1778,103636,74115,0
1812,103558,74143,0
1812,103520,74132,0
1810,103569,74158,0
1804,103542,74169,0
1800,103613,74125,0
1801,103607,74111,0
1805,103493,74152,0
1766,103557,74159,0
1813,103561,74082,0
1824,103587,74087,0
1820,103546,74165,0
1828,103583,74173,0
1845,103527,74094,0
1840,103551,74177,0
1848,103615,74132,0
1856,103554,74154,0
1860,103518,74171,0
1862,103580,74150,0
1858,103581,74154,0
1808,103586,74122,0
1818,103563,74112,0
1861,103547,74219,0
1864,103579,74156,0
1854,103583,74120,0
1868,103536,74140,0
1854,103597,74155,0
1856,103530,74189,0
1852,103545,74141,0
1836,103615,74132,0
1832,103562,74164,0
1832,103571,74172,0
1830,103543,74106,0
1878,103575,74169,0
1880,103591,74130,0
1892,103547,74094,0
1904,103530,74203,0
1902,103545,74158,0
1908,103599,74139,0
1913,103597,74140,0
1912,103570,74146,0
1912,103544,74192,0
1914,103530,74191,0
1920,103621,74131,0
1914,103564,74113,0
1872,103524,74216,0
1918,103574,74173,0
1916,103562,74160,0
1928,103533,74172,0
1922,103597,74153,0
1920,103555,74194,0
1926,103517,74170,0
1934,103588,74142,0
1936,103569,74169,0
1941,103551,74135,0
1938,103563,74156,0
1940,103538,74177,0
1940,103599,74147,0
1912,103568,74106,0
1944,103552,74204,0
1946,103560,74159,0
1909,103539,74114,0
1904,103543,74174,0
1908,103596,74137,0
1910,103540,74191,0
1944,103484,74178,0
1940,103620,74153,0
1936,103577,74167,0
1936,103565,74138,0
1956,103538,74202,0
1958,103525,74187,0
1952,103586,74152,0
1960,103576,74154,0
1972,103567,74182,0
1968,103547,74146,0
1976,103530,74215,0
1976,103628,74151,0
1988,103556,74127,0
1982,103539,74219,0
1984,103582,74199,0
1996,103564,74191,0
1985,103529,74174,0
1964,103604,74145,0
1986,103562,74219,0
1992,103548,74195,0
1988,103592,74157,0
1984,103576,74202,0
1988,103589,74166,0
1986,103550,74154,0
2000,103552,74225,0
2008,103619,74204,0
2004,103575,74141,0
2012,103550,74219,0
1970,103593,74194,0
1983,103546,74191,0
1992,103532,74185,0
1989,103619,74171,0
2044,103581,74205,0
2052,103521,74205,0
2020,103593,74184,0
2021,103590,74201,0
2016,103572,74170,0
2014,103550,74215,0
2010,103567,74240,0
2008,103575,74210,0
2016,103602,74204,0
2004,103570,74136,0
2020,103556,74254,0
2004,103596,74201,0
2016,103604,74195,0
2012,103543,74193,0
2012,103636,74201,0
2016,103559,74262,0
2014,103558,74200,0
2026,103618,74191,0
2028,103565,74224,0
2024,103606,74223,0
2034,103573,74168,0
2032,103562,74236,0
2036,103626,74208,0
2037,103590,74165,0
2034,103521,74234,0
2042,103606,74201,0
2040,103584,74207,0
2040,103588,74190,0
1998,103590,74162,0
2006,103558,74239,0
2008,103575,74190,0
2012,103590,74160,0
2044,103583,74221,0
2046,103576,74185,0
2054,103563,74164,0
2053,103542,74232,0
2056,103567,74167,0
2040,103558,74159,0
2066,103574,74212,0
2064,103576,74190,0
2060,103543,74175,0
2064,103580,74135,0
2064,103561,74188,0
2064,103592,74175,0
2068,103550,74136,0
2053,103554,74209,0
2057,103622,74163,0
2047,103565,74148,0
2010,103496,74223,0
2044,103590,74161,0
2058,103588,74171,0
2047,103531,74146,0
2046,103590,74135,0
2047,103540,74192,0
2058,103561,74151,0
2064,103580,74100,0
2060,103556,74165,0
2060,103550,74126,0
2068,103519,74107,0
2032,103531,74170,0
2041,103599,74122,0
2076,103528,74091,0
2043,103494,74165,0
2045,103558,74145,0
2104,103531,74138,0
2058,103503,74123,0
2060,103579,74100,0
2058,103509,74160,0
2038,103544,74145,0
2044,103549,74097,0
2060,103516,74111,0
2042,103539,74100,0
2056,103514,74149,0
2052,103499,74120,0
2028,103497,74080,0
2072,103560,74085,0
2070,103508,74123,0
2086,103491,74107,0
2088,103515,74084,0
2080,103527,74108,0
2088,103542,74059,0
2072,103518,74051,0
2112,103488,74147,0
2072,103548,74079,0
2064,103524,74046,0
2024,103457,74087,0
2060,103545,74096,0
2046,103493,74092,0
2047,103464,74076,0
2046,103555,74038,0
2046,103484,74070,0
2056,103511,74080,0
2038,103473,74032,0
2030,103508,74081,0
2216,103524,74038,0
2038,103478,73999,0
2068,103446,74111,0
2072,103524,74049,0
2018,103505,74052,0
2076,103433,74024,0
2088,103431,74046,0
2088,103442,74065,0
2084,103471,73997,0
2082,103500,74047,0
2086,103523,74009,0
2080,103471,74019,0
2096,103445,74052,0
2076,103520,74037,0
2080,103481,73982,0
2084,103442,74055,0
2076,103516,74049,0
2082,103439,74048,0
2088,103441,74031,0
2090,103508,74009,0
2088,103453,74063,0
2096,103430,74042,0
2096,103481,74026,0
2104,103489,74055,0
2122,103498,74011,0
2112,103450,73987,0
2108,103434,74072,0
2104,103491,74011,0
2072,103469,73991,0
2104,103439,74028,0
2064,103492,74031,0
2070,103440,74036,0
2072,103417,74000,0
2056,103503,74006,0
2094,103450,74025,0
2088,103469,74018,0
2082,103445,74000,0
2122,103487,74011,0
2098,103449,73995,0
2090,103446,73983,0
2084,103414,74043,0
2096,103431,73959,0
2096,103495,73991,0
2104,103437,73958,0
2090,103424,74038,0
2092,103462,74016,0
2096,103452,74028,0
2092,103423,73993,0
2092,103494,73990,0
2088,103439,74050,0
2076,103444,73999,0
2052,103471,73986,0
2082,103473,74028,0
2080,103464,73980,0
2080,103447,73981,0
2082,103424,74051,0
2088,103510,74001,0
2082,103459,73956,0
2084,103413,74052,0
2086,103460,74026,0
2098,103461,74022,0
2048,103448,73993,0
2074,103491,73988,0
2074,103442,74029,0
2068,103457,74012,0
2101,103455,74002,0
2098,103470,74024,0
2100,103467,73970,0
2110,103432,73984,0
2092,103443,74011,0
2096,103489,73997,0
2096,103417,74017,0
2088,103456,73974,0
2090,103436,74012,0
2088,103438,74042,0
2084,103500,74012,0
2096,103464,73939,0
2096,103428,74037,0
2100,103467,74012,0
2080,103435,74021,0
2104,103431,74012,0
2113,103495,73977,0
2120,103439,74049,0
2117,103446,74011,0
2112,103447,73944,0
2122,103458,74029,0
2112,103470,73977,0
2121,103456,73971,0
2096,103418,74037,0
2108,103476,73999,0
2104,103475,73953,0
2104,103414,74003,0
2124,103480,74030,0
2068,103410,74019,0
2065,103427,74028,0
2064,103488,73987,0
2070,103424,74021,0
2100,103448,74022,0
2101,103454,73964,0
2106,103464,74017,0
2106,103467,73960,0
2120,103422,73994,0
2116,103413,74052,0
2138,103468,73987,0
2116,103487,74026,0
2120,103439,73947,0
2116,103441,73973,0
2120,103419,74046,0
2110,103476,73980,0
2104,103455,73969,0
2104,103419,74026,0
2104,103476,74020,0
2097,103420,74023,0
2080,103410,73996,0
2101,103483,73978,0
2104,103422,74010,0
2104,103465,74013,0
2088,103417,73953,0
2104,103464,74031,0
2098,103461,73967,0
2101,103410,73958,0
2106,103410,74074,0
2116,103481,73993,0
2116,103451,73999,0
2113,103396,73999,0
2072,103479,73995,0
2087,103412,74049,0
2082,103457,74006,0
2073,103482,73979,0
2100,103446,74005,0
2096,103450,74029,0
2096,103422,73956,0
2096,103428,74042,0
2098,103435,73974,0
2090,103436,74004,0
2092,103441,74016,0
2096,103424,73987,0
2088,103434,74017,0
2068,103483,73997,0
2104,103429,74028,0
2100,103420,74035,0
2112,103460,73985,0
2110,103468,74020,0
2106,103469,73989,0
2106,103420,73963,0
2112,103401,74064,0
2110,103508,74021,0
2108,103454,74016,0
2112,103392,74025,0
2096,103486,74022,0
2108,103414,74052,0
2096,103444,74008,0
2100,103463,73991,0
2084,103439,74024,0
2084,103460,74048,0
2100,103425,73969,0
2098,103464,74058,0
2072,103490,74005,0
2082,103462,74013,0
2080,103404,74070,0
2089,103476,74017,0
2114,103467,74049,0
2124,103409,74012,0
2120,103485,74015,0
2132,103419,74062,0
2132,103450,74027,0
2126,103476,74003,0
2120,103426,74013,0
2120,103435,74044,0
2120,103434,74073,0
2116,103495,74023,0
2114,103461,74056,0
2122,103458,73995,0
2112,103449,74017,0
2108,103426,74084,0
2112,103502,74015,0
2072,103454,73966,0
2112,103436,74078,0
2122,103493,74064,0
2113,103448,74029,0
2128,103439,74047,0
2128,103522,74032,0
2128,103431,74071,0
2132,103428,74050,0
2136,103478,74027,0
2128,103478,74062,0
2122,103493,74017,0
2170,103473,74019,0
2124,103413,74090,0
2084,103504,74030,0
2090,103458,74048,0
2085,103395,74028,0
