ECG,IR,PCG
2762,37935,0
2788,37897,0
2836,37907,0
2784,37929,0
2756,37915,0
2640,37936,0
2512,37897,0
2416,37913,0
2257,37937,0
2130,37913,0
2034,37937,0
1968,37922,0
1930,37931,0
1932,37922,0
1989,37918,0
2088,37946,0
2248,37922,0
2380,37945,0
2528,37915,0
2596,37940,0
2690,37935,0
2752,37932,0
2784,37932,0
2768,37939,0
2708,37917,0
2604,37934,0
2464,37961,0
2320,37938,0
2196,37959,0
2069,37939,0
1988,37944,0
1914,37948,0
1940,37942,0
1900,37956,0
1976,37943,0
2068,37958,0
2216,37928,0
2336,37939,0
2464,37967,0
2592,37945,0
2722,37976,0
2784,37950,0
2804,37950,0
2826,37953,0
2736,37963,0
2604,37979,0
2483,37961,0
2344,37978,0
2210,37940,0
2128,37964,0
2056,37985,0
1952,37957,0
1928,37983,0
1956,37962,0
2046,37985,0
2128,37986,0
2260,37964,0
2392,37961,0
2528,37971,0
2640,37957,0
2716,37989,0
2784,37976,0
2811,37991,0
2768,37959,0
2736,37964,0
2580,38003,0
2464,37976,0
2308,38001,0
2192,37968,0
2080,37978,0
1969,37995,0
1912,37978,0
1920,38001,0
1952,37981,0
2028,38005,0
2162,37964,0
2272,37982,0
2394,38005,0
2530,37980,0
2646,37999,0
2720,37986,0
2816,37980,0
2820,38000,0
2740,37982,0
2704,38006,0
2568,38008,0
2436,37980,0
2308,37983,0
2173,37974,0
2052,38012,0
1972,37995,0
1924,38014,0
1900,37983,0
1928,37994,0
2007,38010,0
2112,37991,0
2257,38011,0
2400,37991,0
2512,38017,0
2596,37981,0
2712,37996,0
2708,38020,0
2736,37985,0
2704,38015,0
2672,38000,0
2549,37993,0
2426,38002,0
2282,37995,0
2152,38025,0
2025,38006,0
1960,38028,0
1899,37987,0
1900,37999,0
1978,38018,0
2032,38009,0
2112,38007,0
2240,38007,0
2364,38018,0
2488,38015,0
2592,38006,0
2658,38010,0
2712,38013,0
2720,38033,0
2668,37984,0
2596,38007,0
2480,38039,0
2364,38016,0
2248,38030,0
2120,38000,0
2000,38008,0
1952,38030,0
1896,38015,0
1914,38038,0
1940,38021,0
2020,38022,0
2144,38007,0
2320,38008,0
2448,38030,0
2576,38019,0
2668,38044,0
2738,37999,0
2736,38015,0
2776,38045,0
2687,38027,0
2604,38034,0
2498,38021,0
2361,38026,0
2168,38022,0
2064,38016,0
1936,38026,0
1888,38041,0
1833,38034,0
1832,38018,0
1876,38024,0
1969,38025,0
2088,38028,0
2220,38043,0
2372,38025,0
2540,38043,0
2576,38001,0
2704,38013,0
2696,38047,0
2714,38020,0
2650,38042,0
2576,38024,0
2448,38028,0
2308,38025,0
2180,38018,0
2080,38049,0
1986,38028,0
1901,38038,0
1892,38007,0
1872,38024,0
1888,38042,0
1985,38018,0
2101,38039,0
2240,38017,0
2392,38027,0
2520,38031,0
2584,38036,0
2680,38017,0
2672,38038,0
2666,38041,0
2624,38034,0
2528,38049,0
2448,38024,0
2268,38049,0
2138,38008,0
2018,38024,0
1912,38051,0
1859,38026,0
1824,38048,0
1856,38017,0
1864,38030,0
1976,38042,0
2076,38014,0
2232,38049,0
2344,38041,0
2456,38042,0
2568,38016,0
2664,38022,0
2700,38051,0
2708,38028,0
2672,38054,0
2552,38022,0
2412,38035,0
2272,38038,0
2170,38038,0
2050,38048,0
1968,38023,0
1890,38030,0
1840,38024,0
1844,38030,0
1896,38044,0
1989,38019,0
2112,38037,0
2266,38031,0
2372,38045,0
2504,38028,0
2608,38046,0
2642,38019,0
2666,38030,0
2674,38051,0
2608,38024,0
2536,38058,0
2376,38022,0
2256,38041,0
2116,38046,0
1992,38042,0
1906,38054,0
1844,38033,0
1800,38045,0
1833,38021,0
1894,38032,0
1992,38053,0
2144,38035,0
2257,38053,0
2368,38014,0
1966,38039,0
2563,38056,0
2632,38040,0
2704,38055,0
2688,38015,0
2544,38041,0
2448,38036,0
2352,38040,0
2212,38047,0
2066,38029,0
1940,38055,0
1856,38037,0
1824,38048,0
1778,38006,0
1780,38021,0
1848,38058,0
1954,38030,0
2064,38056,0
2232,38032,0
2344,38041,0
2484,38048,0
2556,38022,0
2640,38054,0
2672,38034,0
2665,38049,0
2592,38032,0
2522,38035,0
2396,38041,0
2256,38032,0
2116,38049,0
2006,38013,0
1880,38029,0
1825,38057,0
1774,38036,0
1824,38054,0
1860,38033,0
2072,38049,0
2184,38057,0
2320,38051,0
2436,38035,0
2512,38048,0
2562,38028,0
2628,38063,0
2556,38026,0
2520,38035,0
2410,38057,0
2282,38047,0
2157,38057,0
2012,38041,0
1928,38064,0
1826,38054,0
1776,38052,0
1740,38065,0
1816,38046,0
1856,38059,0
1928,38033,0
2112,38046,0
2253,38072,0
2370,38044,0
2504,38070,0
2596,38053,0
2648,38061,0
2648,38060,0
2122,38047,0
2568,38079,0
2465,38061,0
2360,38079,0
2224,38054,0
2052,38049,0
1938,38055,0
1845,38058,0
1778,38085,0
1760,38066,0
1777,38077,0
1832,38061,0
1936,38056,0
2047,38088,0
2176,38071,0
2306,38095,0
2432,38057,0
2484,38066,0
2576,38082,0
2560,38061,0
2568,38081,0
2464,38073,0
2376,38088,0
2224,38054,0
2122,38068,0
1953,38090,0
1882,38073,0
1801,38094,0
1761,38063,0
1744,38064,0
1786,38082,0
1850,38065,0
1962,38088,0
2093,38066,0
2240,38063,0
2400,38078,0
2517,38071,0
2553,38083,0
2624,38065,0
2644,38085,0
2620,38067,0
2556,38075,0
2442,38091,0
2320,38067,0
2180,38073,0
2056,38079,0
1930,38078,0
1868,38092,0
1817,38078,0
1776,38096,0
1824,38051,0
1872,38079,0
1992,38099,0
2104,38085,0
2248,38099,0
2352,38084,0
2490,38098,0
2528,38076,0
2616,38078,0
2616,38103,0
2580,38082,0
2505,38106,0
2360,38064,0
2232,38085,0
2076,38112,0
1943,38089,0
1852,38105,0
1826,38078,0
1768,38088,0
1744,38088,0
1776,38082,0
1864,38115,0
1992,38094,0
2120,38109,0
2244,38082,0
2360,38087,0
2464,38113,0
2528,38095,0
2552,38116,0
2544,38074,0
2511,38090,0
2408,38109,0
2304,38096,0
2172,38108,0
2016,38101,0
1872,38120,0
1780,38083,0
1700,38093,0
1690,38130,0
1665,38097,0
1738,38118,0
1829,38106,0
1964,38100,0
2112,38118,0
2257,38099,0
2372,38118,0
2548,38114,0
2541,38126,0
2576,38096,0
2592,38109,0
2545,38127,0
2436,38120,0
2276,38115,0
2128,38103,0
1988,38127,0
1888,38119,0
1752,38118,0
1676,38131,0
1670,38100,0
1644,38115,0
1688,38129,0
1780,38114,0
1908,38138,0
2040,38119,0
2204,38132,0
2296,38107,0
2424,38118,0
2504,38141,0
2532,38121,0
2500,38136,0
2456,38096,0
2368,38121,0
2288,38140,0
2140,38120,0
2000,38143,0
1872,38102,0
1776,38120,0
1700,38140,0
1661,38121,0
1664,38142,0
1740,38117,0
1840,38121,0
1970,38135,0
2042,38109,0
2180,38132,0
2312,38139,0
2396,38129,0
2456,38143,0
2480,38121,0
2476,38118,0
2456,38128,0
2320,38124,0
2198,38141,0
2076,38102,0
1952,38123,0
1816,38133,0
1752,38123,0
1676,38133,0
1664,38115,0
1656,38132,0
1728,38116,0
1812,38121,0
1940,38150,0
2072,38123,0
2248,38143,0
2360,38118,0
2456,38120,0
2520,38149,0
2544,38129,0
2508,38141,0
2448,38104,0
2352,38116,0
2228,38141,0
2112,38114,0
1960,38147,0
1808,38132,0
1738,38147,0
1652,38115,0
1616,38126,0
1628,38136,0
1680,38111,0
1776,38121,0
1892,38152,0
2036,38137,0
2154,38151,0
2272,38112,0
2381,38128,0
2418,38142,0
2469,38123,0
2408,38149,0
2368,38124,0
2240,38150,0
2136,38115,0
1968,38121,0
1828,38158,0
1698,38134,0
1634,38157,0
1576,38130,0
1548,38143,0
1556,38144,0
1609,38127,0
1720,38151,0
1814,38145,0
1925,38169,0
2050,38127,0
2168,38131,0
2232,38155,0
2240,38131,0
2244,38137,0
2244,38154,0
2192,38142,0
2112,38164,0
2020,38136,0
1928,38147,0
1876,38135,0
1836,38131,0
1826,38167,0
1868,38147,0
1928,38171,0
2024,38129,0
2192,38144,0
2332,38146,0
2532,38145,0
2680,38167,0
2872,38149,0
3120,38165,0
3064,38124,0
3114,38147,0
3208,38176,0
3224,38152,0
3104,38169,0
2976,38159,0
2808,38163,0
2608,38134,0
2444,38148,0
2317,38176,0
2170,38147,0
2096,38163,0
2048,38146,0
2000,38166,0
2047,38145,0
2184,38153,0
2304,38181,0
2428,38156,0
2572,38165,0
2704,38138,0
2808,38146,0
2888,38165,0
2952,38147,0
2904,38176,0
2864,38148,0
2732,38144,0
2664,38174,0
2468,38147,0
2352,38170,0
2200,38159,0
2116,38171,0
2032,38143,0
1984,38152,0
1993,38177,0
2069,38156,0
2160,38178,0
2268,38148,0
2394,38150,0
2516,38163,0
2580,38161,0
2640,38171,0
2690,38164,0
2722,38176,0
2704,38137,0
2448,38183,0
2302,38193,0
2164,38172,0
2024,38146,0
1896,38176,0
1818,38157,0
1768,38175,0
1736,38154,0
1760,38172,0
1828,38149,0
1948,38161,0
2075,38188,0
2232,38165,0
2376,38170,0
2466,38154,0
2568,38158,0
2604,38180,0
2672,38159,0
2642,38183,0
2552,38156,0
2488,38155,0
2368,38165,0
2233,38163,0
2116,38186,0
2002,38158,0
1924,38175,0
1858,38137,0
1843,38151,0
1858,38185,0
1924,38159,0
2097,38180,0
2192,38164,0
2300,38183,0
2412,38168,0
2512,38174,0
2592,38180,0
2636,38184,0
2644,38186,0
2656,38166,0
2558,38173,0
2456,38176,0
2256,38169,0
2194,38184,0
2088,38163,0
1994,38198,0
1944,38161,0
1872,38167,0
1880,38189,0
1906,38169,0
2000,38191,0
2100,38168,0
2228,38193,0
2372,38163,0
2552,38171,0
2692,38187,0
2740,38178,0
2796,38198,0
2816,38170,0
2752,38166,0
2692,38193,0
2565,38177,0
2436,38205,0
2352,38184,0
2208,38203,0
2090,38194,0
2020,38195,0
2000,38178,0
1952,38186,0
2040,38196,0
2152,38171,0
2240,38182,0
2388,38206,0
2536,38186,0
2660,38212,0
2768,38182,0
2880,38188,0
2904,38189,0
2992,38187,0
2888,38210,0
2836,38188,0
2692,38203,0
2600,38180,0
2436,38195,0
2320,38206,0
2256,38191,0
2192,38226,0
2146,38181,0
2185,38197,0
2224,38205,0
2309,38194,0
2417,38216,0
2560,38193,0
2709,38208,0
2856,38193,0
2992,38197,0
3064,38198,0
3080,38193,0
3052,38211,0
3024,38209,0
2936,38190,0
2824,38208,0
2696,38198,0
2576,38215,0
2450,38199,0
2376,38220,0
2308,38190,0
2284,38213,0
2304,38188,0
2352,38196,0
2480,38220,0
2604,38198,0
2744,38218,0
2856,38184,0
3024,38200,0
3112,38235,0
3168,38209,0
3204,38219,0
3288,38201,0
3236,38212,0
3154,38192,0
3028,38202,0
2902,38217,0
2732,38207,0
2616,38225,0
2504,38189,0
2458,38204,0
2464,38214,0
2468,38217,0
2592,38196,0
2570,38222,0
2704,38222,0
2850,38198,0
2992,38209,0
3122,38205,0
3232,38212,0
3336,38232,0
3352,38209,0
3364,38232,0
3324,38199,0
3266,38215,0
3136,38226,0
3072,38205,0
2898,38232,0
2816,38216,0
2689,38231,0
2672,38191,0
2608,38214,0
2624,38231,0
2672,38218,0
2832,38232,0
2948,38202,0
3104,38219,0
3236,38223,0
3362,38216,0
3428,38234,0
3504,38210,0
3542,38228,0
3562,38195,0
3568,38206,0
3493,38232,0
3288,38211,0
3172,38246,0
3056,38229,0
2932,38203,0
2858,38219,0
2786,38205,0
