ECG,RED,IR,PCG
2360,106923,75086,0
2368,106932,75190,0
2368,106993,75140,0
2368,106941,75096,0
2356,106914,75187,0
2356,107006,75145,0
2336,106925,75144,0
2292,106901,75144,0
2328,106998,75143,0
1668,106944,75185,0
2360,106906,75142,0
2320,106909,75199,0
2328,107004,75187,0
2328,106966,75202,0
2368,106985,75199,0
2348,106992,75183,0
2384,106972,75158,0
2392,106976,75198,0
2356,107005,75186,0
2380,106976,75156,0
2384,106978,75228,0
2388,107016,75213,0
2442,106991,75161,0
2392,106956,75240,0
2404,107024,75201,0
2408,106986,75178,0
2402,106927,75234,0
2380,107021,75179,0
2418,106962,75213,0
2402,106938,75205,0
2408,107020,75181,0
2385,106981,75202,0
2394,106920,75196,0
2404,107031,75186,0
2402,106969,75232,0
2384,106918,75200,0
2393,107001,75171,0
2388,106964,75221,0
2362,106952,75195,0
2324,107021,75186,0
2362,106972,75201,0
1566,106923,75181,0
2361,107009,75180,0
2316,106942,75081,0
2306,106924,75049,0
2373,106919,75090,0
2404,106946,75076,0
2396,106909,75100,0
2396,106867,75059,0
2408,106961,75056,0
2400,106902,75094,0
2404,106853,75040,0
2372,106948,75052,0
2400,106898,75076,0
2392,106882,75055,0
2385,106916,75048,0
2392,106883,75048,0
2384,106882,75015,0
2386,106899,75029,0
2392,106879,75036,0
2378,106903,75007,0
2392,106876,74985,0
2374,106867,75038,0
2370,106893,74993,0
2364,106873,74949,0
2360,106860,75032,0
2364,106877,74986,0
2356,106855,74937,0
2358,106849,75027,0
2340,106879,74989,0
2300,106843,74921,0
2340,106842,75007,0
1564,106872,74962,0
2360,106846,74920,0
2324,106808,74875,0
2328,106764,74831,0
2322,106770,74889,0
2329,106782,74869,0
2328,106791,74859,0
2368,106787,74831,0
2370,106753,74880,0
2370,106793,74855,0
2400,106763,74807,0
2360,106740,74897,0
2372,106797,74837,0
2368,106758,74801,0
2362,106756,74893,0
2370,106796,74844,0
2360,106759,74823,0
2368,106739,74889,0
2358,106790,74840,0
2360,106768,74848,0
2362,106715,74863,0
2356,106816,74829,0
2356,106761,74861,0
2352,106737,74876,0
2352,106808,74856,0
2356,106747,74859,0
2338,106713,74829,0
2332,106790,74835,0
2336,106734,74873,0
2308,106745,74839,0
2284,106775,74833,0
2320,106753,74867,0
1552,106753,74834,0
2332,106772,74834,0
2284,106809,74827,0
2284,106753,74842,0
2288,106698,74838,0
2345,106730,74834,0
2336,106791,74830,0
2376,106738,74854,0
2372,106680,74853,0
2370,106797,74846,0
2362,106740,74847,0
2352,106718,74834,0
2368,106789,74831,0
2344,106740,74846,0
2412,106699,74841,0
2340,106798,74840,0
2344,106746,74864,0
2340,106703,74846,0
2356,106779,74836,0
2344,106733,74859,0
2340,106695,74835,0
2338,106790,74837,0
2336,106744,74855,0
2328,106704,74846,0
2348,106799,74848,0
2352,106763,74858,0
2352,106732,74830,0
2352,106777,74830,0
2321,106735,74839,0
2328,106729,74835,0
2293,106798,74833,0
2330,106757,74863,0
1540,106775,74854,0
2328,106779,74823,0
2292,106732,74877,0
2288,106820,74887,0
2281,106776,74903,0
2370,106809,74837,0
2370,106778,74917,0
2400,106809,74873,0
2386,106775,74843,0
2392,106766,74931,0
2376,106844,74880,0
2378,106772,74851,0
2368,106784,74941,0
2372,106816,74884,0
2368,106789,74844,0
2368,106787,74945,0
2360,106834,74887,0
2410,106796,74850,0
2354,106778,74953,0
2348,106828,74894,0
2348,106800,74889,0
2402,106753,74934,0
2346,106829,74876,0
2344,106802,74910,0
2380,106739,74914,0
2336,106836,74890,0
2380,106796,74904,0
2320,106748,74913,0
2325,106841,74915,0
2312,106797,74911,0
2272,106731,74931,0
2320,106856,74901,0
1644,106795,74893,0
2320,106784,74942,0
2296,106849,74909,0
2324,106775,74947,0
2352,106767,74917,0
2396,106801,74897,0
2388,106785,74957,0
2400,106822,74931,0
2378,106808,74889,0
2368,106789,74958,0
2376,106817,74926,0
2368,106801,74883,0
2362,106798,74940,0
2361,106832,74929,0
2357,106799,74904,0
2368,106803,74966,0
2370,106832,74938,0
2360,106811,74887,0
2369,106803,74983,0
2360,106847,74932,0
2368,106805,74884,0
2356,106788,74960,0
2368,106841,74925,0
2368,106812,74871,0
2360,106791,74969,0
2352,106829,74944,0
2344,106804,74898,0
2348,106798,74965,0
2324,106828,74937,0
2280,106807,74886,0
2317,106780,74982,0
1521,106816,74921,0
2336,106796,74892,0
2332,106785,74979,0
2316,106786,74954,0
2324,106831,74925,0
2332,106815,74921,0
2389,106796,74951,0
2376,106795,74964,0
2408,106827,74928,0
2402,106796,74899,0
2400,106791,74963,0
2400,106827,74930,0
2396,106806,74895,0
2400,106782,74961,0
2392,106833,74939,0
2400,106788,74880,0
2400,106793,74954,0
2392,106822,74909,0
2385,106797,74888,0
2408,106807,74990,0
2392,106809,74944,0
2384,106799,74894,0
2380,106814,74993,0
2376,106831,74933,0
2386,106792,74890,0
2384,106794,74973,0
2394,106816,74933,0
2392,106801,74904,0
2386,106792,74975,0
2384,106831,74924,0
2360,106791,74898,0
2316,106780,74984,0
2364,106837,74942,0
1703,106789,74909,0
2356,106823,74980,0
2352,106758,74979,0
2352,106798,74941,0
2388,106806,75005,0
2432,106848,74952,0
2425,106806,74941,0
2384,106785,75007,0
2364,106825,74963,0
2384,106819,74967,0
2396,106783,75017,0
2392,106876,74962,0
2404,106797,74978,0
2394,106761,75005,0
2400,106873,74963,0
2392,106822,74993,0
2390,106762,74981,0
2384,106875,74983,0
2378,106831,74988,0
2370,106758,74981,0
2420,106866,74980,0
2364,106819,74991,0
2346,106787,74997,0
2394,106876,74979,0
2349,106808,75006,0
2346,106750,74984,0
2356,106870,74989,0
2344,106816,75006,0
2304,106774,74978,0
2330,106868,74980,0
1557,106828,75013,0
2354,106841,74972,0
2368,106847,74966,0
2304,106823,75070,0
2308,106877,75014,0
2312,106841,74995,0
2296,106812,75073,0
2564,106836,75033,0
2600,106847,75044,0
2640,106824,75028,0
2720,106900,75030,0
2762,106840,75052,0
2780,106812,75019,0
2888,106898,75019,0
2869,106849,75038,0
2916,106846,75028,0
2952,106887,75038,0
2984,106831,75040,0
3000,106830,75026,0
2996,106866,75036,0
3028,106856,75077,0
3033,106835,75025,0
3032,106884,75024,0
2992,106857,75047,0
2948,106858,75032,0
2922,106890,75025,0
2884,106836,75060,0
2836,106857,75027,0
2776,106875,75017,0
2736,106851,75071,0
2696,106867,75047,0
2624,106856,75025,0
2504,106859,75057,0
2504,106863,75027,0
1778,106857,75044,0
2176,106890,75055,0
2160,106858,75099,0
2236,106903,75071,0
2242,106849,75031,0
2252,106866,75121,0
2252,106922,75067,0
2258,106880,75058,0
2266,106842,75102,0
2272,106919,75071,0
2266,106877,75068,0
2252,106814,75108,0
2292,106915,75071,0
2304,106859,75086,0
2304,106830,75089,0
2294,106926,75081,0
2320,106874,75083,0
2312,106850,75121,0
2320,106921,75072,0
2310,106865,75113,0
2330,106815,75104,0
2320,106926,75092,0
2321,106877,75130,0
2316,106835,75093,0
2312,106926,75102,0
2312,106883,75122,0
2322,106831,75102,0
2290,106916,75089,0
2320,106891,75120,0
2304,106839,75102,0
1525,106916,75097,0
2320,106886,75119,0
2312,106829,75104,0
2264,106895,75102,0
2272,106877,75174,0
2272,106924,75112,0
2330,106908,75144,0
2324,106895,75113,0
2356,106902,75158,0
2348,106927,75129,0
2353,106900,75090,0
2348,106893,75175,0
2344,106921,75143,0
2352,106888,75085,0
2336,106892,75175,0
2338,106933,75139,0
2317,106907,75122,0
2329,106890,75185,0
2328,106957,75147,0
2337,106893,75131,0
2348,106868,75190,0
2344,106944,75150,0
2348,106907,75138,0
2356,106877,75174,0
2360,106981,75124,0
2360,106900,75161,0
2360,106870,75174,0
2346,106964,75151,0
2352,106922,75185,0
2354,106875,75160,0
2328,106971,75158,0
2288,106923,75192,0
2340,106902,75166,0
1672,106967,75140,0
2182,106945,75160,0
2290,106935,75162,0
2364,106923,75131,0
2384,106944,75164,0
2394,106922,75141,0
2393,106921,75192,0
2388,106946,75151,0
2385,106916,75123,0
2381,106920,75204,0
2378,106952,75162,0
2368,106921,75109,0
2368,106903,75190,0
2368,106952,75144,0
2352,106920,75113,0
2344,106882,75191,0
2342,106934,75125,0
2346,106903,75100,0
2344,106885,75183,0
2352,106946,75125,0
2340,106891,75129,0
2344,106855,75155,0
2342,106946,75130,0
2330,106882,75145,0
2338,106839,75147,0
2360,106956,75137,0
2344,106878,75132,0
2304,106827,75125,0
2296,106950,75099,0
2336,106893,75129,0
1555,106840,75094,0
2352,106905,75116,0
2338,106859,75107,0
2312,106833,74972,0
2316,106784,74937,0
2312,106807,74980,0
2310,106833,74936,0
2348,106774,74940,0
2338,106761,74981,0
2346,106838,74942,0
2376,106771,74946,0
2369,106724,74946,0
2368,106819,74931,0
2368,106776,74954,0
2357,106724,74930,0
2352,106825,74923,0
2345,106774,74944,0
2344,106732,74931,0
2344,106831,74920,0
2344,106749,74954,0
2328,106711,74901,0
2325,106811,74894,0
2384,106756,74924,0
2316,106756,74890,0
2328,106793,74900,0
2330,106778,74914,0
2329,106752,74894,0
2314,106777,74872,0
2328,106769,74923,0
2326,106782,74896,0
2329,106746,74838,0
2312,106753,74907,0
2268,106770,74882,0
2304,106726,74842,0
1540,106741,74907,0
2280,106669,74832,0
2320,106753,74819,0
2340,106727,74869,0
2372,106757,74835,0
2373,106703,74799,0
2386,106680,74874,0
2368,106777,74821,0
2364,106701,74820,0
2368,106680,74864,0
2356,106768,74815,0
2348,106704,74827,0
2340,106659,74868,0
2336,106753,74817,0
2338,106719,74848,0
2340,106679,74855,0
2328,106760,74803,0
2336,106701,74849,0
2352,106655,74833,0
2340,106780,74818,0
2337,106703,74836,0
2320,106675,74833,0
2320,106756,74822,0
2332,106729,74856,0
2328,106686,74818,0
2320,106768,74842,0
2328,106713,74844,0
2298,106710,74806,0
2272,106722,74818,0
2314,106707,74848,0
1536,106730,74828,0
2336,106708,74807,0
2330,106709,74843,0
2304,106668,74812,0
2293,106771,74819,0
2313,106704,74854,0
2344,106684,74802,0
2352,106663,74853,0
2376,106759,74808,0
2378,106712,74844,0
2412,106676,74853,0
2344,106761,74808,0
2372,106713,74833,0
2337,106697,74858,0
2360,106776,74831,0
2352,106686,74833,0
2360,106657,74846,0
2352,106772,74810,0
2340,106699,74830,0
2340,106651,74834,0
2332,106755,74821,0
2344,106689,74847,0
2340,106673,74831,0
2338,106765,74815,0
2328,106712,74851,0
2344,106686,74817,0
2322,106752,74832,0
2314,106717,74846,0
2310,106717,74817,0
2314,106741,74830,0
2281,106720,74843,0
2240,106704,74826,0
2280,106751,74829,0
1512,106725,74848,0
2288,106734,74823,0
2257,106728,74895,0
2272,106683,74867,0
2310,106765,74886,0
2344,106702,74887,0
2346,106752,74866,0
2336,106739,74845,0
2328,106702,74891,0
2328,106778,74841,0
2320,106722,74854,0
2310,106708,74892,0
2330,106777,74870,0
2344,106720,74871,0
2346,106662,74875,0
2352,106785,74856,0
2342,106733,74871,0
2344,106697,74844,0
2336,106800,74862,0
2341,106744,74882,0
2332,106711,74854,0
2324,106766,74876,0
2321,106724,74893,0
2314,106734,74869,0
2304,106755,74860,0
2304,106747,74883,0
2288,106743,74864,0
2304,106751,74852,0
2265,106741,74893,0
2242,106776,74870,0
2274,106741,74850,0
1550,106718,74886,0
2288,106740,74864,0
2272,106722,74926,0
2280,106752,74859,0
2284,106739,74854,0
2290,106718,74872,0
2300,106723,74920,0
2324,106767,74868,0
2320,106725,74853,0
2320,106713,74909,0
2314,106746,74861,0
2336,106747,74836,0
2314,106714,74896,0
2329,106748,74865,0
2362,106711,74826,0
2284,106723,74898,0
2296,106740,74870,0
2316,106724,74837,0
2304,106718,74911,0
2304,106768,74866,0
2292,106726,74840,0
2294,106693,74919,0
2296,106761,74868,0
2296,106715,74829,0
2288,106701,74910,0
2290,106765,74864,0
2289,106711,74876,0
2292,106669,74894,0
2292,106763,74877,0
2280,106718,74888,0
2281,106692,74894,0
2284,106762,74870,0
1522,106715,74894,0
2292,106692,74871,0
2274,106732,74892,0
2290,106689,74880,0
2273,106772,74866,0
2304,106704,74906,0
2308,106715,74846,0
2338,106714,74897,0
2336,106742,74878,0
2332,106703,74824,0
2336,106717,74914,0
2328,106747,74863,0
2317,106705,74815,0
2320,106714,74935,0
2316,106753,74889,0
2316,106719,74870,0
2308,106702,74930,0
2304,106760,74882,0
2312,106722,74869,0
2306,106677,74920,0
2304,106759,74888,0
2308,106695,74858,0
2292,106671,74919,0
2304,106758,74890,0
2298,106736,74908,0
2304,106651,74889,0
2306,106766,74893,0
2304,106717,74924,0
2293,106661,74873,0
2282,106763,74878,0
2244,106710,74917,0
2293,106707,74896,0
1632,106756,74886,0
2304,106714,74915,0
2265,106798,74916,0
2264,106731,74905,0
2260,106704,74971,0
2320,106756,74970,0
2324,106770,74928,0
2370,106735,74904,0
2360,106725,74979,0
2348,106794,74938,0
2344,106729,74942,0
2344,106698,74963,0
2346,106791,74925,0
2338,106718,74916,0
2330,106691,74968,0
2314,106784,74942,0
2320,106715,74953,0
2320,106685,74957,0
2321,106792,74936,0
2308,106729,74954,0
2376,106700,74949,0
2332,106786,74951,0
2320,106749,74947,0
2324,106705,74953,0
2324,106793,74936,0
2320,106741,74955,0
2308,106708,74956,0
2308,106788,74946,0
2298,106726,74965,0
2248,106726,74946,0
2244,106783,74947,0
2276,106737,74955,0
1485,106731,74945,0
2260,106783,74934,0
2218,106791,74962,0
2266,106787,74964,0
2940,106751,74970,0
2944,106789,74972,0
2904,106765,74941,0
2856,106763,75032,0
2800,106803,74970,0
2764,106753,74934,0
2690,106780,75030,0
2632,106830,74977,0
2584,106767,74956,0
2524,106771,75033,0
2460,106805,74982,0
2400,106752,74965,0
2337,106742,75033,0
2296,106809,75003,0
2240,106767,74975,0
2200,106743,75033,0
2176,106811,75003,0
2154,106754,74976,0
2117,106767,75037,0
2100,106808,74993,0
2088,106778,74970,0
2064,106750,75048,0
2060,106821,75008,0
2054,106781,75001,0
2026,106735,75049,0
1992,106826,75002,0
2027,106754,75001,0
1258,106755,75066,0
2020,106812,75013,0
2020,106767,74994,0
2012,106796,75054,0
2020,106749,75044,0
2018,106827,75048,0
2244,106783,75022,0
2092,106798,75068,0
2272,106752,75058,0
2272,106843,75047,0
2257,106806,75057,0
2278,106757,75057,0
2276,106846,75036,0
2256,106793,75079,0
2284,106811,75053,0
2299,106848,75060,0
2328,106777,75088,0
2312,106841,75057,0
2328,106808,75034,0
2328,106804,75102,0
2324,106823,75043,0
2340,106809,75041,0
2352,106810,75084,0
2336,106848,75052,0
2325,106801,75022,0
2296,106816,75117,0
2312,106840,75047,0
2329,106810,75015,0
2320,106790,75122,0
2314,106845,75080,0
2294,106825,75032,0
2256,106824,75102,0
2300,106857,75080,0
1530,106791,75044,0
2284,106827,75053,0
2288,106830,75144,0
2346,106835,75100,0
2376,106840,75126,0
2384,106878,75102,0
2384,106841,75087,0
2372,106839,75126,0
2364,106874,75112,0
2354,106853,75060,0
2360,106854,75169,0
2364,106851,75110,0
2356,106832,75068,0
2356,106834,75171,0
2360,106876,75095,0
2352,106836,75091,0
2368,106823,75167,0
2356,106886,75120,0
2356,106839,75087,0
2348,106845,75168,0
2348,106882,75118,0
2340,106863,75105,0
2340,106819,75183,0
2328,106915,75117,0
2384,106848,75126,0
2336,106808,75161,0
2320,106906,75115,0
2293,106859,75119,0
2272,106812,75169,0
2321,106901,75120,0
1554,106856,75130,0
2338,106829,75157,0
2314,106904,75135,0
2309,106859,75107,0
2300,106851,75128,0
2296,106850,75107,0
2320,106891,75093,0
2368,106841,75143,0
2356,106868,75092,0
2360,106833,75056,0
2385,106838,75134,0
2386,106871,75088,0
2372,106818,75055,0
2374,106806,75125,0
2380,106870,75088,0
2354,106821,75063,0
2344,106799,75109,0
2356,106874,75072,0
2352,106813,75043,0
2368,106797,75137,0
2362,106862,75072,0
2357,106818,75044,0
2362,106774,75100,0
2368,106862,75040,0
2370,106811,75017,0
2360,106801,75109,0
2362,106839,75038,0
2368,106802,75009,0
2372,106792,75076,0
2404,106850,75051,0
2364,106770,74997,0
2352,106774,75063,0
2288,106830,75020,0
2406,106792,75022,0
1693,106764,75045,0
2320,106702,74937,0
2314,106741,74910,0
2352,106701,74888,0
2376,106667,74919,0
2368,106751,74871,0
2360,106691,74863,0
2344,106678,74927,0
2344,106733,74888,0
2336,106687,74840,0
2341,106670,74891,0
2336,106732,74872,0
2328,106705,74864,0
2320,106647,74891,0
2322,106733,74851,0
2314,106709,74820,0
2336,106666,74893,0
2332,106727,74865,0
2326,106683,74834,0
2336,106644,74904,0
2336,106741,74845,0
2337,106687,74876,0
2344,106628,74874,0
2336,106720,74849,0
2337,106676,74856,0
2332,106622,74858,0
2340,106722,74850,0
2304,106686,74869,0
2284,106632,74864,0
2315,106736,74830,0
1534,106681,74836,0
2312,106631,74844,0
2306,106735,74829,0
2268,106662,74809,0
2272,106639,74884,0
2284,106717,74821,0
2324,106657,74807,0
2337,106664,74794,0
2360,106665,74858,0
2348,106698,74820,0
2344,106647,74794,0
2320,106680,74862,0
2346,106693,74826,0
2326,106672,74781,0
2332,106678,74865,0
2340,106690,74835,0
2330,106662,74795,0
2328,106659,74878,0
2329,106710,74829,0
2330,106656,74793,0
2336,106641,74871,0
2338,106697,74832,0
2336,106668,74834,0
2324,106613,74857,0
2322,106702,74833,0
2316,106657,74813,0
2316,106631,74871,0
2324,106707,74826,0
2316,106644,74804,0
2324,106652,74875,0
2304,106702,74815,0
2278,106655,74837,0
2322,106638,74862,0
1552,106716,74824,0
2248,106712,74825,0
2317,106675,74851,0
2360,106624,74820,0
2392,106716,74836,0
2400,106664,74854,0
2396,106610,74842,0
2380,106700,74827,0
2392,106654,74826,0
2369,106619,74872,0
2368,106720,74845,0
2368,106666,74865,0
2414,106624,74838,0
2360,106697,74843,0
2352,106655,74856,0
2348,106605,74841,0
2348,106716,74823,0
2356,106669,74869,0
2349,106654,74830,0
2345,106702,74852,0
2372,106661,74865,0
2330,106646,74844,0
2336,106721,74848,0
2340,106663,74858,0
2332,106631,74865,0
2336,106717,74851,0
2336,106675,74839,0
2320,106621,74867,0
2288,106726,74850,0
2330,106668,74847,0
1562,106637,74875,0
2348,106712,74842,0
2341,106674,74873,0
2304,106683,74857,0
2300,106641,74919,0
2308,106741,74871,0
2312,106680,74854,0
2358,106693,74907,0
2372,106675,74827,0
2362,106679,74911,0
2396,106715,74873,0
2394,106686,74820,0
2400,106668,74931,0
2400,106714,74856,0
2404,106680,74829,0
2394,106660,74918,0
2380,106729,74882,0
2386,106689,74865,0
2384,106654,74937,0
2382,106721,74888,0
2372,106670,74842,0
2368,106658,74922,0
2376,106706,74876,0
2361,106682,74866,0
2356,106660,74936,0
2362,106729,74880,0
2356,106675,74867,0
2408,106656,74929,0
2356,106719,74889,0
2368,106683,74892,0
2368,106625,74925,0
2369,106722,74886,0
2292,106680,74880,0
2348,106630,74900,0
1684,106737,74892,0
2316,106694,74877,0
2316,106696,74926,0
2366,106712,74888,0
2404,106684,74878,0
2404,106662,74933,0
2408,106741,74895,0
2408,106696,74912,0
2405,106636,74927,0
2440,106735,74896,0
2400,106703,74922,0
2388,106655,74913,0
2384,106751,74912,0
2380,106684,74937,0
2396,106664,74893,0
2372,106752,74908,0
2376,106715,74920,0
2368,106686,74906,0
2370,106728,74909,0
2372,106694,74920,0
2356,106686,74894,0
2368,106743,74910,0
2362,106702,74943,0
2352,106724,74902,0
2370,106727,74888,0
2360,106703,74926,0
2360,106720,74909,0
2348,106684,74868,0
2304,106690,74950,0
2332,106734,74910,0
1676,106702,74872,0
2360,106713,74935,0
2344,106712,74912,0
2312,106755,74917,0
2316,106702,74880,0
2320,106697,74956,0
2374,106732,74923,0
2360,106774,74906,0
2400,106720,74887,0
2397,106704,74944,0
2400,106745,74905,0
2386,106712,74914,0
2384,106701,74941,0
2360,106736,74914,0
2361,106719,74906,0
2368,106716,74960,0
2336,106749,74914,0
2372,106697,74886,0
2368,106712,74964,0
2376,106744,74915,0
2372,106706,74868,0
2384,106716,74970,0
2368,106727,74919,0
2352,106705,74878,0
2360,106711,74946,0
2356,106735,74934,0
2352,106709,74886,0
2376,106706,74975,0
2360,106747,74919,0
2388,106694,74886,0
2322,106713,74974,0
2292,106745,74924,0
2398,106712,74874,0
1547,106720,74966,0
2336,106736,74934,0
2320,106720,74941,0
2320,106763,74948,0
2372,106743,74941,0
2392,106762,74956,0
2384,106737,74916,0
2376,106733,75000,0
2372,106767,74953,0
2372,106741,74914,0
2356,106743,74989,0
2360,106760,74953,0
2362,106720,74913,0
2360,106720,75009,0
2368,106762,74966,0
2352,106741,74929,0
2360,106722,75022,0
2340,106777,74968,0
2348,106760,74969,0
2349,106732,75015,0
2338,106761,74970,0
2346,106747,74934,0
2356,106729,75017,0
2384,106786,74976,0
2352,106729,74922,0
2360,106735,75021,0
2381,106775,74946,0
2392,106750,74949,0
2384,106711,75024,0
2356,106772,74963,0
2418,106745,74953,0
1684,106736,75016,0
2472,106778,74986,0
2570,106785,75004,0
2613,106750,74989,0
2828,106715,75043,0
2204,106772,75027,0
2184,106783,74994,0
2192,106750,74969,0
2186,106748,75040,0
2152,106782,74998,0
2152,106744,75006,0
2145,106743,75046,0
2128,106806,75004,0
2130,106754,74977,0
2116,106720,75029,0
2116,106795,74996,0
2120,106757,75007,0
2116,106714,75038,0
2104,106813,75002,0
2082,106768,75004,0
2114,106736,75050,0
2120,106804,75024,0
2114,106754,75007,0
2120,106723,75038,0
2128,106800,75017,0
2132,106751,75011,0
2144,106718,75037,0
2148,106784,75019,0
2168,106769,75021,0
2164,106703,75017,0
2136,106813,75009,0
2186,106754,75018,0
1548,106729,75049,0
2224,106824,75009,0
2208,106765,74985,0
2224,106773,75087,0
2228,106795,75024,0
2330,106750,75048,0
2328,106773,75021,0
2376,106772,75065,0
2360,106786,75046,0
2368,106775,75022,0
2372,106776,75079,0
2368,106816,75041,0
2368,106782,75015,0
2344,106769,75094,0
2352,106810,75038,0
2340,106767,74990,0
2340,106766,75114,0
2342,106815,75038,0
2336,106785,75027,0
2340,106755,75113,0
2336,106837,75048,0
2325,106782,75051,0
2336,106754,75093,0
2336,106836,75065,0
2336,106770,75078,0
2336,106715,75056,0
2346,106832,75049,0
2356,106772,75084,0
2346,106731,75069,0
2332,106817,75081,0
2300,106803,75102,0
2352,106756,75059,0
1678,106818,75057,0
2346,106788,75090,0
2306,106794,75097,0
2308,106764,75139,0
2305,106847,75099,0
2368,106791,75106,0
2360,106823,75081,0
2400,106818,75130,0
2410,106845,75103,0
2408,106827,75070,0
2400,106826,75141,0
2404,106851,75098,0
2392,106817,75067,0
2392,106815,75154,0
2388,106865,75132,0
2378,106814,75062,0
2380,106800,75162,0
2380,106855,75125,0
2384,106825,75084,0
2368,106798,75151,0
2374,106855,75122,0
2370,106809,75114,0
2388,106795,75166,0
2330,106871,75133,0
2404,106815,75117,0
2368,106781,75146,0
2361,106853,75118,0
2372,106824,75119,0
2356,106792,75167,0
2336,106876,75124,0
2292,106813,75098,0
2337,106802,75186,0
1672,106865,75112,0
2352,106812,75110,0
2312,106824,75038,0
2320,106764,75032,0
2368,106727,75076,0
2402,106764,74993,0
2396,106749,75081,0
2400,106807,75041,0
2380,106764,74987,0
2424,106740,75061,0
2368,106783,75024,0
2384,106743,74947,0
2370,106747,75044,0
2372,106783,75005,0
2376,106736,74954,0
2376,106727,75045,0
2384,106786,74987,0
2384,106732,74952,0
2384,106713,75043,0
2380,106750,74985,0
2384,106734,74926,0
2384,106718,75019,0
2378,106754,74980,0
2370,106725,74939,0
2388,106692,74995,0
2356,106755,74941,0
2360,106722,74919,0
2360,106719,74992,0
2326,106749,74938,0
2296,106700,74935,0
2381,106659,74979,0
1566,106743,74934,0
2336,106691,74905,0
2344,106705,74954,0
2312,106685,74837,0
2308,106633,74843,0
2320,106590,74864,0
2330,106680,74819,0
2268,106674,74824,0
2356,106627,74808,0
2358,106599,74871,0
2393,106660,74819,0
2326,106623,74777,0
2344,106607,74879,0
2336,106673,74819,0
2328,106618,74778,0
2328,106605,74866,0
2332,106658,74818,0
2330,106615,74773,0
2320,106596,74858,0
2326,106653,74788,0
2338,106617,74761,0
2330,106599,74834,0
2330,106653,74806,0
2320,106598,74756,0
2328,106609,74844,0
2332,106635,74797,0
2326,106599,74766,0
2324,106606,74845,0
2320,106637,74791,0
2328,106615,74757,0
2304,106589,74854,0
2274,106644,74808,0
2310,106606,74754,0
1652,106605,74833,0
2288,106621,74761,0
2284,106590,74805,0
2324,106610,74805,0
2328,106600,74806,0
2352,106559,74835,0
2354,106652,74792,0
2352,106598,74766,0
2348,106583,74854,0
2356,106636,74804,0
2348,106614,74778,0
2346,106591,74846,0
2354,106659,74801,0
2344,106612,74787,0
2342,106583,74821,0
2352,106642,74805,0
2354,106619,74794,0
2346,106574,74853,0
2328,106640,74822,0
2336,106603,74770,0
2326,106578,74831,0
2324,106637,74805,0
2320,106592,74772,0
2308,106587,74845,0
2312,106644,74789,0
2312,106598,74766,0
2308,106587,74848,0
2296,106642,74810,0
2264,106599,74777,0
2304,106579,74842,0
1569,106665,74802,0
2329,106593,74789,0
2342,106591,74848,0
2300,106602,74869,0
2290,106681,74828,0
2296,106614,74786,0
2296,106591,74861,0
2344,106609,74875,0
2336,106625,74812,0
2332,106607,74861,0
2372,106677,74829,0
2380,106638,74830,0
2373,106579,74862,0
2378,106675,74834,0
2373,106631,74840,0
2368,106582,74866,0
2368,106670,74843,0
2364,106638,74859,0
2408,106588,74864,0
2356,106693,74834,0
2346,106627,74837,0
2336,106570,74853,0
2328,106681,74831,0
2328,106630,74851,0
2314,106591,74865,0
2304,106680,74848,0
2306,106618,74856,0
2296,106587,74851,0
2304,106689,74849,0
2298,106624,74874,0
2288,106585,74857,0
2284,106687,74837,0
2252,106632,74884,0
2284,106582,74861,0
1516,106691,74844,0
2256,106678,74854,0
2256,106647,74829,0
2312,106679,74879,0
2348,106665,74845,0
2346,106636,74888,0
2352,106598,74852,0
2348,106675,74853,0
2346,106627,74878,0
2348,106591,74882,0
2340,106684,74861,0
2338,106636,74853,0
2336,106621,74888,0
2336,106676,74859,0
2337,106640,74850,0
2380,106612,74897,0
2340,106674,74873,0
2340,106619,74839,0
2336,106633,74903,0
2328,106681,74880,0
2316,106661,74851,0
2326,106632,74918,0
2332,106678,74873,0
2329,106638,74857,0
2328,106612,74913,0
2308,106667,74879,0
2320,106651,74855,0
2288,106613,74903,0
2256,106658,74868,0
2296,106633,74853,0
1521,106608,74902,0
2304,106685,74883,0
2296,106655,74874,0
2256,106683,74894,0
2264,106637,74891,0
2280,106599,74889,0
2322,106683,74860,0
2312,106672,74873,0
2328,106643,74902,0
2328,106591,74885,0
2340,106677,74880,0
2304,106656,74902,0
2326,106589,74901,0
2322,106690,74855,0
2312,106631,74912,0
2320,106579,74908,0
2328,106684,74885,0
2328,106642,74917,0
2324,106645,74872,0
2328,106687,74874,0
2324,106639,74920,0
2322,106610,74895,0
2324,106695,74890,0
2328,106641,74911,0
2324,106601,74894,0
2312,106706,74878,0
2312,106650,74921,0
2312,106625,74880,0
2306,106675,74888,0
2298,106648,74907,0
2272,106627,74897,0
2248,106702,74902,0
2292,106644,74913,0
1629,106609,74879,0
2312,106739,74921,0
2294,106690,74892,0
2336,106660,74924,0
2360,106741,74922,0
2370,106673,74922,0
2368,106639,74960,0
2401,106739,74934,0
2368,106680,74899,0
2356,106668,74996,0
2358,106744,74938,0
2364,106682,74920,0
2346,106673,75001,0
2368,106733,74947,0
2356,106682,74885,0
2344,106692,74976,0
2362,106719,74920,0
2346,106676,74895,0
2346,106678,74970,0
2336,106727,74935,0
2348,106685,74919,0
2332,106673,74972,0
