ECG,RED,IR,PCG
2372,106245,74807,0
2338,106245,74848,0
2360,106310,74786,0
2373,106252,74778,0
2370,106253,74823,0
2376,106259,74800,0
2362,106309,74799,0
2370,106260,74744,0
2356,106253,74865,0
2358,106309,74801,0
2348,106289,74803,0
2349,106261,74823,0
2328,106236,74846,0
2308,106298,74818,0
2308,106279,74799,0
2320,106277,74839,0
2304,106230,74827,0
2324,106319,74835,0
2280,106277,74764,0
2308,106293,74856,0
2308,106314,74818,0
2280,106300,74810,0
2256,106269,74840,0
2306,106230,74863,0
1536,106314,74825,0
2321,106273,74793,0
2298,106244,74897,0
2304,106366,74866,0
2320,106302,74818,0
2349,106311,74870,0
2344,106299,74891,0
2372,106308,74875,0
2380,106346,74864,0
2386,106317,74866,0
2380,106309,74911,0
2372,106356,74874,0
2394,106319,74847,0
2377,106296,74899,0
2384,106309,74870,0
2376,106360,74884,0
2361,106305,74843,0
2368,106297,74923,0
2376,106318,74855,0
2360,106316,74859,0
2358,106287,74897,0
2336,106272,74894,0
2364,106340,74870,0
2362,106315,74831,0
2372,106307,74914,0
2385,106316,74865,0
2390,106357,74858,0
2402,106326,74833,0
2380,106322,74912,0
2380,106337,74875,0
2329,106329,74871,0
2372,106296,74874,0
1612,106274,74906,0
2384,106356,74855,0
2328,106278,74757,0
2320,106232,74716,0
2329,106227,74778,0
2354,106284,74846,0
2362,106267,74733,0
2356,106248,74712,0
2376,106238,74756,0
2384,106178,74751,0
2376,106248,74708,0
2394,106220,74665,0
2384,106222,74724,0
2390,106210,74706,0
2368,106271,74687,0
2368,106215,74713,0
2372,106171,74735,0
2420,106240,74677,0
2406,106209,74655,0
2410,106225,74701,0
2408,106167,74673,0
2360,106237,74669,0
2426,106187,74608,0
2354,106167,74690,0
2353,106216,74654,0
2352,106193,74643,0
2357,106178,74660,0
2352,106126,74654,0
2388,106210,74631,0
2328,106184,74573,0
2294,106162,74650,0
2320,106187,74623,0
1546,106198,74617,0
2336,106140,74598,0
2296,106078,74465,0
2297,106075,74524,0
2316,106066,74497,0
2348,106070,74515,0
2340,106101,74484,0
2372,106074,74449,0
2364,106074,74514,0
2356,106072,74462,0
2346,106132,74458,0
2340,106087,74446,0
2325,106072,74516,0
2332,106092,74465,0
2332,106126,74477,0
2328,106074,74433,0
2329,106064,74513,0
2330,106111,74462,0
2328,106102,74462,0
2324,106068,74490,0
2320,106027,74500,0
2329,106096,74468,0
2314,106065,74434,0
2316,106059,74498,0
2320,106090,74463,0
2316,106110,74451,0
2316,106059,74434,0
2306,106051,74486,0
2309,106097,74442,0
2280,106060,74434,0
2278,106070,74477,0
2288,106020,74474,0
1531,106104,74455,0
2296,106056,74402,0
2282,106047,74387,0
2280,106056,74477,0
2304,106084,74431,0
2348,106052,74417,0
2352,106057,74490,0
2340,106044,74448,0
2344,106099,74450,0
2336,106069,74431,0
2328,106050,74489,0
2330,106079,74465,0
2338,106064,74419,0
2336,106059,74475,0
2332,106024,74473,0
2336,106112,74455,0
2332,106053,74411,0
2328,106065,74496,0
2340,106089,74456,0
2314,106078,74444,0
2320,106070,74505,0
2309,106010,74447,0
2304,106113,74442,0
2304,106059,74406,0
2292,106055,74474,0
2296,106092,74465,0
2280,106107,74454,0
2278,106053,74446,0
2272,106029,74509,0
2234,106101,74450,0
2296,106047,74429,0
1632,106048,74484,0
2312,106039,74450,0
2304,106114,74452,0
2308,106073,74427,0
2304,106095,74497,0
2296,106076,74469,0
2312,106129,74479,0
2320,106110,74485,0
2348,106076,74434,0
2349,106081,74497,0
2364,106107,74470,0
2362,106107,74482,0
2364,106076,74487,0
2372,106055,74539,0
2380,106140,74479,0
2378,106084,74457,0
2368,106084,74489,0
2368,106092,74495,0
2352,106139,74465,0
2340,106082,74457,0
2340,106081,74520,0
2340,106111,74469,0
2322,106080,74460,0
2326,106074,74491,0
2312,106081,74486,0
2312,106132,74471,0
2309,106092,74451,0
2312,106084,74526,0
2312,106116,74481,0
2312,106084,74469,0
2288,106089,74507,0
2256,106039,74496,0
2300,106124,74486,0
1544,106092,74442,0
2300,106100,74486,0
2304,106096,74526,0
2336,106075,74480,0
2370,106085,74457,0
2360,106069,74532,0
2372,106064,74501,0
2364,106147,74499,0
2364,106077,74448,0
2368,106089,74542,0
2348,106109,74509,0
2336,106111,74503,0
2340,106094,74516,0
2337,106081,74547,0
2332,106100,74505,0
2328,106072,74493,0
2316,106110,74539,0
2312,106056,74515,0
2356,106140,74502,0
2332,106092,74457,0
2328,106100,74555,0
2312,106111,74505,0
2305,106111,74501,0
2316,106094,74524,0
2304,106074,74544,0
2306,106131,74496,0
2336,106088,74486,0
2284,106087,74535,0
2268,106054,74518,0
2309,106137,74504,0
1646,106095,74464,0
2320,106101,74552,0
2320,106122,74499,0
2272,106149,74501,0
2293,106092,74516,0
2288,106065,74545,0
2288,106115,74504,0
2336,106049,74494,0
2330,106072,74566,0
2336,106116,74513,0
2364,106072,74488,0
2364,106088,74533,0
2361,106036,74535,0
2356,106140,74516,0
2368,106090,74458,0
2344,106108,74525,0
2352,106116,74509,0
2352,106124,74522,0
2336,106081,74510,0
2336,106074,74574,0
2337,106122,74504,0
2340,106102,74497,0
2336,106095,74536,0
2340,106048,74545,0
2376,106128,74517,0
2322,106101,74478,0
2340,106079,74545,0
2336,106098,74518,0
2320,106144,74512,0
2320,106109,74489,0
2304,106078,74542,0
2280,106138,74513,0
2256,106125,74506,0
2292,106104,74536,0
1645,106065,74535,0
2288,106132,74522,0
2268,106114,74577,0
2314,106128,74559,0
2344,106117,74530,0
2352,106113,74586,0
2344,106091,74560,0
2304,106177,74540,0
2352,106121,74497,0
2340,106115,74588,0
2336,106153,74531,0
2328,106139,74551,0
2328,106122,74583,0
2309,106063,74572,0
2312,106176,74551,0
2304,106114,74506,0
2320,106108,74578,0
2308,106155,74542,0
2325,106154,74565,0
2304,106121,74561,0
2305,106099,74605,0
2300,106173,74563,0
2289,106134,74556,0
2336,106125,74599,0
2288,106089,74555,0
2280,106186,74566,0
2280,106125,74512,0
2256,106128,74613,0
2228,106157,74567,0
2264,106159,74553,0
1604,106131,74579,0
2264,106092,74616,0
2264,106177,74584,0
2264,106215,74608,0
2281,106153,74592,0
2272,106148,74661,0
2314,106162,74651,0
2304,106167,74601,0
2329,106208,74638,0
2304,106170,74625,0
2320,106157,74670,0
2364,106212,74630,0
2308,106170,74602,0
2298,106159,74652,0
2312,106140,74635,0
2300,106217,74619,0
2304,106156,74574,0
2308,106179,74688,0
2292,106199,74628,0
2296,106184,74641,0
2288,106183,74671,0
2288,106123,74642,0
2296,106205,74638,0
2277,106173,74590,0
2272,106171,74679,0
2268,106203,74650,0
2265,106212,74646,0
2260,106194,74641,0
2250,106160,74684,0
2304,106204,74649,0
2240,106188,74633,0
2214,106186,74682,0
2256,106139,74675,0
1611,106219,74647,0
2290,106192,74619,0
2320,106201,74674,0
2272,106219,74712,0
2618,106139,74683,0
2612,106207,74661,0
2553,106197,74718,0
2520,106172,74690,0
2450,106258,74683,0
2400,106201,74650,0
2356,106216,74728,0
2308,106228,74703,0
2282,106247,74696,0
2276,106201,74700,0
2260,106186,74738,0
2180,106224,74708,0
2154,106207,74663,0
2124,106205,74723,0
2120,106194,74692,0
2100,106253,74719,0
2092,106214,74647,0
2082,106223,74753,0
2060,106241,74704,0
2042,106230,74704,0
2048,106206,74712,0
2042,106190,74764,0
2036,106242,74703,0
2036,106202,74694,0
2032,106199,74744,0
2006,106170,74715,0
2024,106262,74710,0
1286,106233,74673,0
2060,106197,74766,0
2057,106232,74714,0
2056,106222,74781,0
2064,106259,74733,0
2262,106236,74761,0
2272,106233,74701,0
2296,106218,74791,0
2316,106259,74757,0
2296,106253,74742,0
2304,106229,74748,0
2309,106220,74799,0
2288,106260,74743,0
2296,106239,74740,0
2290,106243,74776,0
2300,106212,74759,0
2296,106292,74768,0
2276,106236,74688,0
2282,106246,74800,0
2289,106256,74770,0
2288,106274,74758,0
2282,106241,74774,0
2296,106234,74799,0
2296,106278,74763,0
2276,106237,74748,0
2300,106237,74799,0
2306,106216,74779,0
2306,106283,74777,0
2306,106241,74727,0
2288,106257,74797,0
2260,106252,74766,0
2292,106254,74767,0
1654,106250,74795,0
2308,106208,74813,0
2280,106320,74834,0
2280,106285,74849,0
2290,106278,74880,0
2340,106310,74930,0
2344,106235,74858,0
2376,106333,74837,0
2368,106303,74791,0
2372,106299,74875,0
2372,106328,74836,0
2346,106336,74829,0
2336,106297,74859,0
2360,106287,74893,0
2344,106336,74845,0
2352,106307,74831,0
2345,106308,74875,0
2352,106264,74881,0
2352,106359,74848,0
2330,106303,74822,0
2341,106297,74899,0
2344,106332,74855,0
2356,106344,74874,0
2352,106297,74872,0
2342,106287,74918,0
2344,106358,74863,0
2336,106319,74821,0
2330,106317,74881,0
2324,106291,74861,0
2308,106362,74869,0
2248,106325,74828,0
2286,106314,74901,0
1624,106356,74863,0
2296,106320,74837,0
2258,106292,74822,0
2272,106284,74836,0
2276,106228,74847,0
2388,106252,74874,0
2356,106306,74793,0
2408,106266,74800,0
2404,106265,74832,0
2400,106242,74819,0
2404,106317,74808,0
2396,106275,74744,0
2396,106257,74832,0
2384,106293,74785,0
2384,106290,74794,0
2373,106265,74796,0
2372,106211,74799,0
2360,106292,74780,0
2360,106260,74734,0
2358,106263,74810,0
2356,106218,74754,0
2336,106290,74751,0
2332,106232,74704,0
2316,106253,74800,0
2324,106271,74735,0
2322,106229,74703,0
2312,106235,74766,0
2384,106203,74760,0
2316,106265,74713,0
2296,106217,74684,0
2258,106221,74746,0
2360,106190,74708,0
1533,106275,74713,0
2320,106225,74667,0
2344,106147,74549,0
2304,106132,74598,0
2338,106098,74567,0
2314,106116,74505,0
2314,106118,74599,0
2312,106142,74545,0
2330,106162,74550,0
2328,106126,74519,0
2340,106107,74584,0
2336,106150,74531,0
2325,106124,74528,0
2330,106123,74562,0
2341,106073,74570,0
2344,106167,74528,0
2352,106110,74494,0
2344,106113,74554,0
2336,106100,74521,0
2324,106153,74524,0
2344,106103,74494,0
2328,106105,74540,0
2316,106138,74521,0
2296,106129,74529,0
2290,106102,74534,0
2306,106072,74556,0
2304,106132,74514,0
2268,106078,74488,0
2277,106117,74526,0
2246,106082,74506,0
2293,106151,74490,0
1522,106093,74450,0
2304,106084,74551,0
2266,106086,74483,0
2276,106110,74514,0
2274,106040,74520,0
2330,106072,74491,0
2336,106124,74502,0
2361,106091,74471,0
2362,106115,74519,0
2364,106082,74502,0
2357,106143,74496,0
2364,106101,74435,0
2352,106085,74543,0
2362,106139,74491,0
2345,106103,74494,0
2344,106076,74521,0
2344,106053,74538,0
2344,106123,74509,0
2330,106107,74486,0
2320,106095,74505,0
2314,106070,74513,0
2314,106142,74503,0
2314,106083,74450,0
2314,106092,74524,0
2314,106118,74518,0
2326,106118,74491,0
2320,106088,74483,0
2314,106081,74547,0
2336,106119,74496,0
2312,106127,74497,0
2280,106086,74521,0
2325,106051,74549,0
1654,106146,74493,0
2336,106100,74461,0
2304,106156,74529,0
2298,106111,74545,0
2308,106083,74574,0
2344,106132,74535,0
2353,106148,74533,0
2380,106118,74473,0
2392,106125,74551,0
2385,106113,74521,0
2400,106152,74562,0
2387,106128,74517,0
2380,106095,74584,0
2372,106146,74523,0
2372,106107,74519,0
2370,106116,74557,0
2362,106090,74547,0
2368,106182,74524,0
2356,106119,74502,0
2354,106139,74577,0
2360,106130,74536,0
2352,106170,74552,0
2340,106122,74535,0
2346,106103,74592,0
2345,106182,74546,0
2340,106145,74534,0
2324,106116,74563,0
2324,106066,74554,0
2324,106173,74544,0
2312,106131,74493,0
2252,106119,74587,0
2290,106162,74546,0
1643,106181,74555,0
2312,106154,74560,0
2294,106161,74585,0
2296,106134,74567,0
2292,106119,74611,0
2360,106150,74615,0
2324,106193,74567,0
2384,106158,74562,0
2370,106155,74605,0
2374,106106,74617,0
2360,106179,74567,0
2358,106129,74555,0
2360,106146,74620,0
2352,106106,74578,0
2354,106221,74579,0
2328,106147,74534,0
2356,106148,74616,0
2352,106175,74575,0
2348,106157,74588,0
2352,106140,74600,0
2347,106105,74639,0
2344,106188,74589,0
2340,106152,74584,0
2352,106156,74628,0
2336,106080,74612,0
2338,106207,74602,0
2328,106154,74556,0
2326,106149,74624,0
2306,106166,74599,0
2296,106200,74594,0
2314,106150,74592,0
2348,106124,74661,0
1644,106202,74579,0
2304,106155,74572,0
2296,106178,74598,0
2306,106186,74601,0
2336,106146,74579,0
2364,106178,74606,0
2356,106205,74602,0
2357,106153,74574,0
2372,106174,74655,0
2362,106187,74616,0
2368,106166,74590,0
2356,106156,74640,0
2368,106111,74623,0
2361,106219,74607,0
2360,106154,74562,0
2368,106165,74640,0
2416,106180,74597,0
2360,106224,74591,0
2352,106170,74605,0
2362,106146,74647,0
2360,106203,74610,0
2360,106160,74592,0
2353,106160,74623,0
2348,106116,74607,0
2336,106218,74597,0
2340,106164,74581,0
2344,106168,74646,0
2340,106203,74611,0
2344,106209,74600,0
2276,106173,74581,0
2328,106162,74651,0
1662,106200,74618,0
2346,106194,74584,0
2356,106172,74635,0
2346,106182,74614,0
2341,106173,74665,0
2352,106140,74633,0
2362,106190,74625,0
2324,106213,74617,0
2356,106215,74617,0
2361,106171,74652,0
2354,106121,74652,0
2401,106223,74640,0
2404,106180,74592,0
2328,106170,74668,0
2368,106177,74643,0
2360,106239,74629,0
2348,106185,74613,0
2368,106192,74664,0
2348,106209,74623,0
2352,106177,74609,0
2336,106191,74657,0
2340,106136,74637,0
2304,106229,74658,0
2320,106168,74585,0
2304,106178,74680,0
2320,106212,74632,0
2304,106229,74647,0
2316,106193,74670,0
2314,106147,74687,0
2313,106236,74633,0
2298,106184,74593,0
2274,106196,74676,0
2306,106189,74623,0
1545,106235,74651,0
2360,106232,74682,0
2368,106249,74672,0
2332,106233,74657,0
2368,106230,74672,0
2342,106248,74675,0
2352,106216,74700,0
2360,106182,74723,0
2392,106241,74677,0
2364,106211,74646,0
2368,106199,74702,0
2364,106220,74685,0
2372,106274,74686,0
2368,106222,74659,0
2360,106199,74703,0
2368,106234,74690,0
2354,106221,74662,0
2356,106223,74706,0
2352,106162,74717,0
2344,106262,74672,0
2336,106209,74647,0
2338,106224,74728,0
2348,106250,74686,0
2336,106232,74689,0
2338,106213,74703,0
2324,106181,74714,0
2324,106241,74699,0
2304,106212,74664,0
2268,106229,74713,0
2308,106244,74688,0
1528,106267,74721,0
2304,106216,74703,0
2300,106213,74744,0
2260,106273,74722,0
2264,106241,74705,0
2272,106235,74775,0
2276,106207,74737,0
2954,106216,74775,0
2924,106195,74719,0
2904,106280,74745,0
2892,106231,74680,0
2840,106209,74777,0
2784,106250,74727,0
2740,106242,74719,0
2680,106249,74762,0
2628,106187,74757,0
2572,106273,74730,0
2516,106241,74709,0
2454,106225,74781,0
2400,106225,74726,0
2346,106287,74753,0
2304,106242,74714,0
2268,106220,74772,0
2233,106265,74735,0
2204,106242,74720,0
2178,106230,74767,0
2166,106199,74744,0
2144,106288,74745,0
2120,106245,74684,0
2136,106232,74744,0
2100,106264,74739,0
2080,106269,74732,0
2032,106232,74767,0
2044,106198,74774,0
1395,106278,74745,0
2024,106224,74818,0
2028,106266,74757,0
2262,106253,74750,0
2292,106234,74804,0
2281,106266,74762,0
2282,106246,74742,0
2277,106250,74802,0
2264,106229,74765,0
2268,106296,74769,0
2269,106254,74712,0
2336,106260,74800,0
2280,106276,74754,0
2280,106256,74786,0
2282,106247,74792,0
2278,106217,74826,0
2288,106289,74767,0
2280,106251,74749,0
2294,106248,74816,0
2292,106230,74764,0
2296,106291,74755,0
2296,106255,74705,0
2356,106249,74812,0
2296,106261,74783,0
2294,106238,74767,0
2292,106253,74796,0
2272,106232,74828,0
2264,106294,74792,0
2236,106271,74752,0
2272,106250,74805,0
1612,106257,74780,0
2284,106299,74767,0
2290,106253,74753,0
2274,106280,74831,0
2272,106304,74824,0
2277,106313,74840,0
2308,106269,74830,0
2304,106282,74788,0
2336,106279,74868,0
2336,106281,74826,0
2336,106342,74846,0
2336,106280,74796,0
2336,106287,74872,0
2340,106320,74837,0
2342,106312,74837,0
2352,106301,74860,0
2336,106261,74873,0
2348,106332,74829,0
2348,106286,74825,0
2348,106296,74887,0
2340,106265,74856,0
2330,106352,74850,0
2324,106297,74798,0
2348,106293,74902,0
2316,106322,74842,0
2312,106336,74855,0
2312,106289,74862,0
2308,106274,74899,0
2297,106330,74848,0
2304,106308,74829,0
2280,106308,74870,0
2244,106287,74874,0
2280,106355,74862,0
1523,106312,74825,0
2272,106283,74866,0
2316,106307,74831,0
2336,106293,74860,0
2372,106230,74868,0
2380,106310,74832,0
2376,106283,74781,0
2386,106268,74836,0
2386,106261,74815,0
2360,106319,74804,0
2377,106255,74760,0
2374,106270,74836,0
2384,106299,74795,0
2372,106294,74784,0
2368,106254,74816,0
2352,106199,74819,0
2352,106293,74776,0
2340,106255,74739,0
2336,106253,74806,0
2328,106268,74753,0
2312,106302,74778,0
2336,106246,74763,0
2314,106242,74798,0
2314,106266,74758,0
2312,106264,74758,0
2314,106231,74781,0
2332,106181,74772,0
2320,106273,74742,0
2292,106234,74711,0
2336,106219,74759,0
1664,106212,74726,0
2344,106272,74720,0
2344,106216,74700,0
2320,106129,74557,0
2320,106114,74598,0
2312,106150,74554,0
2304,106131,74554,0
2308,106106,74583,0
2308,106138,74550,0
2312,106129,74527,0
2341,106125,74577,0
2336,106049,74561,0
2358,106149,74522,0
2328,106100,74496,0
2324,106097,74556,0
2321,106111,74538,0
2313,106133,74506,0
2312,106097,74533,0
2304,106067,74556,0
2304,106137,74525,0
2296,106099,74490,0
2284,106097,74542,0
2292,106089,74522,0
2276,106130,74495,0
2293,106084,74483,0
2284,106076,74538,0
2305,106119,74492,0
2284,106099,74510,0
2281,106092,74534,0
2288,106049,74522,0
2312,106124,74490,0
2322,106080,74467,0
2229,106066,74517,0
2272,106061,74492,0
1508,106127,74471,0
2240,106057,74481,0
2236,106056,74453,0
2302,106002,74457,0
2328,106071,74469,0
2332,106019,74476,0
2336,106080,74447,0
2336,106064,74416,0
2308,106061,74484,0
2320,106090,74450,0
2312,106106,74453,0
2308,106060,74443,0
2308,106047,74505,0
2312,106095,74453,0
2312,106060,74433,0
2314,106063,74478,0
2320,106012,74466,0
2332,106107,74469,0
2325,106062,74418,0
2328,106051,74489,0
2326,106077,74464,0
2320,106097,74473,0
2320,106066,74468,0
2309,106030,74498,0
2320,106093,74444,0
2306,106065,74429,0
2304,106069,74480,0
2280,106029,74453,0
2238,106095,74447,0
2294,106055,74398,0
1621,106053,74475,0
2284,106099,74438,0
2288,106066,74451,0
2250,106063,74485,0
2258,106063,74462,0
2265,106101,74452,0
2325,106073,74460,0
2325,106056,74413,0
2348,106084,74499,0
2344,106094,74470,0
2336,106129,74467,0
2328,106066,74459,0
2338,106054,74511,0
2336,106093,74465,0
2336,106087,74460,0
2346,106079,74489,0
2328,106032,74496,0
2336,106109,74455,0
2336,106057,74426,0
2330,106079,74501,0
2328,106065,74468,0
2336,106122,74451,0
2332,106082,74477,0
2320,106045,74511,0
2328,106121,74474,0
2312,106064,74471,0
2304,106089,74512,0
2304,106010,74497,0
2293,106114,74484,0
2288,106098,74429,0
2236,106088,74516,0
2244,106078,74476,0
2272,106104,74480,0
1520,106063,74514,0
2288,106058,74541,0
2288,106129,74498,0
2290,106130,74499,0
2330,106095,74498,0
2348,106113,74502,0
2353,106123,74495,0
2368,106091,74537,0
2356,106055,74555,0
2344,106136,74514,0
2314,106102,74489,0
2336,106083,74537,0
2344,106061,74510,0
2340,106136,74521,0
2336,106096,74473,0
2325,106102,74563,0
2321,106130,74500,0
2328,106110,74509,0
2314,106081,74526,0
2312,106077,74573,0
2320,106133,74517,0
2320,106110,74510,0
2312,106074,74526,0
2304,106033,74547,0
2306,106129,74492,0
2292,106083,74495,0
2308,106094,74541,0
2304,106071,74520,0
2288,106142,74530,0
2256,106081,74456,0
2296,106110,74528,0
1643,106132,74515,0
2320,106119,74506,0
2302,106134,74525,0
2296,106134,74499,0
2300,106103,74535,0
2320,106105,74521,0
2356,106089,74574,0
2384,106145,74503,0
2372,106101,74517,0
2376,106113,74546,0
2400,106070,74543,0
2380,106153,74513,0
2378,106107,74475,0
2368,106116,74557,0
2361,106122,74517,0
2362,106135,74510,0
2354,106110,74534,0
2352,106080,74558,0
2336,106129,74516,0
2324,106100,74503,0
2326,106104,74558,0
2314,106053,74548,0
2313,106131,74530,0
2312,106093,74471,0
2304,106094,74557,0
2312,106098,74516,0
2306,106157,74523,0
2317,106121,74510,0
2320,106107,74558,0
2304,106137,74526,0
2248,106091,74513,0
2369,106115,74554,0
1661,106044,74521,0
2332,106140,74519,0
2188,106143,74523,0
2302,106117,74509,0
2308,106111,74580,0
2336,106133,74568,0
2342,106088,74550,0
2370,106183,74538,0
2368,106099,74488,0
2376,106109,74577,0
2373,106131,74536,0
2372,106133,74539,0
2368,106125,74566,0
2368,106060,74567,0
2368,106167,74548,0
2348,106121,74503,0
2348,106119,74589,0
2346,106138,74561,0
2352,106174,74539,0
2352,106129,74533,0
2340,106120,74599,0
2344,106173,74558,0
2344,106155,74574,0
2336,106133,74582,0
2332,106078,74577,0
2336,106157,74537,0
2324,106122,74539,0
2328,106137,74605,0
2328,106107,74572,0
2296,106168,74572,0
2260,106123,74546,0
2304,106143,74608,0
1514,106166,74570,0
2346,106156,74554,0
2278,106174,74589,0
2284,106167,74593,0
2289,106139,74651,0
2328,106172,74640,0
2332,106167,74611,0
2352,106217,74583,0
2338,106158,74599,0
2324,106161,74658,0
2342,106210,74597,0
2336,106178,74613,0
2336,106163,74628,0
2320,106148,74660,0
2320,106198,74603,0
2312,106174,74611,0
2324,106160,74653,0
2312,106118,74622,0
2297,106207,74626,0
2325,106163,74592,0
2304,106162,74657,0
2360,106203,74615,0
2328,106216,74622,0
2328,106172,74623,0
2324,106138,74679,0
2320,106213,74616,0
2320,106172,74607,0
2320,106174,74655,0
2304,106115,74656,0
2290,106229,74628,0
2256,106168,74594,0
2289,106190,74662,0
1629,106195,74628,0
2296,106215,74633,0
2264,106195,74658,0
2284,106198,74689,0
2418,106191,74688,0
2504,106240,74673,0
2546,106206,74632,0
2572,106183,74723,0
2610,106231,74659,0
2648,106204,74652,0
2688,106205,74713,0
2714,106129,74671,0
2760,106239,74674,0
2800,106188,74615,0
2844,106195,74702,0
2880,106225,74654,0
2928,106227,74682,0
2956,106191,74679,0
2982,106162,74720,0
3000,106225,74671,0
3008,106209,74681,0
2980,106188,74689,0
3001,106160,74712,0
2976,106249,74684,0
2928,106217,74632,0
2876,106204,74717,0
2860,106219,74684,0
2792,106253,74684,0
2728,106202,74668,0
2634,106181,74731,0
2634,106250,74680,0
1914,106208,74674,0
2546,106208,74715,0
2508,106156,74702,0
2328,106205,74660,0
2316,106205,74748,0
2244,106198,74715,0
2168,106197,74715,0
2164,106252,74710,0
2192,106202,74674,0
2202,106233,74759,0
2212,106219,74718,0
2224,106250,74700,0
2234,106222,74718,0
2240,106209,74762,0
2250,106231,74718,0
2250,106235,74716,0
2256,106206,74741,0
2266,106186,74761,0
2260,106251,74719,0
2280,106222,74690,0
2272,106208,74761,0
2266,106178,74739,0
2274,106269,74721,0
2280,106208,74681,0
2266,106200,74769,0
2272,106226,74730,0
2317,106267,74739,0
2261,106220,74732,0
2278,106205,74795,0
2289,106258,74735,0
2268,106217,74725,0
2224,106228,74761,0
2288,106171,74739,0
1532,106273,74740,0
2280,106260,74785,0
2277,106231,74837,0
2296,106207,74706,0
2324,106277,74758,0
2329,106257,74839,0
2328,106297,74779,0
2336,106276,74795,0
2336,106270,74811,0
2330,106226,74828,0
2344,106314,74790,0
2348,106261,74741,0
2336,106265,74843,0
2344,106276,74801,0
2330,106329,74788,0
2320,106280,74779,0
2322,106272,74843,0
2314,106309,74810,0
2308,106311,74792,0
2304,106276,74788,0
2296,106274,74832,0
2289,106321,74802,0
2298,106287,74788,0
2296,106279,74827,0
2306,106242,74821,0
2304,106339,74815,0
2294,106272,74771,0
2288,106282,74858,0
2252,106313,74805,0
2298,106312,74824,0
1541,106289,74797,0
2312,106277,74867,0
2304,106320,74818,0
2268,106336,74849,0
2268,106334,74828,0
2272,106289,74857,0
2264,106255,74889,0
2320,106292,74880,0
2320,106299,74824,0
2313,106298,74889,0
2338,106339,74833,0
2336,106323,74823,0
2336,106289,74865,0
2320,106255,74877,0
2323,106322,74831,0
2312,106293,74816,0
2308,106290,74855,0
2314,106264,74824,0
2306,106346,74819,0
2304,106278,74768,0
2304,106291,74858,0
2306,106300,74818,0
2309,106330,74811,0
2313,106283,74805,0
2336,106256,74860,0
2328,106308,74797,0
2336,106277,74776,0
2336,106280,74827,0
2329,106224,74803,0
2320,106320,74780,0
2352,106257,74756,0
2312,106268,74824,0
2266,106308,74765,0
2316,106270,74772,0
1648,106233,74790,0
2288,106157,74647,0
2284,106165,74595,0
2280,106188,74595,0
2330,106140,74644,0
2330,106098,74604,0
2336,106194,74588,0
2326,106138,74541,0
2320,106146,74592,0
2310,106133,74560,0
2310,106189,74579,0
2308,106121,74514,0
2304,106134,74607,0
2297,106162,74543,0
2304,106164,74542,0
2330,106111,74562,0
2292,106096,74589,0
2316,106156,74524,0
2310,106142,74510,0
2321,106102,74562,0
2320,106074,74533,0
2296,106173,74514,0
2304,106100,74470,0
2294,106114,74570,0
2304,106134,74504,0
2272,106098,74506,0
2284,106110,74520,0
2245,106056,74559,0
2208,106144,74484,0
2244,106093,74454,0
1465,106103,74533,0
2240,106105,74484,0
2256,106138,74488,0
2241,106089,74443,0
2248,106063,74425,0
2258,106055,74460,0
2264,106024,74413,0
2250,106014,74452,0
2280,106099,74434,0
2276,106054,74383,0
2316,106044,74472,0
2288,106040,74430,0
2284,106104,74433,0
2288,106062,74404,0
2290,106036,74470,0
2282,106079,74416,0
2272,106056,74435,0
2280,106082,74436,0
2280,106033,74485,0
2272,106086,74409,0
2260,106047,74392,0
2274,106053,74442,0
2281,106048,74427,0
2232,106100,74417,0
2260,106051,74382,0
2264,106063,74464,0
2250,106083,74429,0
2258,106096,74432,0
2253,106051,74457,0
2248,106009,74456,0
2232,106073,74427,0
2224,106050,74365,0
2244,106070,74451,0
1484,106015,74436,0
2248,106002,74458,0
2280,106088,74388,0
2294,106049,74395,0
2348,106051,74426,0
2328,106119,74441,0
2352,106063,74419,0
2328,106043,74465,0
2336,106081,74414,0
2337,106049,74389,0
2321,106050,74456,0
2340,106010,74439,0
2316,106113,74408,0
2316,106051,74381,0
2304,106080,74457,0
2293,106048,74420,0
2262,106108,74430,0
2272,106061,74373,0
2272,106072,74467,0
2260,106073,74426,0
2264,106098,74425,0
2288,106050,74419,0
2268,106060,74461,0
2273,106076,74429,0
2252,106083,74417,0
2276,106049,74446,0
2290,106023,74474,0
2280,106100,74419,0
2246,106069,74391,0
2304,106066,74461,0
1536,106075,74454,0
2316,106117,74429,0
2314,106058,74410,0
2292,106062,74485,0
2282,106086,74470,0
2290,106121,74445,0
2284,106080,74408,0
2294,106084,74434,0
2184,106132,74449,0
2280,106073,74402,0
2336,106064,74492,0
2322,106103,74444,0
2336,106107,74453,0
2336,106080,74461,0
2316,106048,74495,0
2322,106139,74440,0
2322,106084,74419,0
2321,106073,74491,0
2312,106069,74468,0
2306,106125,74454,0
2296,106070,74403,0
2296,106074,74502,0
2290,106120,74452,0
2280,106101,74454,0
2260,106082,74469,0
2280,106070,74515,0
2336,106125,74476,0
2280,106078,74453,0
2288,106079,74514,0
2284,106038,74498,0
2284,106121,74468,0
2258,106086,74449,0
2234,106092,74503,0
2280,106100,74447,0
1517,106137,74476,0
2245,106107,74490,0
2248,106113,74487,0
2252,106097,74489,0
2258,106082,74482,0
2290,106107,74497,0
