ECG,IR,PCG
1948,38763,0
1960,38757,0
1912,38763,0
1932,38770,0
1928,38743,0
1916,38749,0
1912,38777,0
1908,38744,0
1940,38758,0
1960,38782,0
2004,38783,0
2000,38773,0
2004,38790,0
2009,38804,0
1994,38788,0
1996,38775,0
1992,38791,0
1990,38777,0
1992,38781,0
1980,38803,0
1938,38787,0
1922,38799,0
1924,38807,0
1906,38797,0
1908,38813,0
1905,38817,0
1909,38800,0
1926,38817,0
1960,38813,0
1952,38794,0
1994,38799,0
2009,38809,0
2018,38800,0
2036,38790,0
2040,38809,0
2072,38772,0
2020,38788,0
2028,38807,0
2016,38785,0
1996,38787,0
1976,38797,0
2012,38802,0
1978,38788,0
2005,38789,0
2006,38800,0
1986,38770,0
1972,38779,0
1969,38791,0
1989,38753,0
2037,38761,0
2048,38773,0
2049,38754,0
2040,38765,0
2056,38750,0
2056,38755,0
2068,38756,0
2060,38762,0
2058,38763,0
2044,38774,0
2029,38736,0
2004,38736,0
1992,38760,0
1992,38714,0
2008,38726,0
1968,38749,0
1980,38734,0
1962,38733,0
1984,38736,0
1984,38733,0
2022,38726,0
2028,38705,0
2045,38738,0
2072,38705,0
2116,38689,0
2102,38719,0
2122,38676,0
2117,38698,0
2092,38710,0
2090,38691,0
2058,38689,0
2036,38702,0
2049,38695,0
2024,38673,0
2018,38665,0
1984,38676,0
1974,38648,0
1984,38660,0
1988,38671,0
2000,38664,0
2016,38643,0
2064,38658,0
2058,38620,0
2072,38625,0
2092,38636,0
2084,38643,0
2100,38609,0
2104,38608,0
2120,38622,0
2072,38590,0
2074,38591,0
2040,38610,0
2040,38559,0
2002,38575,0
1984,38594,0
1968,38577,0
2001,38566,0
1991,38595,0
2008,38594,0
1993,38560,0
2010,38568,0
2012,38583,0
2014,38563,0
2028,38556,0
2052,38576,0
2058,38529,0
2069,38533,0
2036,38552,0
2036,38536,0
2028,38528,0
2018,38558,0
2000,38555,0
1986,38524,0
1976,38530,0
1956,38557,0
1956,38553,0
1944,38533,0
1944,38526,0
1968,38554,0
1968,38527,0
1996,38526,0
2004,38548,0
2024,38518,0
2040,38531,0
2064,38546,0
2046,38518,0
2076,38527,0
2047,38548,0
2072,38531,0
2060,38546,0
2048,38554,0
2024,38560,0
2002,38548,0
1984,38547,0
1962,38564,0
1960,38552,0
1979,38547,0
1984,38577,0
1994,38555,0
2016,38576,0
1992,38569,0
2046,38541,0
2057,38560,0
2064,38583,0
2068,38566,0
2098,38563,0
2072,38599,0
2096,38576,0
2074,38570,0
2092,38588,0
2044,38560,0
2024,38571,0
2020,38604,0
1984,38581,0
1990,38589,0
1968,38613,0
1988,38606,0
1992,38605,0
1984,38601,0
1996,38611,0
2048,38605,0
2060,38600,0
2070,38621,0
2086,38612,0
2085,38606,0
2068,38631,0
2081,38615,0
2068,38609,0
2056,38636,0
2064,38596,0
2000,38707,0
1992,38618,0
2000,38622,0
1980,38634,0
1976,38635,0
1980,38643,0
1988,38621,0
2012,38638,0
2032,38651,0
2044,38652,0
2052,38645,0
2084,38666,0
2088,38679,0
2148,38652,0
2096,38665,0
2120,38669,0
2088,38661,0
2088,38675,0
2052,38688,0
2028,38672,0
2080,38671,0
2037,38681,0
2016,38662,0
2027,38668,0
2038,38695,0
2032,38662,0
2010,38677,0
2034,38694,0
2048,38665,0
2080,38687,0
2112,38706,0
2116,38700,0
2080,38707,0
2081,38719,0
2088,38707,0
2082,38713,0
2088,38702,0
2076,38692,0
2047,38703,0
2036,38682,0
2018,38685,0
1997,38705,0
2028,38680,0
2000,38675,0
1976,38687,0
1996,38663,0
1989,38668,0
2008,38686,0
2002,38653,0
2036,38668,0
2040,38686,0
2046,38663,0
2066,38677,0
2112,38696,0
2112,38675,0
2118,38663,0
2130,38680,0
2121,38686,0
2092,38662,0
2080,38656,0
2056,38682,0
2049,38662,0
2064,38648,0
2080,38668,0
2018,38696,0
2020,38672,0
2028,38659,0
2064,38653,0
2080,38672,0
2064,38652,0
2080,38658,0
2080,38669,0
2092,38655,0
2100,38643,0
2100,38659,0
2111,38632,0
2096,38644,0
2104,38664,0
2064,38634,0
2064,38642,0
2032,38662,0
2040,38650,0
2010,38648,0
2012,38663,0
2008,38663,0
2024,38644,0
2029,38642,0
2050,38670,0
2096,38641,0
2073,38642,0
2082,38665,0
2090,38632,0
2108,38644,0
2117,38670,0
2136,38624,0
2139,38654,0
2100,38643,0
2090,38662,0
2080,38664,0
2076,38677,0
2056,38685,0
2040,38651,0
2028,38685,0
2016,38647,0
2012,38655,0
2037,38692,0
2047,38662,0
2040,38663,0
2047,38693,0
2080,38686,0
2080,38678,0
2112,38689,0
2100,38703,0
2130,38693,0
2106,38676,0
2128,38705,0
2112,38679,0
2144,38683,0
2125,38705,0
2112,38680,0
2093,38683,0
2084,38715,0
2080,38697,0
2056,38695,0
2056,38715,0
2052,38710,0
2080,38697,0
2090,38694,0
2066,38670,0
2068,38700,0
2080,38699,0
2096,38684,0
2112,38696,0
2120,38714,0
2132,38668,0
2112,38689,0
2112,38713,0
2122,38693,0
2090,38692,0
2100,38705,0
2072,38706,0
2088,38685,0
2060,38691,0
2068,38700,0
2047,38683,0
2096,38679,0
2056,38702,0
2072,38659,0
2088,38680,0
2128,38705,0
2136,38680,0
2148,38668,0
2186,38687,0
2176,38704,0
2152,38682,0
2144,38683,0
2134,38704,0
2126,38678,0
2128,38675,0
2113,38698,0
2060,38698,0
2046,38683,0
2040,38679,0
2032,38662,0
2044,38678,0
2029,38684,0
2033,38670,0
2052,38698,0
2068,38671,0
2104,38675,0
2120,38684,0
2117,38664,0
2112,38680,0
2138,38706,0
2108,38676,0
2128,38683,0
2104,38708,0
2116,38704,0
2096,38692,0
2064,38699,0
2047,38708,0
2082,38688,0
2072,38686,0
2072,38710,0
2074,38680,0
2084,38697,0
1524,38706,0
2097,38679,0
2116,38698,0
2177,38728,0
2196,38712,0
2220,38698,0
2228,38698,0
2208,38720,0
2208,38699,0
2202,38700,0
2192,38704,0
2184,38716,0
2169,38711,0
2148,38726,0
2130,38721,0
2136,38714,0
2138,38713,0
2082,38727,0
2096,38691,0
2128,38717,0
2116,38733,0
2152,38699,0
2144,38716,0
2176,38744,0
2170,38736,0
2184,38720,0
2178,38739,0
2252,38734,0
2221,38724,0
2216,38721,0
2218,38733,0
2188,38718,0
2160,38701,0
2128,38734,0
2108,38703,0
2086,38714,0
2104,38730,0
2099,38692,0
2064,38716,0
2082,38710,0
2100,38719,0
2128,38713,0
2146,38726,0
2186,38708,0
2180,38732,0
2197,38710,0
2200,38712,0
2208,38725,0
2204,38706,0
2218,38720,0
2200,38745,0
2200,38732,0
2156,38717,0
2146,38722,0
2132,38732,0
2152,38710,0
2124,38708,0
2100,38732,0
2088,38698,0
2136,38704,0
2154,38734,0
2154,38698,0
2194,38713,0
2180,38729,0
2168,38728,0
2190,38698,0
2189,38714,0
2220,38726,0
2200,38711,0
2208,38705,0
2168,38729,0
2156,38697,0
2148,38720,0
2132,38716,0
2124,38715,0
2124,38719,0
2116,38690,0
2140,38689,0
2116,38721,0
2128,38675,0
2132,38703,0
2176,38713,0
2154,38675,0
2224,38695,0
2184,38717,0
2202,38712,0
2193,38682,0
2216,38689,0
2184,38697,0
2192,38680,0
2176,38683,0
2200,38699,0
2176,38679,0
2152,38677,0
2168,38691,0
2144,38648,0
2117,38677,0
2112,38698,0
2108,38685,0
2120,38663,0
2176,38687,0
2176,38700,0
2164,38663,0
2172,38660,0
2232,38665,0
2196,38683,0
2204,38685,0
2200,38687,0
2228,38668,0
2184,38666,0
2188,38688,0
2152,38660,0
2148,38651,0
2128,38682,0
2128,38655,0
2108,38658,0
2104,38679,0
2076,38655,0
2100,38674,0
2072,38697,0
2096,38693,0
2112,38671,0
2112,38683,0
2116,38701,0
2112,38673,0
2112,38683,0
2144,38690,0
2112,38693,0
2080,38683,0
2064,38715,0
2046,38682,0
2048,38687,0
2084,38724,0
2020,38700,0
2024,38706,0
2042,38710,0
2076,38718,0
2104,38719,0
2144,38747,0
2196,38718,0
2242,38721,0
2302,38747,0
2378,38722,0
2500,38723,0
2567,38753,0
2656,38720,0
2792,38738,0
2860,38769,0
3000,38741,0
3064,38746,0
3208,38765,0
3272,38771,0
3384,38766,0
3632,38775,0
3680,38796,0
3800,38769,0
3892,38769,0
3985,38790,0
4084,38767,0
4072,38777,0
4095,38803,0
4088,38776,0
4081,38782,0
4095,38817,0
4082,38804,0
3944,38801,0
3884,38792,0
3800,38809,0
3716,38804,0
3624,38796,0
3524,38812,0
3416,38824,0
3320,38848,0
3210,38827,0
3136,38834,0
3056,38846,0
3005,38823,0
2952,38842,0
2968,38874,0
2904,38844,0
2944,38856,0
2906,38879,0
2936,38880,0
2928,38865,0
2900,38872,0
2912,38891,0
2916,38866,0
2888,38873,0
2853,38901,0
2792,38868,0
2737,38885,0
2648,38908,0
2586,38879,0
2552,38907,0
2505,38919,0
2496,38918,0
2450,38898,0
2384,38908,0
2372,38925,0
2376,38936,0
2356,38914,0
2376,38936,0
2368,38927,0
2364,38946,0
2364,38932,0
2344,38936,0
2336,38950,0
2324,38925,0
2315,38947,0
2256,38968,0
2260,38973,0
2192,38959,0
2176,38963,0
2132,38983,0
2130,38968,0
2092,38971,0
2090,38999,0
2072,38974,0
2112,38972,0
2112,39005,0
2112,38954,0
2133,38978,0
2144,39012,0
2128,38993,0
2123,38989,0
2116,39014,0
2112,39023,0
2120,39006,0
2112,39012,0
2047,39009,0
2026,38995,0
1996,39014,0
1972,39005,0
1960,39022,0
1932,39004,0
1932,39019,0
1922,39044,0
1918,39010,0
1918,39023,0
1924,39044,0
1961,39026,0
1972,39029,0
2008,39058,0
1968,39047,0
2004,39047,0
1992,39058,0
2010,39056,0
1992,39045,0
1992,39039,0
1976,39066,0
2012,39043,0
1984,39044,0
1976,39058,0
1968,39045,0
1961,39039,0
1936,39071,0
1932,39033,0
1933,39039,0
1936,39067,0
1960,39055,0
2012,39046,0
1978,39068,0
1993,39047,0
1984,39052,0
2008,39059,0
1992,39019,0
2047,39033,0
1993,39043,0
1992,39073,0
1968,39060,0
1954,39043,0
1952,39040,0
1927,39056,0
1912,39034,0
1916,39034,0
1897,39059,0
1900,39032,0
1896,39027,0
1928,39053,0
1920,39012,0
1944,39035,0
1952,39044,0
1994,39012,0
2002,39030,0
2016,39049,0
2024,39041,0
2036,39027,0
2010,39044,0
2008,39029,0
1992,39019,0
1984,39041,0
1976,39036,0
1957,39020,0
1916,39021,0
1924,39003,0
1908,39025,0
1904,39037,0
1912,39037,0
1901,39030,0
1928,38993,0
1957,39012,0
1956,39030,0
1976,38994,0
1992,39004,0
2011,39020,0
2040,38999,0
2052,39002,0
2012,39031,0
2016,39017,0
1986,39002,0
2020,39025,0
1960,39027,0
1952,39009,0
1936,39026,0
1976,39016,0
1956,38994,0
1986,39005,0
1968,39020,0
1984,38992,0
1980,38988,0
2000,39011,0
2021,38990,0
2060,38984,0
2081,38998,0
2084,38976,0
2056,38995,0
2047,38991,0
2060,38984,0
2040,38979,0
2028,38975,0
2009,38986,0
1992,38987,0
1992,38968,0
1978,38961,0
1970,38976,0
1964,38957,0
1976,38949,0
1996,38977,0
2018,38937,0
2032,38943,0
2034,38973,0
2042,38952,0
2072,38944,0
2108,38978,0
2084,38963,0
2092,38941,0
2132,38952,0
2130,38967,0
2122,38948,0
2139,38940,0
2096,38955,0
2056,38936,0
2057,38934,0
2034,38956,0
1522,38918,0
2036,38934,0
2034,38946,0
2016,38929,0
2040,38936,0
2032,38933,0
2044,38930,0
2088,38916,0
2108,38928,0
2080,38945,0
2084,38922,0
2088,38937,0
2092,38952,0
2096,38940,0
2073,38926,0
2088,38947,0
2072,38960,0
2028,38926,0
2032,38934,0
2000,38948,0
2010,38915,0
2032,38924,0
2000,38950,0
2036,38914,0
2040,38927,0
2082,38955,0
2072,38933,0
2085,38935,0
2116,38955,0
2122,38942,0
2085,38933,0
2082,38939,0
2080,38955,0
2112,38932,0
2036,38995,0
2024,38927,0
1992,38943,0
1996,38951,0
2004,38946,0
1980,38948,0
1976,38964,0
1972,38957,0
2000,38936,0
2016,38960,0
1978,38964,0
2004,38955,0
2034,38951,0
2048,38976,0
2032,38949,0
2056,38956,0
2047,38975,0
2064,38937,0
2064,38960,0
2044,38982,0
2048,38961,0
2040,38953,0
2035,38990,0
2012,38980,0
2000,38970,0
1994,38984,0
1948,38994,0
1968,38968,0
1956,38976,0
1962,38986,0
2008,38965,0
2016,38979,0
2004,39083,0
2016,39004,0
2026,38988,0
2024,38980,0
2018,39000,0
2056,38989,0
2024,39007,0
2004,38997,0
1992,39000,0
1962,39033,0
1945,39008,0
1952,39020,0
1952,39048,0
1952,39016,0
1928,39031,0
1952,39059,0
1944,39059,0
1968,39053,0
1972,39072,0
1993,39073,0
2016,39062,0
2056,39067,0
2058,39082,0
2072,39073,0
2073,39060,0
2076,39090,0
2050,39068,0
2024,39078,0
2012,39105,0
1996,39072,0
2000,39089,0
2010,39114,0
1941,39083,0
1944,39097,0
1952,39116,0
1960,39114,0
1952,39129,0
1952,39089,0
1956,39122,0
1980,39092,0
1996,39091,0
2012,39111,0
2016,39088,0
2062,39087,0
2024,39105,0
2048,39100,0
2032,39082,0
2032,39094,0
2004,39101,0
2000,39065,0
1980,39068,0
1960,39092,0
1954,39072,0
1989,39060,0
1992,39066,0
1973,39045,0
1994,39052,0
1998,39064,0
2002,39035,0
2016,39035,0
2028,39057,0
2066,39023,0
2080,39030,0
2080,39051,0
2060,39019,0
2060,39042,0
2052,39007,0
2040,39029,0
2032,39018,0
2020,39001,0
2000,39007,0
2016,39026,0
1982,38993,0
1981,38994,0
1970,39011,0
1979,38975,0
1960,38995,0
2000,39017,0
1988,38985,0
2016,38986,0
2004,39006,0
2042,39006,0
2032,38979,0
2032,38989,0
2036,38988,0
2064,38975,0
2085,38974,0
2049,38982,0
2034,38968,0
2032,38959,0
1996,38978,0
2000,38951,0
1996,38958,0
2000,38989,0
2042,38980,0
2041,38961,0
2000,38962,0
2004,38973,0
2028,38959,0
2050,38957,0
2058,38949,0
