2090,60469,52856,33
2080,60473,52859,34
2028,60490,52859,-1
2080,60509,52869,-29
2082,60508,52866,-14
2088,60513,52865,-19
2056,60511,52868,0
2058,60516,52864,-10
2100,60515,52865,30
2104,60526,52871,25
2090,60542,52876,-14
2044,60568,52881,-20
2028,60582,52887,-11
3064,60605,52894,-9
2288,60619,52897,36
2272,60632,52898,20
2016,60634,52901,5
2010,60659,52902,8
1968,60674,52907,-17
1984,60696,52914,-42
2098,60703,52914,-33
2064,60715,52913,-7
2016,60713,52915,21
2025,60674,52904,15
2064,60608,52886,33
2064,60540,52860,32
2028,60504,52846,-13
2012,60499,52842,-29
2011,60517,52852,-27
2068,60539,52856,3
1900,60562,52865,31
2019,60577,52862,21
2080,60591,52872,16
2050,60600,52876,23
2076,60617,52879,-30
2042,60627,52880,-33
2028,60627,52879,-27
2216,60627,52877,18
2044,60619,52876,23
2052,60617,52877,19
2096,60623,52880,0
2088,60638,52878,17
2080,60647,52879,-20
2656,60664,52888,-32
2692,60677,52891,-36
2412,60689,52895,9
1944,60703,52902,30
1960,60706,52900,21
1960,60718,52904,-11
1928,60723,52907,0
1968,60738,52911,-51
1980,60752,52912,0
1968,60763,52918,-6
2080,60754,52913,31
2020,60701,52893,29
2026,60629,52872,26
2000,60573,52858,-16
2000,60548,52845,-2
2047,60559,52856,-33
2000,60574,52854,-17
1999,60590,52859,-20
2060,60609,52861,37
2042,60620,52868,45
2040,60640,52872,42
2052,60649,52881,0
2042,60666,52876,0
2068,60671,52882,-17
2040,60668,52876,5
2040,60677,52881,-2
2100,60678,52885,35
2080,60689,52883,6
2084,60696,52886,20
2040,60715,52892,-32
2029,60725,52895,-11
2032,60747,52900,-33
3556,60755,52901,7
3360,60777,52908,-8
2196,60777,52909,-11
1929,60798,52914,6
1947,60815,52913,31
1920,60829,52920,12
1904,60841,52926,-11
1974,60858,52931,-9
1948,60864,52931,-11
1960,60866,52934,-14
2016,60819,52912,-30
2002,60755,52899,5
2014,60694,52874,0
1986,60658,52869,24
2096,60652,52859,8
2057,60668,52870,0
2000,60687,52872,-38
2012,60700,52874,0
1904,60715,52874,-21
2046,60718,52876,46
2030,60730,52879,25
2029,60745,52889,38
2021,60750,52882,45
2088,60761,52889,-3
2164,60755,52888,-47
2085,60759,52885,-48
2108,60760,52890,-21
2108,60763,52890,18
2118,60777,52891,15
2066,60795,52902,21
2064,60810,52901,24
2045,60819,52902,-21
3720,60837,52908,-53
3752,60847,52912,-58
2160,60854,52907,-1
1976,60860,52915,34
1987,60874,52914,33
1908,60889,52930,21
1928,60902,52924,34
2008,60914,52934,-11
2000,60921,52929,-22
2004,60915,52930,-25
2047,60854,52909,26
2030,60792,52887,33
2040,60725,52865,29
1980,60691,52851,12
1980,60681,52846,28
2057,60698,52850,-22
2046,60718,52861,-15
2058,60735,52861,-23
2032,60750,52867,15
2096,60760,52871,25
2108,60771,52871,21
2046,60784,52881,3
2052,60791,52875,16
2096,60796,52880,-29
2112,60784,52875,-20
2132,60777,52872,-26
2080,60780,52868,10
2120,60782,52872,29
2122,60791,52874,23
2096,60802,52879,-20
2100,60812,52874,-13
2028,60818,52883,-38
3108,60827,52879,-15
3039,60836,52882,-28
2016,60836,52881,32
1996,60845,52885,19
1999,60852,52889,24
1956,60869,52888,-22
2064,60877,52892,-22
1980,60880,52892,-36
2056,60880,52891,-3
2072,60866,52885,-21
2024,60808,52861,23
2060,60730,52844,6
2098,60668,52821,22
1996,60644,52818,-15
2000,60642,52811,-6
2008,60659,52819,-24
1880,60670,52822,15
2047,60689,52827,-6
2012,60708,52830,50
2072,60720,52837,13
2068,60737,52845,44
2016,60755,52851,-15
2032,60759,52849,-3
2120,60765,52855,-32
2112,60752,52848,21
2120,60760,52849,3
2024,60764,52850,24
2092,60773,52856,-2
2092,60787,52862,16
2080,60796,52864,-50
2056,60817,52869,-40
2724,60836,52873,-45
2320,60845,52876,20
2308,60857,52882,1
1888,60866,52878,27
1922,60877,52886,-4
1940,60893,52892,3
1916,60910,52893,-42
1930,60918,52896,-38
1932,60930,52900,-18
2024,60916,52893,17
2038,60874,52877,6
2004,60808,52860,28
2020,60737,52831,-25
2008,60690,52819,-8
2002,60664,52810,-31
2014,60679,52816,-32
2005,60689,52819,1
2080,60708,52822,29
2074,60716,52824,38
2020,60731,52825,29
2040,60739,52830,-20
2046,60750,52837,-8
2052,60762,52835,-31
2056,60761,52835,-30
2026,60761,52838,14
2156,60761,52835,31
2146,60767,52836,20
2064,60767,52839,0
2084,60783,52844,-32
2072,60793,52851,-16
2076,60811,52853,-34
1992,60817,52859,-39
2200,60824,52853,5
2600,60843,52857,27
2528,60858,52861,22
1968,60872,52862,-26
1952,60885,52874,-31
2050,60893,52871,-22
1978,60911,52876,-23
1986,60924,52883,-28
1944,60927,52885,15
2056,60932,52882,31
2050,60899,52869,25
2018,60831,52852,-8
2050,60746,52823,-28
2014,60682,52800,-23
2076,60661,52795,158
2069,60654,52792,136
1868,60676,52795,20
2084,60694,52802,27
2060,60712,52804,31
2072,60720,52802,18
2088,60735,52812,-30
2080,60744,52816,-26
2202,60763,52825,17
2124,60772,52824,0
2056,60771,52824,33
2153,60767,52821,45
2134,60757,52819,59
2132,60765,52819,-10
2128,60778,52822,-34
2088,60793,52827,-40
2132,60807,52833,10
2127,60830,52833,-4
3088,60844,52846,18
2368,60852,52841,-7
2348,60871,52846,8
2000,60888,52856,-13
2000,60901,52849,-33
1996,60919,52863,-30
2064,60928,52861,0
2052,60944,52861,-12
2016,60957,52874,39
2080,60946,52865,-3
2088,60892,52844,19
2080,60820,52823,-16
2052,60744,52795,-22
2058,60711,52791,-30
2052,60705,52779,33
2056,60731,52791,17
2072,60744,52789,35
2068,60764,52799,-5
2056,60777,52808,-3
2092,60790,52808,-24
2052,60803,52812,11
2036,60820,52815,-3
2112,60829,52820,29
2110,60828,52820,16
2108,60824,52812,24
2084,60812,52811,-11
2076,60818,52812,-3
2108,60813,52814,-13
2046,60840,52816,12
1961,60853,52824,3
2672,60873,52825,31
2764,60878,52831,29
2352,60897,52839,-1
1976,60904,52839,-25
1964,60923,52846,-15
2024,60936,52857,-41
1948,60959,52855,23
1944,60970,52859,8
2052,60976,52869,24
2054,60985,52869,24
2064,60962,52862,-7
2044,60895,52835,-44
2090,60823,52808,-31
2058,60761,52797,-20
1976,60738,52785,-3
1984,60739,52777,-21
1840,60750,52787,35
2045,60769,52788,30
2036,60779,52797,-24
2024,60804,52797,-32
2022,60816,52805,-16
2072,60815,52799,-30
2084,60835,52804,19
2003,60834,52808,3
2100,60837,52809,26
2096,60826,52799,27
2052,60832,52806,-6
2040,60830,52807,-19
2036,60843,52810,-14
2100,60850,52811,24
1934,60864,52814,32
1962,60883,52821,24
3326,60908,52834,14
3216,60907,52827,10
1984,60926,52838,0
1882,60933,52838,-3
1918,60955,52844,-13
1958,60967,52852,21
1908,60984,52850,32
1917,60995,52856,33
1962,60992,52856,6
1952,60973,52848,13
2008,60904,52832,-8
1956,60832,52800,-30
1956,60773,52781,-25
2020,60746,52774,28
2004,60758,52771,22
2021,60777,52783,20
2064,60787,52780,2
2037,60797,52787,18
2072,60808,52783,-47
2016,60822,52795,-31
2014,60831,52796,-38
2080,60836,52797,18
2046,60847,52795,9
2066,60843,52797,4
2120,60838,52788,-21
2118,60833,52787,-8
2144,60840,52790,-56
2088,60846,52794,-15
2076,60864,52799,-26
2144,60877,52810,25
2248,60887,52802,8
2332,60898,52804,1
2600,60917,52812,-23
2536,60928,52814,-14
2008,60946,52822,-45
1954,60958,52830,-5
2066,60971,52827,-16
2032,60975,52831,17
2024,60989,52838,34
2028,60998,52836,28
2040,60994,52832,-15
2034,60959,52820,-5
2116,60889,52803,-36
2040,60812,52772,34
2068,60767,52756,23
2064,60748,52754,64
1882,60755,52749,34
2070,60769,52753,49
2056,60785,52752,-28
2029,60802,52766,-20
2088,60812,52768,-23
2056,60818,52773,34
2076,60838,52775,15
2176,60844,52777,58
2164,60852,52776,10
2176,60846,52777,24
2068,60852,52778,-20
2068,60852,52782,-8
2132,60855,52781,-43
2096,60866,52780,7
2073,60876,52785,-5
2036,60886,52792,20
3096,60906,52794,-3
3032,60921,52797,19
1988,60937,52800,-27
1979,60943,52802,-18
1960,60961,52809,-24
1972,60975,52820,17
1978,60987,52818,0
2008,60990,52821,29
2068,60996,52823,-17
2080,60990,52819,2
2024,60951,52803,-32
2037,60874,52782,-27
2052,60798,52755,-17
2010,60756,52740,28
2008,60743,52737,17
2012,60757,52744,17
2064,60763,52745,-39
2060,60776,52750,-29
2010,60789,52749,-36
2032,60800,52760,-31
2092,60810,52761,7
2064,60813,52757,51
2068,60820,52762,51
2064,60818,52757,27
2164,60811,52757,-4
2152,60815,52760,0
2056,60818,52762,-28
2070,60822,52765,-30
2080,60833,52763,3
2080,60844,52773,54
1851,60849,52768,45
2228,60860,52778,26
2556,60869,52776,-44
2484,60878,52777,-31
1898,60893,52785,-31
1913,60904,52783,-31
1960,60909,52780,19
1960,60920,52792,48
1980,60928,52794,45
1922,60939,52792,-9
2032,60944,52800,-35
2032,60928,52790,-20
1988,60855,52768,6
2116,60777,52738,1
1992,60703,52714,24
2016,60658,52701,43
2032,60652,52702,34
1804,60673,52698,4
2080,60680,52707,-36
2047,60697,52710,-21
2032,60711,52710,-37
2044,60723,52720,-47
2060,60734,52720,20
2192,60747,52725,30
2104,60757,52725,36
2020,60760,52732,-6
2156,60768,52732,-49
2152,60766,52730,-45
2088,60763,52729,-13
2092,60783,52732,-28
2148,60796,52736,6
2128,60819,52752,15
2132,60835,52750,22
2280,60855,52756,-14
2576,60869,52776,-52
2512,60877,52761,-53
1952,60888,52770,14
1980,60911,52764,-6
1956,60921,52770,22
2004,60932,52781,13
2006,60938,52780,29
1996,60935,52769,-9
2058,60940,52776,-35
2056,60916,52762,-35
2080,60846,52744,26
2074,60763,52709,9
2008,60684,52689,40
2044,60642,52672,14
2028,60630,52668,29
2064,60643,52670,-32
2068,60658,52678,-29
2052,60670,52679,-35
2106,60684,52685,29
2104,60692,52682,16
2064,60701,52680,42
2096,60717,52691,5
2078,60722,52694,21
2084,60724,52696,-45
2088,60717,52691,-12
2073,60710,52687,-20
2148,60716,52690,21
2157,60719,52688,16
2068,60738,52698,29
2066,60753,52699,-8
2047,60763,52694,7
3488,60784,52713,-27
2276,60798,52712,-5
2253,60816,52719,-18
2028,60822,52726,17
2138,60841,52725,10
1952,60859,52735,7
2044,60868,52733,-25
2037,60883,52743,-24
2042,60890,52743,-52
2066,60888,52744,0
2185,60841,52723,-13
2072,60753,52698,29
2073,60688,52673,24
2004,60630,52658,0
1832,60608,52649,-29
2043,60615,52655,-21
2028,60625,52650,-26
2050,60649,52659,11
2048,60664,52670,-5
2116,60677,52670,14
2120,60684,52673,7
2160,60708,52673,-13
2084,60708,52681,-12
2084,60717,52684,-8
2096,60712,52684,-14
2080,60713,52679,29
2080,60703,52679,5
2168,60720,52680,34
2141,60732,52692,31
2054,60754,52702,14
1996,60763,52702,-19
1985,60775,52703,-10
3848,60795,52714,-21
2026,60802,52712,10
2025,60811,52708,3
1970,60830,52719,24
1972,60844,52730,22
1920,60859,52728,-4
1946,60871,52734,-13
1940,60877,52734,0
1992,60882,52736,-18
1961,60873,52728,21
1977,60806,52710,16
2047,60718,52687,4
2034,60647,52662,8
1968,60592,52641,-5
2006,60586,52635,-35
1996,60591,52635,-31
2064,60619,52654,8
1996,60634,52655,18
1997,60642,52656,15
2080,60650,52661,-15
2078,60662,52661,-1
2040,60669,52667,-32
2028,60674,52665,-14
2012,60681,52669,-22
2098,60675,52669,31
2072,60662,52662,27
2081,60666,52667,22
2122,60674,52665,-21
1956,60686,52669,-9
2084,60706,52677,-26
2017,60712,52677,-11
2002,60722,52682,-22
3808,60748,52689,38
2128,60758,52695,49
2208,60774,52696,50
1988,60792,52702,-5
1981,60811,52709,19
1976,60831,52717,-44
1960,60839,52713,-7
1952,60843,52719,-12
2066,60856,52719,37
2192,60838,52717,36
2012,60791,52692,19
2046,60700,52667,-9
2045,60621,52637,1
1812,60577,52628,-26
2016,60565,52615,10
1984,60578,52623,-3
2072,60607,52635,34
2072,60616,52637,21
2060,60638,52641,17
2168,60661,52654,-28
2058,60684,52654,-15
2080,60697,52666,-39
2044,60708,52661,22
2054,60708,52661,9
2144,60709,52665,44
2145,60696,52661,34
2112,60695,52653,9
2100,60714,52670,-12
2106,60733,52673,-6
2096,60751,52676,-31
2192,60767,52688,27
2251,60784,52690,7
2604,60805,52695,39
2549,60820,52695,33
1968,60830,52702,-9
1972,60849,52702,-32
1964,60869,52705,-15
2016,60883,52718,-43
1976,60895,52711,20
1976,60915,52723,5
2072,60913,52725,39
2064,60873,52714,30
2040,60784,52681,-1
2032,60701,52653,-37
2024,60642,52634,-20
2052,60631,52634,-9
2002,60633,52630,26
1994,60662,52636,17
2072,60694,52655,30
2064,60706,52656,33
2040,60722,52655,-2
2040,60745,52668,-36
2032,60758,52674,-34
2090,60768,52669,-3
2072,60773,52673,27
2057,60768,52675,23
2076,60760,52672,17
2074,60762,52672,33
2068,60766,52673,-11
2060,60774,52675,-35
2064,60795,52678,-33
2196,60804,52687,-12
2666,60819,52686,50
2598,60830,52688,45
2000,60845,52706,13
2093,60865,52703,32
2000,60886,52716,32
1968,60895,52714,-13
1956,60912,52719,-30
2047,60916,52721,-13
2032,60926,52728,-23
2156,60907,52719,32
2064,60846,52693,8
2046,60762,52675,-6
2040,60689,52642,37
1760,60659,52635,13
1985,60664,52635,9
2064,60679,52641,-47
2026,60699,52647,-18
2046,60723,52653,-17
2036,60748,52665,38
2038,60761,52674,24
2173,60777,52670,37
2004,60794,52679,-17
2010,60802,52680,1
2072,60801,52688,-40
2104,60791,52679,-8
2121,60786,52677,-23
2074,60797,52684,46
2041,60798,52677,37
2096,60811,52684,47
2022,60822,52690,-3
2032,60845,52698,1
2696,60853,52706,-56
2304,60864,52701,5
2304,60875,52705,-13
1928,60893,52722,18
1906,60914,52723,12
1982,60931,52727,20
1898,60953,52734,-33
1900,60973,52744,-22
1984,60974,52740,-46
2009,60975,52743,-5
2031,60922,52723,-19
1976,60832,52691,29
1976,60747,52669,20
2010,60690,52648,4
1972,60672,52637,-26
1974,60676,52640,-19
2020,60700,52648,-28
2052,60712,52654,0
2060,60733,52654,-20
1993,60753,52664,42
2000,60763,52670,37
2072,60778,52672,10
2016,60798,52677,-8
2026,60806,52676,7
2074,60812,52684,-20
2102,60808,52683,22
2114,60810,52683,12
2056,60808,52678,21
1900,60827,52687,18
2120,60841,52692,0
2008,60856,52693,-41
2010,60871,52695,-30
3488,60872,52693,-7
2230,60893,52706,18
2326,60911,52707,4
1920,60926,52714,-3
1932,60938,52719,0
1984,60951,52721,-6
1968,60963,52726,-33
1994,60976,52731,-29
1996,60984,52727,1
2082,60967,52728,4
2092,60898,52699,1
1996,60799,52660,22
2000,60734,52640,31
1808,60681,52622,5
2012,60680,52620,-22
1992,60707,52629,-25
2012,60727,52647,-14
2066,60749,52646,21
2060,60759,52645,16
2096,60781,52653,10
2008,60790,52655,38
2032,60806,52659,-13
2044,60811,52666,-45
2068,60807,52664,-44
2072,60787,52654,13
2128,60783,52652,46
2096,60776,52646,38
2040,60782,52651,7
2056,60792,52652,30
2088,60796,52661,-21
2146,60799,52655,2
2196,60820,52659,-5
2660,60834,52674,6
2028,60845,52664,39
2016,60863,52675,28
1968,60877,52679,2
1965,60895,52683,10
1964,60907,52698,-54
2020,60919,52692,-17
2035,60920,52696,-30
2012,60918,52691,20
2080,60871,52678,28
2068,60791,52647,25
2004,60719,52629,-20
2018,60668,52611,-14
2012,60656,52601,-33
2024,60672,52611,3
2040,60688,52621,0
1988,60701,52613,-9
2041,60722,52625,22
2032,60740,52632,27
2047,60744,52635,-11
2062,60766,52638,0
2012,60774,52644,-33
2092,60774,52644,6
2086,60773,52641,-18
2034,60765,52646,27
2096,60752,52637,8
1888,60767,52636,29
2094,60772,52641,-26
2092,60788,52648,-15
1964,60798,52645,-31
3712,60810,52656,0
3784,60817,52657,-11
2148,60830,52659,22
1988,60842,52662,11
1976,60859,52672,26
1970,60868,52666,-22
1976,60884,52676,-5
1944,60890,52676,0
2012,60902,52684,23
2000,60898,52678,7
1984,60848,52667,46
2036,60767,52633,-13
2032,60684,52607,4
1770,60620,52586,-23
2050,60603,52576,-12
1992,60603,52582,0
2068,60636,52590,30
2074,60652,52591,23
2040,60674,52601,43
2176,60689,52614,-22
2068,60702,52614,-8
2097,60714,52609,-9
2112,60731,52622,-7
2044,60727,52619,-6
2144,60733,52620,11
2144,60725,52616,-2
2088,60724,52615,29
2064,60712,52613,-19
2072,60722,52613,-6
2128,60734,52620,-43
2138,60754,52626,-31
2016,60763,52623,-13
3168,60785,52635,23
3084,60798,52639,14
2040,60816,52647,12
1972,60821,52648,-32
1954,60833,52653,-20
2010,60840,52650,-47
2011,60857,52656,-47
1980,60861,52664,5
2036,60863,52660,14
2026,60842,52656,9
2068,60784,52627,-28
2032,60695,52607,-14
2026,60618,52576,-2
2100,60568,52554,1
2091,60563,52561,-21
2002,60584,52561,21
2072,60603,52574,23
2076,60623,52582,23
2065,60634,52574,-36
2072,60642,52588,-32
2062,60661,52588,-16
2080,60675,52595,-10
2088,60686,52600,-8
2060,60685,52596,32
2096,60683,52598,37
2092,60677,52591,35
2136,60671,52596,-7
2072,60689,52594,-24
2066,60701,52603,-25
2008,60709,52602,8
2009,60719,52604,-18
3556,60726,52612,11
2208,60737,52613,-8
2274,60749,52611,0
2004,60765,52623,-23
1960,60770,52623,-21
1960,60792,52628,-25
2016,60795,52634,18
2017,60809,52632,-3
2032,60816,52635,38
2064,60794,52632,8
2056,60733,52614,17
2072,60637,52575,-20
1824,60563,52554,-6
1992,60522,52541,-10
2064,60514,52537,27
2020,60526,52535,0
2036,60544,52542,43
2044,60548,52550,1
2036,60571,52555,15
2172,60575,52555,-30
2018,60592,52565,-18
2028,60606,52561,-23
2096,60612,52571,31
2091,60608,52563,12
2124,60601,52562,49
2106,60598,52564,4
2072,60601,52565,14
2130,60602,52567,-29
2056,60612,52570,-14
2064,60622,52577,-24
1970,60636,52573,17
1962,60655,52585,16
3824,60663,52589,19
2028,60673,52588,-11
2006,60690,52592,-2
1944,60706,52603,-42
1916,60718,52603,-27
1930,60734,52607,-37
1912,60746,52613,22
1928,60768,52621,17
1984,60772,52617,29
1962,60733,52612,-4
1948,60646,52586,3
2004,60546,52544,-57
1968,60465,52524,4
1964,60434,52504,-8
2010,60431,52511,29
2006,60443,52508,30
2052,60466,52524,-8
2004,60473,52528,1
1997,60480,52530,14
2072,60487,52528,-31
2012,60508,52536,13
2020,60519,52536,0
2028,60524,52542,17
2014,60538,52544,16
2090,60533,52543,26
2040,60534,52544,-23
1862,60540,52541,-5
2128,60548,52546,-9
2080,60561,52553,48
2081,60573,52558,32
2000,60602,52565,39
1988,60617,52566,32
3468,60636,52579,-5
2201,60645,52576,-38
2194,60669,52581,-22
1994,60685,52591,-15
1994,60696,52593,20
2000,60713,52601,12
1968,60719,52596,0
1996,60731,52607,5
2046,60737,52605,-16
2024,60717,52599,-43
2034,60653,52572,-42
1832,60557,52549,-13
2058,60470,52516,9
2036,60407,52495,0
2041,60388,52481,30
2024,60401,52489,37
2116,60417,52494,-9
2120,60428,52499,-21
2046,60439,52505,-19
2072,60445,52500,23
2080,60468,52514,9
2088,60485,52515,0
2042,60488,52519,20
2052,60494,52523,34
2138,60483,52512,-2
2124,60482,52514,-23
2130,60483,52510,-19
2112,60495,52517,0
2136,60498,52519,37
2144,60517,52527,29
2036,60537,52527,-9
2064,60554,52540,19
2276,60573,52536,-21
2572,60585,52544,-27
2524,60599,52547,-30
1992,60607,52551,28
2012,60616,52556,23
2028,60637,52563,16
1944,60638,52560,-12
1945,60656,52565,-1
2032,60661,52565,-52
2060,60670,52571,-25
2084,60646,52563,-32
2040,60569,52537,24
2044,60475,52502,24
2047,60382,52470,26
1992,60352,52465,10
1999,60338,52455,16
2047,60360,52468,-48
2056,60383,52476,2
2064,60406,52480,-9
2040,60419,52486,26
2096,60445,52496,7
2098,60466,52497,23
2024,60493,52515,-18
2037,60494,52514,-12
2104,60487,52510,-19
2112,60486,52503,12
2118,60484,52502,-10
2047,60491,52513,49
2116,60500,52516,25
2108,60526,52526,40
1972,60532,52525,-24
2093,60550,52532,-13
3588,60560,52532,-31
2164,60565,52537,17
2140,60583,52542,-4
1932,60590,52547,35
2012,60609,52554,-18
2044,60626,52555,-2
1976,60640,52567,-14
1988,60646,52564,0
2016,60658,52570,-36
2016,60638,52560,21
2060,60576,52541,4
2004,60481,52509,21
2032,60419,52491,15
2036,60370,52476,34
2024,60369,52477,-65
2032,60377,52475,-56
2144,60401,52486,7
2096,60426,52494,5
2100,60450,52502,-6
2012,60462,52504,35
2088,60490,52511,-10
2088,60504,52519,13
2052,60515,52530,-20
2024,60521,52526,-15
2080,60520,52535,-15
2100,60519,52527,30
2096,60529,52535,22
2056,60537,52539,20
2034,60551,52534,-12
2068,60569,52543,-3
1936,60594,52555,-35
1952,60603,52563,-42
3808,60626,52558,16
2104,60644,52569,27
2089,60655,52570,25
1920,60665,52584,0
1928,60676,52577,3
1916,60692,52584,16
1962,60712,52596,-11
1977,60718,52601,-20
1960,60727,52597,10
2044,60698,52589,24
2038,60629,52569,18
1976,60535,52545,1
2008,60454,52513,-24
2004,60422,52495,-20
2032,60432,52505,-25
2046,60439,52511,-25
2000,60461,52515,19
2064,60478,52518,4
2064,60495,52518,11
2026,60515,52539,-8
2045,60521,52536,-25
2036,60543,52539,-1
2096,60549,52550,-38
1882,60559,52548,-48
2072,60559,52547,11
2120,60561,52545,26
2106,60561,52553,24
2084,60574,52558,-9
2088,60587,52561,-20
2176,60610,52570,-14
2096,60624,52569,-10
2132,60643,52581,-32
3000,60658,52581,16
2010,60677,52579,-2
2010,60693,52589,7
1956,60701,52595,2
1956,60716,52590,-22
1952,60727,52601,-16
1986,60742,52609,17
1982,60746,52607,6
1876,60753,52602,33
2036,60709,52598,0
2010,60630,52570,17
2032,60541,52537,-10
2020,60473,52522,-39
2012,60461,52516,-48
2136,60472,52510,23
2040,60502,52524,6
2036,60514,52534,33
2064,60532,52532,-13
2046,60549,52538,-5
2064,60569,52549,-41
2100,60572,52547,-38
2052,60583,52548,-47
2096,60594,52550,15
2089,60591,52555,0
2092,60586,52549,36
2116,60580,52550,9
2110,60586,52553,29
2084,60597,52558,-37
2047,60603,52557,-17
2045,60622,52566,-31
2632,60635,52565,5
2716,60662,52574,-9
2320,60681,52586,15
1950,60692,52585,-17
1942,60713,52595,-7
1972,60714,52588,-40
1952,60734,52592,-22
1946,60740,52594,-34
2012,60752,52599,27
2008,60757,52605,14
2020,60736,52593,50
2024,60666,52575,13
2010,60572,52542,19
2024,60502,52516,-40
1957,60458,52503,19
1964,60450,52497,-6
2012,60467,52511,16
2016,60485,52512,13
2000,60510,52523,31
2013,60525,52529,-15
2006,60551,52538,-5
2072,60562,52545,-3
1994,60573,52543,-3
1709,60581,52551,-19
2092,60572,52539,27
2076,60573,52545,28
2088,60561,52537,11
2038,60569,52545,-38
2026,60580,52544,-17
2064,60587,52555,-24
2244,60601,52553,26
2314,60611,52558,20
2476,60631,52572,18
2418,60639,52568,13
1970,60668,52573,-3
1912,60677,52583,-35
2025,60699,52582,-24
1984,60705,52592,-39
1968,60727,52596,10
1972,60745,52608,-8
1874,60737,52603,27
2016,60703,52588,20
2040,60620,52569,-33
1964,60529,52531,-22
1966,60456,52505,-20
2028,60431,52501,1
2102,60426,52501,9
2032,60451,52510,5
2040,60452,52507,48
2026,60471,52508,48
2060,60490,52520,-24
2024,60502,52519,-5
2022,60520,52526,-4
2092,60531,52530,12
2068,60537,52540,30
2084,60544,52536,27
2064,60528,52536,9
2056,60531,52533,23
2104,60530,52536,-23
2016,60543,52536,-22
2042,60560,52540,-24
2016,60579,52545,15
3752,60595,52556,35
3810,60617,52563,32
2120,60627,52562,6
2098,60650,52572,35
1976,60662,52582,-21
1925,60680,52581,-24
1936,60694,52585,-36
1976,60707,52594,15
1988,60734,52600,16
2012,60727,52599,13
2008,60685,52585,-15
1996,60603,52559,-1
2073,60504,52520,-23
1992,60422,52494,-17
2000,60383,52477,-32
2024,60383,52482,-6
2080,60395,52480,14
2092,60408,52485,16
2024,60420,52490,-4
2025,60441,52500,9
2080,60448,52504,-24
2064,60461,52504,-30
2065,60471,52512,-44
2066,60493,52510,0
2168,60488,52516,42
2169,60479,52513,45
2080,60479,52503,0
2064,60480,52513,5
2152,60492,52509,14
2096,60507,52520,13
2204,60524,52522,-3
2016,60549,52532,-19
3256,60564,52542,31
3180,60581,52540,41
2012,60591,52551,28
2010,60605,52551,17
2018,60625,52557,25
1970,60636,52562,9
1977,60654,52565,-8
1978,60664,52572,-63
1904,60665,52565,-2
2076,60673,52570,7
2024,60618,52554,45
2010,60520,52515,33
2064,60430,52491,11
2044,60365,52460,-17
2045,60347,52455,0
2112,60369,52459,-40
2046,60383,52470,19
2058,60397,52476,-9
2040,60427,52479,31
2040,60440,52494,36
2046,60457,52489,-35
2069,60487,52502,-31
2050,60492,52502,-27
2032,60496,52502,-11
2108,60499,52510,24
2114,60489,52504,16
2049,60483,52509,10
2056,60492,52504,-1
2068,60502,52517,6
2040,60510,52511,-41
2025,60525,52512,-24
3248,60543,52522,0
2280,60544,52527,17
2256,60559,52533,19
1940,60565,52532,46
1960,60578,52538,58
1976,60587,52537,-15
2012,60610,52543,-21
2016,60621,52549,-31
1980,60627,52556,8
2068,60623,52548,18
2052,60569,52533,18
2016,60489,52502,-21
2037,60385,52475,-1
2008,60299,52438,-20
2032,60284,52432,-21
2034,60277,52430,-29
2004,60295,52435,26
2080,60324,52451,22
2077,60342,52453,17
2044,60358,52464,0
2058,60372,52468,22
2018,60399,52474,-42
2088,60415,52482,-24
1983,60425,52490,-27
2012,60430,52493,29
2108,60421,52485,17
2093,60425,52483,16
2080,60438,52485,3
2089,60454,52500,12
2032,60472,52502,-45
2066,60493,52514,-40
2060,60510,52523,-52
3088,60521,52523,40
2268,60551,52530,21
2242,60569,52540,20
1962,60583,52547,11
1944,60602,52543,25
1932,60619,52555,-58
1992,60627,52556,-39
1992,60641,52561,-49
1749,60649,52554,22
2008,60646,52564,19
1968,60595,52544,29
2034,60505,52511,3
2040,60409,52487,9
1976,60340,52454,-23
2138,60308,52448,-15
2036,60312,52450,-30
2012,60323,52443,21
2040,60343,52457,28
2040,60355,52466,45
2064,60364,52467,-24
2092,60390,52475,-12
2042,60396,52473,-37
2104,60413,52481,25
2100,60429,52483,2
2052,60427,52485,28
2120,60429,52484,22
2104,60423,52484,40
2116,60429,52481,-11
2136,60453,52494,0
2064,60469,52493,-18
2128,60490,52506,18
2120,60508,52505,0
2184,60519,52518,35
2676,60535,52514,-3
2604,60548,52514,18
2038,60568,52528,-31
2041,60576,52534,-23
1938,60590,52527,-30
1989,60605,52537,25
1994,60614,52543,12
2040,60628,52540,65
2004,60647,52553,-10
1994,60630,52545,1
2068,60564,52530,-41
2072,60470,52489,-36
1992,60392,52464,-12
2024,60341,52447,7
2005,60339,52450,-6
2018,60360,52450,14
2045,60379,52464,-27
2032,60407,52469,-15
2080,60420,52477,-49
2084,60444,52481,-51
2032,60450,52484,-13
2072,60475,52494,11
2044,60490,52495,6
2076,60492,52500,12
2074,60485,52491,-4
2060,60483,52488,7
2120,60479,52493,-18
2196,60498,52500,-26
2068,60506,52503,8
2024,60513,52501,24
2005,60529,52505,22
2868,60550,52518,1
2280,60555,52511,-23
2396,60570,52514,-8
2004,60594,52531,-27
1996,60602,52538,-37
1972,60612,52536,26
1918,60619,52530,20
1992,60631,52540,25
2044,60652,52541,9
2028,60647,52550,-8
