RED,IR
26028,29963
26033,29973
26026,29966
26026,29971
26029,29973
26029,29969
26028,29969
26023,29967
26027,29970
26029,29967
26027,29974
26029,29976
26031,29980
26034,29977
26031,29980
26036,29982
26036,29986
26038,29989
26033,29990
26041,29999
26042,30002
26041,30000
26036,29999
26042,30012
26045,30007
26047,30011
26044,30016
26044,30015
26046,30022
26047,30022
26047,30020
26045,30024
26053,30028
26055,30034
26050,30030
26057,30037
26056,30044
26056,30038
26060,30046
26054,30048
26056,30058
26059,30055
26057,30056
26062,30064
26060,30062
26064,30070
26066,30071
26067,30077
26070,30078
26072,30076
26071,30083
26069,30080
26065,30091
26075,30092
26073,30100
26078,30104
26076,30107
26083,30107
26077,30111
26082,30123
26083,30118
26079,30118
26081,30125
26082,30122
26089,30133
26089,30132
26077,30112
26079,30106
26069,30088
26059,30064
26050,30046
26037,30027
26046,30019
26041,30004
26034,29997
26029,29993
26037,30003
26040,30003
26043,30008
26039,30009
26048,30022
26050,30021
26052,30017
26050,30026
26046,30021
26043,30016
26053,30022
26047,30017
26050,30019
26045,30021
26048,30025
26041,30020
26049,30019
26041,30021
26056,30033
26053,30038
26057,30047
26057,30045
26057,30049
26061,30054
26058,30041
26056,30044
26057,30045
26057,30043
26054,30043
26061,30052
26055,30048
26059,30047
26058,30052
26060,30045
26051,30048
26059,30056
26059,30060
26061,30062
26062,30061
26063,30068
26062,30061
26060,30059
26066,30070
26068,30075
26064,30075
26063,30081
26069,30077
26069,30085
26072,30085
26069,30086
26073,30087
26070,30097
26073,30097
26070,30090
26075,30100
26075,30100
26077,30106
26083,30115
26075,30105
26078,30116
26079,30115
26085,30119
26084,30118
26083,30133
26085,30125
26088,30139
26091,30134
26088,30137
26085,30137
26084,30137
26091,30147
26081,30143
26089,30148
26094,30148
26095,30160
26094,30156
26091,30159
26095,30163
26097,30167
26095,30167
26099,30168
26095,30173
26094,30173
26099,30181
26093,30175
26097,30185
26099,30187
26098,30181
26093,30178
26097,30175
26088,30153
26079,30131
26071,30115
26060,30088
26061,30086
26055,30069
26044,30055
26049,30064
26056,30064
26053,30062
26058,30074
26058,30073
26053,30079
26060,30089
26064,30091
26064,30092
26067,30105
26066,30090
26063,30092
26066,30092
26058,30087
26066,30092
26067,30092
26065,30090
26066,30102
26074,30109
26074,30106
26071,30114
26078,30121
26074,30124
26073,30118
26072,30114
26074,30118
26065,30113
26073,30118
26075,30117
26073,30114
26072,30122
26073,30121
26074,30123
26075,30126
26072,30122
26072,30126
26079,30132
26078,30133
26073,30128
26078,30143
26080,30137
26081,30142
26081,30144
26078,30145
26078,30141
26083,30153
26086,30148
26086,30155
26087,30157
26083,30154
26082,30148
26087,30160
26093,30166
26087,30164
26082,30162
26086,30171
26088,30173
26092,30177
26087,30172
26088,30175
26093,30182
26093,30179
26088,30176
26098,30189
26090,30190
26090,30186
26100,30199
26096,30191
26097,30207
26095,30197
26096,30196
26094,30199
26101,30205
26098,30207
26099,30216
26100,30210
26104,30224
26106,30223
26107,30224
26106,30226
26111,30234
26106,30232
26103,30227
26109,30229
26103,30210
26092,30201
26086,30178
26080,30154
26071,30140
26067,30128
26061,30114
26057,30116
26065,30110
26062,30116
26066,30126
26069,30124
26064,30129
26073,30143
26075,30150
26070,30144
26076,30149
26078,30152
26075,30148
26070,30147
26071,30143
26076,30151
26074,30147
26074,30145
26072,30148
26076,30155
26079,30161
26080,30172
26081,30172
26085,30178
26086,30184
26085,30182
26081,30176
26087,30176
26085,30178
26086,30177
26085,30173
26086,30174
26081,30178
26081,30173
26078,30178
26082,30182
26090,30186
26086,30183
26082,30187
26087,30185
26090,30195
26092,30197
26090,30195
26094,30199
26090,30203
26087,30200
26091,30208
26093,30206
26093,30209
26089,30208
26089,30207
26091,30217
26096,30221
26094,30215
26091,30213
26097,30220
26101,30232
26100,30228
26095,30225
26100,30225
26100,30228
26101,30234
26095,30227
26102,30240
26100,30238
26103,30245
26103,30245
26106,30243
26101,30253
26105,30251
26102,30246
26100,30251
26112,30265
26104,30254
26113,30268
26109,30265
26114,30269
26111,30270
26107,30270
26112,30276
26108,30270
26111,30282
26120,30286
26116,30283
26110,30281
26114,30290
26120,30288
26114,30284
26114,30276
26109,30271
26104,30250
26102,30236
26088,30212
26074,30185
26075,30180
26069,30167
26064,30159
26059,30157
26072,30165
26073,30168
26064,30170
26075,30179
26081,30187
26075,30192
26087,30197
26078,30191
26079,30197
26080,30195
26077,30193
26085,30196
26079,30195
26080,30196
26079,30190
26075,30194
26086,30202
26080,30198
26082,30205
26090,30214
26085,30213
26093,30227
26089,30221
26089,30224
26089,30217
26087,30221
26088,30211
26094,30224
26092,30215
26091,30218
26090,30221
26089,30219
26092,30223
26093,30225
26090,30226
26087,30227
26095,30230
26097,30235
26097,30235
26087,30234
26095,30241
26093,30235
26091,30236
26094,30240
26098,30246
26099,30240
26103,30249
26094,30244
26098,30252
26103,30258
26101,30254
26099,30249
26097,30253
26105,30262
26098,30255
26098,30260
26098,30261
26103,30269
26101,30262
26105,30270
26106,30276
26109,30273
26105,30270
26105,30278
26107,30275
26104,30276
26114,30287
26107,30286
26113,30293
26113,30293
26113,30292
26110,30283
26110,30293
26111,30298
26116,30301
26112,30297
26114,30306
26117,30310
26112,30304
26111,30303
26116,30315
26119,30316
26117,30317
26122,30322
26119,30320
26127,30324
26121,30320
26117,30312
26106,30292
26109,30277
26087,30250
26088,30238
26076,30209
26069,30198
26072,30189
26069,30183
26070,30185
26067,30186
26067,30186
26073,30195
26073,30196
26080,30208
26081,30218
26085,30219
26088,30219
26080,30223
26077,30209
26079,30215
26078,30214
26074,30206
26077,30206
26073,30205
26078,30209
26080,30214
26085,30218
26086,30228
26084,30227
26090,30233
26093,30235
26087,30232
26089,30235
26087,30228
26085,30232
26085,30228
26083,30224
26078,30227
26087,30225
26081,30231
26086,30235
26083,30225
26088,30238
26086,30229
26089,30235
26089,30239
26087,30238
26092,30240
26090,30241
26093,30242
26090,30242
26093,30249
26089,30244
26093,30253
26095,30252
26093,30254
26094,30255
26095,30249
26094,30259
26094,30252
26090,30253
26090,30256
26097,30262
26092,30258
26091,30256
26099,30265
26095,30259
26097,30263
26099,30270
26099,30268
26098,30271
26097,30271
26094,30276
26100,30276
26102,30272
26098,30278
26098,30277
26102,30284
26106,30283
26103,30280
26098,30281
26103,30288
26108,30288
26104,30292
26108,30291
26106,30295
26110,30294
26109,30297
26104,30298
26107,30301
26114,30308
26105,30298
26113,30307
26100,30287
26096,30273
26090,30246
26077,30227
26073,30209
26070,30189
26056,30174
26060,30164
26057,30159
26055,30157
26055,30158
26055,30162
26066,30172
26065,30178
26064,30182
26063,30178
26066,30187
26066,30190
26067,30193
26069,30193
26069,30181
26070,30188
26067,30185
26066,30181
26063,30175
26070,30185
26066,30190
26072,30198
26075,30206
26073,30205
26077,30207
26074,30202
26072,30196
26073,30201
26074,30199
26072,30199
26073,30195
26073,30192
26072,30196
26068,30191
26069,30188
26070,30190
26075,30197
26075,30195
26073,30197
26075,30200
26074,30202
26076,30203
26076,30205
26072,30207
26078,30207
26077,30207
26078,30211
26081,30213
26078,30208
26081,30213
26081,30219
26083,30216
26082,30220
26087,30219
26082,30218
26088,30220
26080,30219
26081,30220
26085,30223
26080,30226
26085,30230
26087,30232
26087,30232
26085,30226
26092,30236
26085,30230
26084,30238
26087,30237
26093,30245
26095,30248
26092,30246
26087,30240
26097,30246
26093,30248
26093,30248
26096,30256
26098,30255
26098,30256
26095,30255
26097,30256
26096,30260
26101,30270
26100,30263
26102,30269
26095,30262
26103,30267
26101,30259
26094,30246
26088,30229
26081,30203
26067,30173
26053,30147
26055,30135
26047,30125
26043,30120
26042,30110
26041,30108
26042,30118
26047,30118
26052,30127
26050,30128
26058,30136
26053,30135
26056,30146
26061,30143
26058,30137
26051,30128
26054,30132
26056,30130
26050,30124
26049,30126
26056,30127
26058,30134
26059,30139
26063,30150
26063,30148
26069,30155
26070,30155
26063,30155
26067,30156
26066,30153
26068,30150
26068,30153
26064,30149
26059,30141
26063,30145
26061,30135
26055,30142
26061,30149
26060,30146
26065,30146
26063,30145
26059,30141
26069,30154
26063,30145
26062,30145
26063,30152
26065,30150
26067,30153
26064,30151
26067,30156
26070,30157
26071,30158
26067,30152
26070,30163
26071,30167
26072,30171
26069,30163
26071,30170
26078,30178
26075,30173
26080,30177
26078,30182
26075,30176
26078,30188
26079,30181
26076,30173
26087,30187
26080,30189
26084,30189
26088,30194
26084,30189
26078,30186
26090,30197
26082,30195
26088,30196
26086,30199
26089,30204
26085,30204
26082,30195
26088,30205
26091,30207
26087,30204
26090,30210
26089,30207
26088,30212
26089,30214
26088,30218
26097,30225
26091,30220
26089,30223
26099,30234
26097,30233
26094,30231
26095,30232
26102,30242
26104,30242
26103,30232
26101,30231
26091,30206
26077,30181
26072,30154
26060,30136
26051,30112
26047,30088
26038,30069
26031,30060
26031,30052
26022,30045
26033,30050
26036,30062
26038,30064
26036,30065
26035,30065
26043,30076
26036,30067
26038,30074
26041,30070
26035,30064
26042,30064
26033,30048
26035,30056
26035,30054
26034,30046
26032,30050
26036,30055
26029,30051
26041,30066
26037,30062
26041,30064
26044,30070
26047,30070
26042,30064
26040,30069
26034,30058
26045,30063
26039,30062
26043,30066
26046,30065
26039,30065
26044,30070
26040,30075
26044,30067
26044,30073
26050,30079
26047,30084
26045,30076
26044,30081
26051,30087
26048,30091
26049,30080
26053,30090
26047,30083
26050,30092
26053,30094
26053,30095
26048,30097
26057,30099
26055,30102
26053,30106
26051,30096
26048,30097
26057,30107
26055,30100
26052,30107
26059,30102
26054,30107
26054,30107
26064,30114
26055,30107
26064,30118
26057,30119
26066,30123
26060,30126
26061,30128
26067,30133
26067,30134
26061,30141
26070,30137
26069,30141
26071,30150
26076,30157
26073,30147
26076,30159
26073,30156
26076,30158
26082,30163
26078,30163
26074,30167
26085,30174
26076,30165
26081,30166
26065,30145
26065,30133
26047,30100
26046,30080
26026,30048
26029,30032
26017,30008
26015,29999
26014,29992
26008,29986
26010,29990
26011,29990
26014,30000
26019,30006
26014,30010
26029,30024
26019,30014
26026,30021
26020,30012
26027,30023
26021,30015
26021,30007
26027,30014
26020,30002
26027,30013
26023,30012
26021,30019
26033,30026
26033,30029
26031,30030
26032,30036
26031,30039
26037,30036
26031,30033
26031,30035
26027,30025
26027,30025
26026,30025
26033,30029
26028,30020
26036,30036
26029,30025
26035,30036
26034,30030
26036,30037
26036,30040
26035,30040
26034,30046
26041,30046
26033,30043
26044,30055
26038,30048
26035,30048
26036,30051
26043,30062
26039,30057
26034,30056
26049,30066
26042,30060
26042,30065
26041,30063
26043,30070
26046,30072
26045,30067
26048,30069
26051,30080
26044,30070
26048,30082
26044,30077
26050,30077
26050,30084
26051,30091
26048,30089
26055,30088
26059,30101
26059,30099
26060,30105
26065,30112
26058,30106
26061,30110
26065,30115
26063,30112
26067,30124
26061,30117
26056,30111
26058,30104
26044,30079
26042,30061
26027,30030
26022,30005
26009,29983
26013,29968
26005,29955
25998,29944
26002,29951
26000,29949
26004,29954
26007,29963
26004,29958
26011,29972
26008,29972
26018,29978
26012,29976
26021,29980
26010,29976
26021,29977
26005,29967
26017,29974
26008,29968
26016,29973
26012,29974
26020,29986
26017,29987
26025,29999
26018,29994
26031,30001
26027,29999
26020,29999
26024,30000
26016,29998
26024,29995
26013,29988
26024,29994
26024,29993
26021,29987
26020,29994
26021,29992
26025,29995
26023,29994
26024,30003
26025,30006
26023,29999
26034,30013
26027,30015
26030,30019
26031,30011
26037,30019
26035,30019
26031,30018
26040,30029
26032,30023
26037,30030
26035,30031
26044,30036
26035,30036
26044,30042
26040,30035
26042,30046
26041,30044
26043,30049
26044,30044
26049,30053
26048,30056
26047,30053
26050,30062
26050,30066
26045,30065
26056,30070
26051,30072
26052,30081
26059,30082
26055,30083
26063,30089
26061,30091
26061,30094
26061,30096
26068,30106
26064,30111
26065,30106
26071,30104
26065,30099
26054,30075
26047,30052
26035,30027
26021,30000
26016,29978
26007,29951
25997,29941
26000,29933
25992,29923
25991,29924
26000,29924
26000,29930
26005,29940
26007,29941
26013,29951
26010,29946
26013,29951
26011,29957
26008,29949
26012,29952
26012,29947
26004,29940
26020,29952
26010,29942
26010,29947
26014,29953
26016,29960
26015,29971
26026,29973
26016,29980
26032,29988
26024,29983
26024,29982
26030,29989
26020,29981
26023,29984
26023,29976
26027,29982
26023,29981
26027,29983
26022,29980
26028,29985
26024,29988
26022,29984
26025,29993
26025,29987
26029,29994
26036,30002
26034,29996
26027,30000
26037,30008
26026,29998
26034,30009
26031,30002
26037,30010
26031,30008
26040,30013
26031,30017
26042,30018
26043,30030
26039,30026
26038,30031
26042,30034
26041,30029
26045,30037
26045,30033
26042,30042
26050,30046
26046,30046
26050,30046
26051,30056
26050,30058
26052,30057
26052,30060
26054,30068
26050,30064
26058,30076
26051,30071
26063,30080
26064,30080
26057,30082
26070,30089
26057,30089
26072,30097
26065,30097
26072,30102
26069,30100
26077,30114
26071,30108
26073,30114
26069,30114
26066,30096
26060,30078
26054,30047
26035,30010
26029,29989
26016,29967
26015,29945
26002,29933
26004,29929
25998,29923
26007,29929
26001,29923
26011,29938
26009,29938
26018,29948
26014,29946
26012,29951
26018,29957
26012,29946
26019,29950
26010,29947
26014,29939
26011,29940
26007,29935
26014,29939
26005,29936
26016,29945
26016,29948
26016,29955
26021,29962
26020,29968
26022,29958
26021,29967
26020,29972
26019,29965
26015,29962
26026,29962
26017,29957
26019,29956
26021,29958
26014,29955
26023,29960
26017,29953
26024,29963
26021,29962
26024,29965
26021,29962
26020,29971
26024,29979
26022,29970
26019,29975
26026,29979
26025,29980
26029,29978
26028,29979
26026,29986
26028,29986
26027,29990
26029,29990
26029,29991
26036,29998
26033,29996
26040,30001
26032,29998
26034,30008
26034,30002
26037,30012
26036,30012
26033,30007
26042,30019
26042,30016
26037,30016
26046,30023
26039,30015
26044,30025
26046,30029
26041,30020
26042,30030
26047,30033
26043,30033
26042,30033
26049,30042
26042,30039
26045,30036
26052,30042
26048,30050
26056,30054
26053,30051
26061,30064
26055,30060
26056,30060
26058,30064
26048,30045
26041,30021
26035,30000
26020,29971
26004,29942
26001,29927
25989,29900
25988,29886
25986,29882
25980,29879
25987,29880
25991,29889
25993,29889
25995,29898
26002,29904
25998,29905
26010,29916
26001,29909
26004,29910
26005,29910
25998,29902
26000,29906
25992,29891
25996,29904
25995,29897
26000,29904
25998,29910
26007,29915
26001,29917
26013,29931
26010,29928
26008,29924
26013,29930
26007,29922
26007,29920
26010,29923
26005,29920
26000,29915
26008,29922
25999,29911
26002,29914
26003,29916
26004,29919
26011,29922
26006,29928
26014,29933
26006,29929
26014,29938
26009,29934
26013,29940
26007,29937
26017,29943
26013,29940
26015,29947
26012,29946
26019,29952
26015,29947
26019,29960
26018,29956
26021,29961
26023,29959
26027,29967
26024,29968
26017,29966
26029,29975
26026,29975
26024,29979
26024,29973
26030,29980
26021,29982
26029,29983
26030,29989
26028,29987
26026,29987
26033,29996
26032,29997
26033,29994
26032,30000
26039,30008
26031,29999
26036,30015
26037,30014
26037,30018
26043,30022
26039,30018
26044,30027
26047,30028
26047,30031
26039,30021
26034,29998
26027,29986
26018,29954
26000,29925
25996,29901
25983,29879
25976,29863
25978,29854
25971,29850
25972,29842
25977,29855
25977,29856
25980,29862
25986,29869
25981,29869
25986,29873
25982,29873
25991,29880
25989,29877
25983,29869
25989,29873
25983,29868
25978,29862
25984,29868
25983,29868
25986,29870
25986,29879
25993,29888
25990,29894
25993,29887
25999,29900
25994,29897
25993,29885
25998,29894
25999,29891
25993,29883
25987,29880
25989,29876
25993,29882
25987,29879
25987,29886
25987,29879
25992,29883
25994,29888
25992,29893
25988,29890
25991,29894
25991,29900
25989,29897
26000,29910
26003,29907
25994,29903
25998,29914
26002,29909
26000,29907
26009,29916
25995,29914
26006,29922
25998,29919
26008,29929
26001,29928
25999,29925
26011,29939
26007,29931
26000,29934
26010,29941
26009,29939
26005,29942
26013,29948
26002,29946
26015,29954
26011,29951
26010,29947
26014,29963
26020,29966
26017,29964
26011,29963
26021,29972
26017,29968
26018,29975
26023,29974
26016,29974
26025,29987
26018,29981
26029,29996
26023,29988
26027,29999
26027,30000
26023,30001
26030,30007
26026,29995
26021,29980
26016,29963
25997,29927
25992,29905
25983,29876
25967,29850
25965,29836
25955,29821
25962,29823
25957,29817
25957,29816
25968,29823
25964,29825
25972,29835
25964,29837
25978,29848
25975,29845
25970,29845
25976,29852
25974,29844
25966,29839
25968,29834
25969,29834
25968,29830
25976,29834
25968,29830
25974,29845
25968,29846
25981,29855
25978,29857
25981,29861
25983,29866
25970,29860
25982,29866
25978,29857
25976,29861
25978,29858
25972,29861
25981,29860
25977,29851
25981,29862
25977,29858
25983,29870
25979,29862
25985,29872
25984,29869
25982,29873
25979,29876
25985,29879
25989,29884
25983,29881
25983,29885
25983,29882
25988,29893
25987,29888
25995,29896
25992,29899
25992,29901
25994,29906
25992,29897
25997,29914
25994,29905
25995,29915
25996,29912
25993,29917
25997,29919
25997,29916
25997,29925
25996,29921
26004,29931
26002,29930
26008,29941
26003,29932
26008,29936
26007,29945
26003,29942
26014,29949
26007,29950
26006,29954
26010,29959
26010,29959
26006,29961
26013,29968
26009,29966
26019,29980
26018,29979
26014,29982
26022,29988
26025,29994
26021,29984
26026,29993
26023,29993
26020,29995
26021,29978
26005,29941
25992,29921
25985,29892
25968,29862
25957,29836
25957,29825
25948,29808
25955,29807
25946,29796
25946,29799
25953,29809
25957,29815
25958,29815
25969,29833
25959,29829
25963,29834
25964,29830
25957,29826
25961,29829
25964,29821
25954,29814
25962,29821
25956,29815
25953,29812
25961,29824
25958,29821
25960,29832
25968,29838
25966,29839
25970,29843
25966,29841
25967,29845
25969,29840
25961,29834
25971,29842
25964,29833
25967,29838
25963,29835
25964,29836
25961,29830
25967,29843
25963,29838
25962,29830
25968,29842
25967,29840
25973,29850
25969,29846
25971,29850
25969,29848
25975,29856
25968,29851
25978,29860
25970,29858
25975,29865
25976,29863
25979,29867
25972,29859
25977,29875
25977,29867
25983,29876
25977,29875
25982,29873
25983,29879
25978,29878
25985,29886
25981,29881
25982,29885
25986,29891
25982,29881
25985,29895
25985,29894
25982,29892
25984,29889
25979,29897
25989,29899
25984,29900
25992,29906
25991,29906
25990,29902
25996,29919
25994,29918
25990,29918
25998,29922
25991,29925
26002,29930
25998,29935
25994,29936
26005,29940
26001,29935
25993,29926
25993,29921
25983,29891
25966,29860
25967,29838
25954,29810
25940,29783
25942,29775
25932,29762
25931,29755
25930,29760
25932,29757
25935,29765
25944,29779
25938,29773
25943,29789
25946,29785
25944,29781
25945,29792
25944,29778
25949,29787
25942,29780
25939,29774
25946,29779
25939,29776
25944,29777
25946,29785
25946,29788
25946,29802
25958,29803
25954,29805
25959,29811
25952,29802
25957,29809
25953,29807
25951,29797
25957,29804
25951,29797
25952,29798
25957,29805
25952,29796
25953,29799
25959,29807
25956,29804
25955,29809
25961,29817
25958,29815
25962,29825
25963,29820
25959,29825
25969,29830
25962,29828
25966,29834
25966,29824
25967,29837
25972,29842
25964,29838
25973,29843
25967,29844
25971,29852
25972,29853
25969,29848
25975,29856
25973,29859
25970,29861
25977,29867
25976,29862
25975,29864
25983,29874
25973,29869
25984,29881
25989,29885
25982,29877
25981,29884
25987,29889
25986,29883
25990,29892
25985,29892
25993,29899
25987,29899
25989,29900
25989,29904
26000,29908
25989,29904
25997,29920
25993,29918
26003,29924
25999,29929
26003,29921
26005,29935
26010,29940
26001,29930
26005,29927
25998,29914
25985,29879
25977,29861
25962,29832
25949,29802
25950,29789
25940,29768
25936,29759
25935,29752
25938,29764
25940,29757
25939,29772
25950,29777
25945,29782
25953,29789
25956,29791
25953,29784
25954,29793
25955,29787
25945,29782
25955,29787
25949,29778
25945,29776
25950,29785
25947,29781
25951,29791
25959,29791
25958,29799
25964,29810
25961,29810
25963,29811
25966,29816
25959,29807
25962,29809
25966,29810
25965,29808
25961,29805
25955,29802
25962,29807
25961,29802
25961,29806
25968,29811
25964,29816
25962,29813
25974,29824
25974,29822
25966,29822
25970,29835
25975,29833
25972,29827
25974,29836
25976,29839
25977,29846
25974,29847
25975,29841
25977,29853
25984,29849
25976,29845
25986,29859
25980,29852
25986,29857
25988,29865
25984,29863
25984,29863
25991,29877
25990,29877
25988,29873
25996,29886
25992,29885
25991,29880
25994,29894
25993,29888
25995,29892
25999,29897
25999,29906
26002,29896
25999,29905
26004,29910
26001,29910
26000,29907
26007,29914
26006,29918
26014,29927
26011,29931
26013,29931
26013,29939
26009,29939
26015,29948
26013,29946
26016,29950
26019,29954
26015,29947
26014,29939
26010,29923
25993,29890
25989,29866
25973,29835
25966,29813
25958,29794
25951,29773
25947,29770
25953,29771
25951,29770
25950,29770
25960,29781
25956,29785
25961,29802
25961,29799
25961,29798
25969,29804
25968,29801
25962,29796
25967,29805
25963,29797
25958,29793
25964,29796
25964,29793
25966,29791
25964,29800
25972,29806
25968,29815
25968,29819
25977,29824
25975,29824
25975,29823
25980,29830
25974,29825
25973,29815
25973,29825
25979,29823
25971,29816
25974,29812
25981,29825
25971,29819
25976,29821
25979,29829
25976,29822
25981,29837
25981,29836
25978,29829
25982,29835
25983,29841
25980,29835
25991,29848
25987,29844
25982,29846
25995,29862
25990,29860
25988,29854
25993,29868
25994,29864
25997,29871
25993,29871
25992,29871
25995,29878
25996,29880
25996,29875
26004,29886
26000,29887
25997,29883
26007,29894
26004,29893
25998,29891
26010,29904
26008,29906
26007,29903
26002,29905
26014,29919
26009,29914
26009,29919
26017,29922
26009,29918
26017,29932
26017,29930
26014,29925
26014,29930
26023,29934
26020,29931
26024,29938
26025,29947
26027,29951
26028,29952
26028,29951
26026,29961
26034,29964
26030,29961
26030,29969
26029,29966
26027,29963
26027,29955
26014,29920
26005,29901
25988,29865
25983,29839
25975,29819
25964,29798
25963,29785
25954,29769
25958,29772
25958,29770
25962,29769
25962,29783
25967,29784
25963,29795
25975,29807
25970,29796
25968,29808
25972,29797
25969,29798
25975,29800
25974,29792
25963,29784
25968,29791
25970,29790
25969,29790
25970,29799
25974,29796
25975,29810
25977,29811
25978,29811
25981,29813
25979,29819
25975,29818
25973,29803
25975,29817
25972,29804
25979,29812
25976,29808
25969,29802
25980,29806
25980,29810
25976,29808
25975,29809
25980,29817
25976,29813
25982,29821
25978,29827
25980,29818
25982,29826
25986,29830
25982,29827
25982,29826
25988,29831
25980,29829
25988,29840
25988,29840
25984,29836
25993,29845
25990,29843
25990,29844
25988,29851
25993,29850
25991,29852
25994,29861
25993,29854
25993,29859
25994,29855
25997,29858
25999,29865
25999,29869
25995,29869
26002,29874
25999,29873
26000,29882
26006,29881
26001,29882
26011,29893
26012,29892
26007,29893
26004,29893
26010,29899
26006,29897
26017,29904
26011,29905
26008,29906
26018,29915
26023,29916
26017,29918
26017,29919
26026,29927
26023,29927
26022,29933
26028,29929
26018,29919
26015,29911
26000,29883
25985,29849
25972,29819
25971,29802
25964,29778
25954,29761
25960,29755
25957,29744
25953,29743
25953,29756
25957,29759
25957,29755
25965,29771
25964,29774
25964,29778
25972,29780
25968,29780
25964,29776
25970,29784
25967,29779
25962,29764
25967,29770
25970,29771
25961,29765
25970,29779
25971,29785
25969,29782
25980,29798
25979,29805
25976,29798
25978,29797
25981,29802
25976,29795
25981,29802
25980,29795
25973,29788
25981,29797
25975,29791
25972,29789
25978,29797
25983,29793
25977,29791
25980,29800
25986,29805
25991,29806
25986,29810
25985,29813
25986,29814
25982,29812
25990,29824
25984,29819
25985,29819
25993,29826
25986,29825
25992,29836
25997,29832
25991,29832
26000,29845
25997,29844
25994,29841
25995,29844
26002,29853
26000,29854
26002,29854
25999,29851
26001,29860
26007,29861
26006,29863
26003,29866
26003,29864
26015,29879
26013,29875
26009,29875
26014,29885
26013,29884
26016,29887
26020,29894
26021,29892
26020,29902
26017,29903
26017,29897
26019,29909
26021,29911
26022,29910
26023,29917
26030,29921
26026,29915
26030,29933
26033,29931
26026,29932
26038,29940
26031,29933
26030,29942
26030,29929
26018,29902
26002,29872
25997,29848
25985,29809
25969,29784
25969,29777
25961,29758
25961,29754
25965,29748
25960,29743
25966,29753
25965,29758
25965,29759
25972,29771
25973,29769
25973,29778
25975,29775
25977,29777
25977,29773
25969,29768
25970,29771
25972,29774
25970,29765
25970,29760
25973,29771
25973,29768
25980,29784
25983,29786
25980,29792
25984,29790
25988,29807
25986,29795
25990,29800
25980,29791
25983,29795
25982,29795
25975,29789
25987,29790
25982,29792
25981,29786
25982,29790
25983,29798
25982,29794
25991,29803
25986,29795
25989,29806
25986,29803
25991,29813
25988,29808
25995,29818
25990,29817
25995,29820
25997,29826
25990,29828
26001,29835
26000,29833
25996,29826
26001,29832
26003,29840
25997,29832
26005,29841
26003,29843
25999,29836
26004,29850
26005,29846
26008,29855
26001,29854
26010,29862
26009,29865
26006,29858
26014,29866
26008,29861
26015,29873
26017,29879
26012,29878
26013,29879
26023,29891
26018,29881
26020,29894
26016,29891
26017,29888
26025,29902
26024,29904
26025,29898
26028,29909
26031,29910
26024,29908
26030,29923
26029,29913
26028,29915
26032,29928
26034,29927
26031,29931
26040,29938
26038,29937
26038,29945
26043,29948
26031,29926
26029,29922
26021,29894
26009,29856
25994,29831
25988,29809
25976,29778
25961,29760
25967,29756
25959,29737
25964,29740
25963,29748
25960,29744
25968,29753
25972,29760
25974,29762
25976,29770
25977,29776
25978,29770
25972,29768
25977,29767
25972,29758
25968,29765
25970,29757
25966,29755
25973,29759
25969,29758
25978,29767
25981,29778
25976,29774
25984,29786
25980,29784
25978,29787
25982,29787
25978,29778
25981,29785
25979,29779
25976,29774
25985,29781
25972,29772
25977,29781
25974,29776
25976,29774
25981,29781
25985,29790
25979,29776
25980,29790
25984,29788
25983,29786
25985,29791
25987,29794
25979,29792
25988,29801
25983,29804
25984,29797
25990,29809
25986,29799
25994,29814
25995,29816
25991,29812
25992,29814
26001,29822
25994,29820
25998,29828
25994,29832
25993,29824
26004,29836
26000,29834
26003,29832
26000,29841
26000,29843
25999,29844
26007,29849
26006,29849
26000,29853
26008,29861
26012,29860
26006,29856
26014,29864
26016,29871
26012,29873
26010,29866
26015,29874
26023,29880
26016,29882
26016,29886
26018,29888
26017,29892
26023,29900
26021,29904
26019,29899
26028,29907
26026,29908
26030,29913
26025,29909
26025,29904
26022,29890
26005,29857
25996,29833
25985,29805
25973,29777
25975,29765
25960,29744
25957,29733
25959,29737
25955,29734
25955,29731
25962,29738
25965,29748
25967,29746
25973,29757
25975,29761
25968,29757
25975,29765
25973,29765
25971,29755
25971,29756
25971,29756
25966,29747
25973,29752
25967,29753
25968,29757
25976,29768
25976,29766
25974,29774
25987,29786
25982,29784
25982,29791
25985,29787
25976,29775
25981,29786
25985,29782
25977,29777
25978,29776
25981,29784
25983,29779
25978,29780
25983,29785
25982,29781
25978,29788
25986,29791
25984,29792
25982,29789
25988,29800
25988,29800
25988,29797
25987,29805
25996,29814
25994,29815
25995,29813
25993,29809
25995,29821
26001,29820
25996,29822
25999,29833
25999,29830
25996,29835
25999,29836
26001,29832
26007,29840
26004,29841
26003,29844
26008,29848
26005,29847
26006,29848
26015,29858
26004,29850
26015,29866
26012,29863
26018,29872
26016,29877
26011,29870
26017,29878
26018,29873
26016,29887
26018,29885
26022,29889
26026,29895
26028,29897
26029,29895
26025,29894
26030,29905
26034,29918
26025,29908
26036,29919
26033,29918
26034,29925
26037,29931
26038,29933
26039,29922
26035,29928
26032,29918
26025,29895
26017,29874
26001,29836
25991,29812
25982,29789
25974,29771
25960,29753
25970,29754
25969,29745
25966,29743
25963,29741
25967,29749
25972,29764
25972,29769
25974,29763
25975,29769
25976,29774
25978,29767
25980,29775
25983,29772
25973,29766
25977,29770
25979,29768
25973,29760
