RED,IR
26138,30270
26138,30273
26137,30275
26141,30279
26142,30284
26145,30278
26143,30291
26147,30287
26146,30290
26143,30295
26148,30300
26153,30294
26143,30287
26137,30270
26125,30242
26117,30214
26110,30192
26100,30167
26089,30146
26083,30132
26077,30118
26077,30119
26079,30109
26079,30112
26083,30119
26087,30120
26087,30127
26092,30136
26095,30139
26091,30142
26094,30147
26096,30148
26098,30149
26095,30151
26098,30151
26093,30143
26095,30141
26098,30144
26097,30146
26098,30145
26098,30154
26099,30157
26104,30167
26100,30170
26105,30172
26101,30163
26101,30173
26106,30162
26102,30163
26100,30159
26102,30158
26100,30159
26101,30162
26104,30160
26102,30162
26098,30167
26096,30162
26104,30170
26104,30167
26102,30172
26101,30172
26104,30179
26111,30183
26111,30187
26108,30190
26111,30191
26112,30188
26114,30191
26117,30196
26114,30194
26117,30200
26116,30201
26118,30202
26115,30209
26119,30208
26119,30208
26117,30211
26122,30213
26119,30219
26119,30220
26119,30217
26125,30224
26124,30230
26125,30230
26125,30230
26125,30241
26123,30235
26132,30239
26131,30240
26136,30245
26129,30249
26131,30252
26128,30251
26130,30253
26137,30264
26136,30265
26138,30265
26142,30268
26142,30272
26140,30274
26145,30279
26139,30283
26142,30282
26149,30288
26148,30287
26145,30287
26142,30299
26149,30296
26148,30295
26141,30287
26138,30269
26129,30247
26115,30215
26102,30183
26097,30163
26089,30140
26079,30123
26080,30115
26078,30110
26075,30104
26075,30111
26076,30113
26080,30119
26083,30122
26086,30132
26093,30138
26092,30137
26091,30140
26092,30145
26093,30142
26095,30145
26094,30144
26092,30141
26091,30137
26088,30135
26092,30134
26094,30144
26095,30150
26101,30154
26097,30155
26096,30163
26101,30157
26099,30155
26099,30163
26099,30164
26095,30157
26099,30156
26098,30159
26099,30151
26103,30162
26099,30160
26101,30153
26099,30159
26103,30167
26105,30168
26103,30171
26108,30175
26105,30179
26107,30181
26109,30184
26109,30188
26109,30193
26108,30191
26111,30193
26108,30198
26110,30195
26112,30201
26115,30196
26111,30201
26114,30201
26111,30200
26115,30198
26103,30197
26111,30202
26104,30201
26114,30207
26115,30207
26118,30206
26117,30211
26118,30209
26115,30218
26119,30213
26117,30220
26119,30224
26117,30220
26122,30224
26125,30228
26124,30228
26128,30239
26126,30240
26128,30247
26131,30243
26129,30248
26126,30251
26128,30254
26132,30261
26129,30256
26133,30261
26137,30266
26132,30259
26137,30270
26137,30267
26137,30274
26134,30277
26131,30274
26138,30278
26142,30285
26144,30288
26143,30296
26143,30297
26147,30295
26143,30291
26135,30276
26122,30250
26111,30226
26100,30189
26093,30169
26091,30138
26074,30124
26066,30112
26071,30101
26066,30095
26064,30095
26071,30103
26072,30105
26080,30107
26071,30114
26080,30125
26084,30134
26081,30129
26081,30134
26091,30137
26082,30139
26084,30137
26087,30133
26087,30131
26091,30133
26084,30129
26082,30132
26088,30133
26089,30140
26093,30138
26091,30145
26083,30142
26085,30142
26087,30143
26085,30137
26086,30133
26084,30134
26082,30133
26083,30131
26083,30129
26080,30128
26078,30130
26086,30132
26087,30133
26087,30137
26088,30139
26086,30137
26086,30143
26086,30139
26090,30145
26089,30147
26082,30144
26088,30152
26086,30151
26093,30158
26090,30155
26092,30157
26089,30161
26101,30157
26092,30167
26093,30161
26098,30167
26096,30168
26093,30170
26101,30174
26094,30172
26099,30179
26097,30177
26096,30175
26098,30179
26098,30176
26098,30182
26097,30179
26100,30184
26107,30191
26107,30192
26102,30192
26105,30194
26108,30199
26110,30200
26110,30200
26109,30208
26110,30206
26109,30215
26114,30215
26109,30220
26114,30224
26118,30229
26118,30233
26118,30231
26118,30222
26119,30224
26116,30212
26098,30189
26094,30168
26087,30140
26074,30113
26068,30099
26065,30081
26057,30064
26057,30063
26057,30060
26055,30061
26056,30065
26054,30063
26061,30076
26060,30081
26066,30084
26063,30090
26071,30096
26067,30094
26073,30099
26073,30097
26074,30092
26070,30092
26071,30092
26066,30093
26071,30093
26073,30103
26073,30109
26077,30112
26082,30114
26081,30123
26077,30116
26076,30118
26083,30117
26074,30111
26073,30109
26072,30104
26077,30108
26078,30104
26074,30108
26078,30109
26078,30109
26078,30110
26075,30112
26073,30114
26076,30119
26079,30117
26081,30129
26084,30130
26081,30131
26091,30141
26085,30133
26085,30143
26092,30144
26091,30149
26091,30152
26092,30157
26093,30159
26093,30158
26091,30157
26092,30161
26090,30163
26096,30165
26099,30168
26094,30176
26102,30177
26104,30172
26101,30176
26103,30179
26101,30182
26109,30186
26104,30187
26106,30192
26107,30197
26104,30192
26108,30203
26112,30201
26112,30210
26112,30212
26115,30213
26110,30213
26116,30226
26122,30225
26119,30230
26123,30230
26118,30235
26126,30238
26123,30242
26123,30247
26127,30252
26129,30250
26128,30242
26123,30228
26107,30200
26097,30168
26084,30142
26072,30111
26067,30095
26061,30077
26057,30058
26057,30057
26051,30051
26049,30046
26056,30051
26056,30058
26061,30069
26063,30072
26066,30078
26066,30079
26068,30085
26069,30084
26066,30088
26069,30090
26069,30088
26067,30084
26069,30087
26069,30077
26066,30085
26067,30083
26071,30089
26072,30100
26069,30094
26076,30107
26071,30098
26074,30109
26076,30105
26073,30107
26074,30101
26080,30112
26071,30098
26074,30102
26071,30096
26074,30100
26066,30096
26073,30096
26069,30096
26076,30106
26075,30109
26073,30110
26079,30113
26078,30113
26079,30117
26081,30123
26082,30121
26083,30125
26082,30129
26087,30133
26085,30132
26085,30132
26084,30138
26088,30140
26088,30135
26089,30143
26089,30144
26084,30144
26094,30152
26092,30153
26090,30153
26090,30156
26095,30157
26092,30155
26090,30158
26092,30158
26092,30167
26095,30164
26096,30167
26097,30173
26094,30173
26100,30174
26100,30184
26100,30180
26097,30175
26099,30174
26099,30182
26099,30182
26098,30183
26101,30186
26104,30188
26099,30192
26104,30199
26106,30198
26101,30202
26106,30205
26106,30210
26109,30206
26107,30204
26104,30199
26091,30175
26083,30154
26075,30123
26065,30096
26058,30077
26046,30053
26048,30032
26040,30022
26038,30009
26032,30013
26036,30009
26035,30017
26035,30023
26036,30033
26047,30028
26051,30046
26049,30039
26051,30045
26051,30051
26053,30044
26047,30045
26053,30046
26054,30041
26049,30042
26054,30047
26056,30051
26055,30055
26049,30051
26052,30058
26057,30063
26058,30064
26055,30070
26060,30069
26056,30067
26059,30065
26055,30059
26053,30064
26056,30059
26056,30056
26049,30056
26047,30055
26051,30060
26058,30060
26054,30060
26057,30066
26051,30062
26059,30069
26058,30073
26062,30077
26063,30076
26059,30079
26065,30084
26064,30094
26071,30091
26065,30094
26067,30093
26069,30099
26070,30101
26070,30101
26070,30101
26075,30111
26072,30113
26067,30108
26076,30116
26073,30112
26073,30126
26076,30127
26084,30128
26083,30132
26081,30130
26076,30132
26086,30135
26079,30131
26088,30141
26087,30143
26081,30143
26088,30143
26086,30152
26085,30145
26089,30150
26086,30145
26086,30148
26084,30154
26084,30156
26092,30160
26092,30163
26086,30163
26094,30169
26088,30169
26097,30174
26090,30169
26092,30172
26091,30167
26088,30156
26077,30136
26064,30107
26056,30080
26051,30057
26037,30035
26034,30011
26025,30001
26027,29993
26027,29991
26027,29999
26020,29987
26033,30001
26032,30006
26036,30015
26040,30018
26038,30023
26039,30029
26040,30028
26035,30021
26042,30035
26035,30020
26040,30028
26039,30028
26034,30022
26042,30028
26042,30034
26042,30031
26050,30043
26045,30039
26046,30042
26045,30043
26046,30044
26041,30040
26043,30038
26042,30038
26046,30035
26039,30029
26039,30027
26043,30032
26041,30028
26041,30032
26042,30034
26041,30035
26038,30038
26046,30043
26047,30046
26048,30050
26048,30051
26046,30054
26055,30063
26047,30063
26054,30064
26054,30070
26053,30072
26055,30074
26057,30081
26063,30080
26059,30079
26055,30084
26057,30082
26066,30087
26064,30084
26060,30090
26066,30089
26065,30094
26062,30096
26068,30100
26067,30098
26062,30101
26066,30108
26065,30102
26070,30111
26071,30116
26065,30106
26069,30113
26070,30115
26069,30124
26073,30127
26075,30131
26077,30137
26082,30141
26085,30143
26076,30138
26082,30148
26081,30140
26069,30122
26065,30106
26058,30085
26040,30049
26037,30030
26028,30009
26028,29995
26017,29987
26016,29975
26018,29974
26019,29976
26020,29978
26024,29987
26027,29988
26027,29991
26028,29997
26033,30005
26032,30009
26037,30008
26029,30006
26029,30002
26030,30004
26029,30012
26031,30006
26034,30005
26035,30007
26028,30014
26033,30018
26039,30023
26044,30028
26039,30024
26038,30032
26039,30028
26038,30031
26034,30031
26035,30021
26034,30023
26037,30022
26037,30021
26039,30021
26041,30028
26036,30026
26036,30025
26043,30030
26042,30035
26039,30036
26043,30040
26047,30041
26047,30046
26045,30047
26047,30048
26042,30049
26045,30059
26049,30057
26049,30067
26050,30064
26051,30067
26056,30070
26058,30068
26051,30073
26056,30082
26058,30076
26063,30084
26056,30079
26061,30088
26061,30094
26067,30087
26059,30092
26061,30097
26058,30090
26062,30098
26066,30100
26070,30111
26066,30109
26068,30109
26065,30112
26074,30114
26069,30118
26069,30120
26073,30122
26076,30126
26076,30132
26077,30134
26085,30140
26079,30145
26081,30144
26077,30139
26075,30121
26060,30097
26046,30074
26041,30044
26033,30024
26030,29997
26017,29980
26019,29973
26012,29969
26013,29969
26010,29959
26014,29968
26020,29972
26022,29979
26021,29984
26028,29991
26021,29998
26026,30005
26025,29992
26024,29997
26025,29987
26026,29991
26029,29993
26028,29987
26020,29988
26030,29991
26024,29993
26026,30001
26029,30004
26034,30011
26030,30022
26031,30015
26030,30016
26033,30016
26032,30014
26029,30013
26031,30014
26033,30012
26033,30008
26034,30009
26036,30010
26035,30012
26036,30015
26031,30011
26035,30020
26039,30027
26044,30027
26036,30031
26043,30034
26045,30030
26037,30044
26042,30042
26043,30035
26046,30046
26048,30054
26044,30051
26050,30061
26051,30062
26050,30059
26045,30060
26055,30066
26055,30065
26056,30073
26056,30075
26058,30081
26062,30081
26061,30081
26053,30083
26063,30086
26061,30095
26063,30097
26061,30095
26060,30100
26068,30106
26067,30105
26075,30110
26067,30108
26068,30112
26070,30119
26069,30122
26077,30119
26072,30126
26071,30128
26074,30133
26075,30137
26076,30142
26077,30148
26084,30152
26086,30155
26090,30157
26085,30161
26085,30160
26088,30155
26077,30133
26065,30106
26048,30071
26039,30043
26029,30019
26022,29999
26012,29979
26018,29972
26011,29962
26010,29962
26011,29961
26011,29964
26018,29974
26017,29981
26023,29990
26026,29989
26032,29996
26027,30000
26027,29994
26027,29994
26027,29989
26020,29984
26023,29992
26022,29986
26026,29996
26024,29993
26028,30003
26027,30002
26034,30011
26036,30015
26035,30015
26035,30019
26034,30018
26038,30018
26030,30017
26033,30010
26029,30015
26034,30015
26033,30012
26038,30016
26032,30015
26027,30018
26035,30019
26035,30022
26036,30025
26031,30021
26035,30025
26036,30030
26040,30031
26040,30036
26043,30039
26040,30037
26045,30044
26041,30044
26040,30042
26041,30046
26047,30054
26039,30055
26042,30057
26046,30063
26043,30057
26047,30069
26048,30061
26048,30077
26052,30072
26049,30079
26060,30075
26052,30076
26056,30079
26057,30083
26059,30088
26060,30092
26057,30086
26060,30089
26059,30101
26062,30099
26058,30103
26065,30105
26061,30104
26060,30102
26064,30114
26068,30109
26064,30120
26071,30116
26068,30120
26067,30125
26067,30133
26069,30126
26072,30134
26071,30136
26076,30139
26069,30145
26078,30144
26080,30152
26082,30148
26079,30157
26076,30149
26069,30128
26060,30106
26048,30085
26040,30049
26027,30020
26018,29996
26010,29975
26007,29960
26000,29957
26003,29955
25997,29952
26000,29953
26003,29960
26012,29964
26012,29976
26015,29981
26016,29984
26019,29991
26012,29990
26018,29994
26018,29990
26020,29986
26016,29984
26014,29982
26013,29986
26017,29985
26021,29997
26023,29998
26018,29996
26025,30004
26021,30002
26022,30003
26018,30000
26020,30000
26020,29995
26022,30001
26012,29993
26019,29997
26020,30001
26022,29992
26012,29994
26020,30000
26019,29997
26022,30001
26020,30003
26016,30001
26025,30008
26026,30011
26024,30012
26019,30013
26022,30015
26027,30015
26026,30021
26020,30023
26025,30023
26031,30024
26026,30024
26035,30030
26030,30034
26030,30028
26031,30037
26033,30037
26037,30041
26036,30049
26035,30046
26037,30052
26031,30048
26034,30053
26041,30049
26035,30055
26039,30064
26037,30059
26045,30063
26041,30067
26043,30071
26047,30069
26047,30076
26050,30074
26047,30074
26044,30078
26054,30088
26050,30084
26055,30096
26054,30091
26054,30103
26050,30096
26057,30108
26060,30111
26062,30113
26057,30113
26060,30113
26061,30111
26046,30089
26038,30062
26031,30037
26022,30012
26008,29986
26000,29967
26001,29955
25994,29943
25988,29930
25990,29927
25994,29941
25995,29938
25998,29943
25999,29955
26009,29956
26006,29959
25999,29963
26008,29969
26008,29967
26002,29962
26006,29966
26006,29963
26002,29965
26009,29960
26007,29962
26001,29965
26009,29967
26009,29978
26011,29975
26012,29986
26011,29985
26016,29992
26013,29983
26018,29986
26010,29980
26013,29983
26014,29983
26007,29974
26014,29982
26011,29981
26012,29982
26010,29982
26012,29992
26016,29992
26016,29993
26012,29999
26017,29996
26021,29998
26020,30004
26024,30016
26024,30010
26026,30014
26024,30017
26026,30019
26025,30023
26028,30025
26032,30027
26037,30032
26028,30036
26026,30032
26031,30042
26034,30042
26034,30038
26030,30043
26039,30053
26035,30047
26038,30056
26042,30061
26036,30053
26043,30061
26041,30062
26038,30065
26046,30074
26047,30074
26039,30075
26045,30080
26048,30080
26045,30083
26049,30091
26055,30089
26054,30093
26057,30097
26056,30100
26053,30104
26058,30115
26059,30117
26062,30121
26063,30124
26066,30130
26071,30133
26064,30136
26061,30135
26064,30127
26054,30106
26044,30079
26029,30046
26024,30019
26012,29990
26006,29971
25998,29954
25996,29941
25997,29942
25993,29937
25998,29936
26002,29949
25996,29946
26007,29961
26001,29958
26010,29964
26004,29970
26008,29967
26006,29965
26010,29973
26000,29964
26009,29961
26006,29966
26002,29960
26009,29965
26004,29965
26007,29967
26008,29974
26009,29979
26014,29982
26019,29990
26010,29987
26014,29987
26019,29993
26014,29985
26010,29986
26016,29986
26011,29984
26007,29983
26021,29989
26006,29982
26018,29988
26009,29982
26019,29993
26012,29989
26017,29991
26016,29989
26016,29997
26013,29994
26012,29998
26019,30000
26017,30000
26020,30013
26014,30004
26021,30010
26025,30020
26016,30015
26025,30013
26025,30022
26022,30020
26019,30023
26024,30025
26027,30023
26024,30023
26023,30029
26019,30021
26026,30028
26023,30030
26025,30027
26023,30030
26028,30036
26028,30032
26024,30035
26024,30038
26029,30037
26033,30046
26028,30037
26034,30053
26030,30048
26037,30059
26038,30062
26037,30064
26048,30075
26038,30077
26049,30080
26043,30083
26046,30087
26047,30096
26044,30092
26049,30097
26045,30094
26040,30077
26033,30056
26026,30031
26006,29994
26002,29973
25991,29950
25977,29931
25985,29922
25974,29908
25979,29907
25975,29902
25971,29905
25982,29909
25972,29911
25982,29917
25978,29924
25985,29923
25985,29928
25979,29917
25989,29920
25982,29912
25980,29913
25973,29906
25983,29908
25975,29902
25981,29911
25978,29918
25982,29919
25984,29921
25984,29931
25979,29930
25986,29933
25988,29933
25983,29925
25982,29930
25978,29924
25985,29927
25980,29923
25978,29917
25984,29923
25977,29922
25981,29922
25987,29930
25984,29928
25992,29937
25984,29938
25994,29940
25989,29945
25990,29944
25992,29955
25986,29948
25994,29957
25991,29958
25994,29957
26000,29962
25992,29960
26001,29964
25999,29971
26000,29967
26005,29976
25999,29972
26005,29978
26001,29975
26004,29975
26004,29982
26001,29986
26002,29988
26008,29987
26005,29987
26004,29984
26011,30001
26005,29990
26016,29995
26007,29998
26015,30002
26007,30005
26020,30011
26018,30016
26014,30012
26018,30026
26013,30020
26022,30025
26018,30031
26013,30032
26022,30040
26022,30036
26022,30033
26018,30028
26003,30009
26007,29986
25997,29963
25985,29934
25971,29913
25966,29892
25966,29881
25957,29868
25961,29868
25956,29861
25965,29874
25955,29866
25964,29877
25960,29881
25963,29884
25962,29888
25966,29894
25969,29891
25968,29892
25966,29884
25967,29884
25966,29881
25959,29876
25971,29885
25965,29875
25973,29890
25967,29895
25975,29905
25973,29904
25974,29909
25975,29918
25974,29910
25976,29914
25972,29909
25974,29905
25970,29902
25969,29911
25973,29899
25974,29905
25975,29902
25976,29907
25970,29904
25979,29911
25977,29910
25977,29908
25981,29920
25982,29923
25980,29921
25976,29919
25974,29927
25985,29925
25985,29934
25986,29931
25979,29933
25982,29943
25989,29939
25988,29943
25981,29943
25991,29946
25992,29951
25989,29952
25993,29955
25996,29959
25988,29960
25997,29963
25998,29966
25997,29974
25999,29974
25993,29968
26004,29974
25996,29977
26001,29980
26003,29985
26001,29980
26004,29986
26002,29988
26001,29991
26010,29996
26003,29993
26010,30003
26009,30000
26009,30003
26005,30005
26013,30015
26010,30014
26013,30022
26013,30017
26017,30028
26020,30031
26024,30037
26021,30034
26019,30037
26018,30031
26011,30019
26000,29990
25990,29968
25980,29935
25972,29914
25960,29893
25955,29874
25956,29867
25943,29859
25954,29860
25947,29860
25956,29864
25951,29865
25960,29874
25958,29883
25962,29879
25963,29887
25963,29882
25963,29883
25964,29881
25960,29875
25964,29877
25956,29875
25961,29875
25953,29872
25957,29881
25956,29878
25962,29888
25967,29896
25965,29894
25970,29894
25973,29902
25971,29903
25963,29900
25973,29904
25963,29890
25973,29899
25965,29892
25967,29893
25968,29893
25962,29888
25962,29896
25970,29903
25969,29896
25972,29904
25972,29909
25968,29904
25969,29912
25972,29920
25975,29914
25976,29919
25972,29911
25979,29922
25976,29924
25974,29926
25985,29931
25978,29928
25985,29934
25978,29936
25979,29937
25983,29939
25983,29944
25978,29941
25988,29950
25978,29942
25990,29945
25984,29951
25988,29954
25985,29953
25991,29963
25989,29963
25997,29968
25995,29966
25992,29972
26000,29982
25994,29978
25995,29977
26000,29989
25997,29982
26001,29988
25996,29989
26003,29997
26006,30000
26003,30002
26000,29996
26015,30010
26004,30005
26010,30009
26019,30022
26012,30019
26015,30028
26014,30033
26011,30034
26024,30038
26019,30039
26017,30035
26014,30024
26007,30005
25996,29985
25978,29951
25980,29928
25967,29902
25953,29883
25960,29878
25952,29867
25947,29859
25955,29867
25959,29871
25952,29871
25962,29879
25960,29884
25965,29883
25965,29891
25964,29892
25961,29883
25963,29885
25961,29882
25955,29878
25964,29881
25961,29876
25956,29880
25965,29886
25960,29882
25964,29890
25967,29895
25969,29909
25965,29905
25975,29908
25968,29908
25966,29908
25976,29910
25968,29909
25964,29902
25971,29900
25967,29903
25965,29903
25972,29903
25970,29907
25963,29902
25972,29907
25973,29910
25967,29913
25977,29916
25975,29921
25973,29918
25977,29926
25975,29922
25978,29930
25979,29930
25976,29932
25978,29933
25976,29938
25976,29938
25985,29939
25977,29940
25984,29942
25988,29951
25983,29949
25992,29955
25990,29960
25988,29955
25988,29960
25993,29965
25988,29959
25992,29970
25993,29969
25989,29972
25995,29977
25990,29973
25998,29983
25995,29981
25997,29985
25996,29993
25998,29986
26005,29997
26002,29992
26000,30002
26003,30001
26000,29999
26007,30002
26008,30008
26005,30011
26006,30013
26010,30014
26008,30021
26006,30021
26014,30027
26012,30030
26018,30037
26017,30044
26014,30041
26019,30042
26019,30050
26014,30043
26016,30040
26007,30021
26002,29999
25987,29972
25979,29950
25970,29929
25964,29906
25962,29896
25958,29891
25952,29883
25959,29879
25960,29886
25960,29892
25963,29900
25964,29905
25970,29906
25969,29910
25971,29911
25964,29915
25974,29915
25964,29899
25971,29911
25963,29901
25968,29911
25959,29900
25965,29902
25965,29911
25966,29910
25976,29923
25976,29923
25973,29923
25980,29928
25973,29929
25975,29925
25976,29930
25970,29923
25975,29927
25970,29921
25972,29921
25971,29919
25972,29924
25973,29926
25971,29925
25976,29931
25970,29934
25981,29935
25974,29939
25982,29938
25982,29947
25979,29943
25989,29953
25982,29952
25992,29959
25987,29959
25992,29965
25987,29960
25995,29970
25990,29969
25987,29970
25995,29975
25987,29972
25993,29977
25993,29979
25990,29973
26001,29987
26004,29990
25999,29987
26001,29994
25994,29989
26002,29997
25999,30001
26007,30006
26006,30001
26006,30005
26008,30009
26010,30010
26011,30018
26005,30016
26015,30026
26010,30029
26016,30027
26014,30035
26012,30036
26017,30042
26015,30045
26021,30048
26018,30056
26022,30058
26023,30056
26025,30067
26029,30068
26018,30063
26021,30061
26020,30055
26018,30046
26003,30012
26000,29994
25992,29976
25982,29954
25980,29946
25973,29926
25974,29932
25971,29921
25973,29920
25971,29924
25980,29934
25978,29937
25984,29944
25988,29947
25984,29947
25984,29947
25979,29949
25978,29947
25990,29941
25981,29945
25980,29941
25985,29943
25985,29937
25987,29946
25988,29947
25988,29952
25997,29964
25995,29967
25990,29962
25994,29970
25992,29970
25992,29970
25988,29967
25990,29968
25989,29966
25985,29963
25993,29968
25988,29969
25995,29963
25991,29967
25997,29972
25994,29979
25994,29980
25998,29984
25996,29978
26002,29989
25999,29992
26005,29996
26000,29997
26008,29997
26007,30006
26002,30001
26010,30011
26004,30008
26009,30011
26007,30020
26013,30015
26007,30017
26014,30022
26014,30027
26014,30024
26017,30034
26015,30025
26020,30039
26018,30042
26016,30040
26021,30043
26023,30045
26019,30047
26030,30062
26026,30056
26026,30061
26034,30067
26027,30067
26037,30072
26029,30069
26034,30085
26035,30080
26034,30083
26037,30088
26031,30090
26042,30100
26040,30094
26039,30095
26048,30107
26041,30103
26049,30113
26051,30117
26036,30113
26054,30129
26049,30128
26049,30130
26058,30135
26056,30137
26056,30138
26058,30142
26050,30134
26051,30124
26038,30101
26036,30083
26022,30052
26017,30041
26010,30013
26005,30011
25999,29992
26000,29991
26002,29990
26001,29993
26004,29998
26003,29996
26014,30008
26013,30015
26016,30017
26012,30009
26018,30021
26015,30009
26019,30015
26010,30003
26009,30007
26005,30003
26012,30001
26011,30012
26008,30006
26018,30020
26012,30020
26020,30028
26020,30034
26018,30028
26029,30038
26020,30030
26024,30039
26017,30033
26024,30030
26018,30031
26026,30034
26023,30034
26022,30031
26021,30034
26018,30033
26025,30039
26027,30048
26022,30047
26033,30049
26027,30047
26035,30057
26035,30060
26030,30057
26034,30063
26033,30063
26039,30070
26035,30069
26044,30078
26036,30068
26041,30083
26042,30078
26035,30083
26043,30079
26041,30093
26041,30088
26051,30101
26045,30094
26053,30102
26046,30100
26051,30103
26055,30112
26050,30108
26053,30117
26054,30112
26056,30115
26062,30126
26050,30120
26058,30128
26058,30132
26060,30135
26064,30142
26064,30146
26063,30146
26071,30150
26070,30157
26064,30150
26071,30159
26072,30158
26070,30162
26074,30166
26071,30165
26074,30172
26078,30175
26068,30175
26077,30180
26080,30188
26075,30189
26085,30193
26086,30200
26080,30198
26087,30203
26085,30209
26083,30204
26085,30203
26080,30191
26074,30169
26065,30148
26058,30121
26046,30105
26041,30083
26033,30069
26027,30048
26025,30048
26028,30051
26025,30046
26033,30053
26039,30062
26033,30060
26046,30071
26037,30071
26046,30080
26045,30075
26044,30074
26044,30074
26048,30077
26042,30073
26040,30072
26039,30070
26039,30066
26040,30070
26043,30075
26039,30081
26045,30084
26054,30091
26050,30086
26052,30089
26053,30096
26049,30090
26058,30093
26047,30089
26052,30091
26052,30095
26044,30087
26049,30091
26051,30096
26049,30089
26050,30092
26053,30094
26051,30099
26059,30102
26054,30102
26054,30104
26050,30098
26056,30107
26051,30108
26057,30113
26057,30114
26057,30116
26064,30121
26065,30125
26055,30125
26063,30131
26062,30136
26061,30134
26072,30146
26063,30143
26075,30148
26072,30147
26066,30152
26073,30152
26071,30152
26070,30150
26075,30158
26077,30157
26073,30161
26071,30161
26081,30164
26073,30171
26077,30175
26074,30168
26078,30174
26078,30178
26076,30175
26083,30178
26078,30182
26085,30190
26079,30188
26083,30192
26084,30186
26090,30198
26080,30196
26093,30204
26093,30206
26084,30205
26091,30213
26091,30216
26096,30216
26090,30219
26097,30224
26095,30220
26086,30206
26089,30197
26082,30174
26063,30147
26063,30131
26049,30109
26049,30092
26046,30083
26039,30074
26038,30072
26039,30074
26045,30074
26043,30086
26044,30084
26052,30093
26051,30095
26048,30099
26057,30105
26050,30097
26059,30107
26051,30102
26058,30103
26053,30096
26055,30099
26057,30099
26058,30104
26060,30113
26059,30109
26066,30119
26066,30121
26062,30125
26072,30129
26065,30123
26065,30126
26069,30125
26061,30123
26059,30125
26061,30118
26065,30123
26064,30119
26064,30120
26061,30121
26057,30120
26067,30131
26062,30125
26068,30129
26063,30124
26066,30130
26069,30138
26065,30139
26073,30144
26070,30147
26071,30144
26072,30151
26074,30153
26074,30149
26069,30159
26075,30156
26081,30160
26076,30167
26076,30165
26081,30170
26083,30173
26079,30172
26085,30180
26090,30181
26083,30179
26086,30191
26085,30189
26090,30193
26091,30198
26087,30192
26092,30199
26091,30199
26096,30201
26092,30208
26093,30206
26103,30219
26094,30218
26103,30231
26102,30222
26097,30230
26104,30232
26106,30237
26101,30234
26111,30249
26111,30244
26101,30247
26114,30254
26107,30250
26118,30261
26108,30249
26105,30246
26100,30226
26090,30201
26078,30176
26069,30149
26065,30137
26064,30121
26059,30109
26048,30098
26056,30102
26050,30095
26057,30103
26053,30106
26060,30112
26066,30117
26061,30121
26068,30126
26068,30131
26064,30124
26069,30128
26065,30131
26069,30129
26058,30127
26071,30124
26068,30122
26064,30120
26073,30132
26066,30137
26073,30140
26078,30151
26074,30150
26079,30156
26081,30156
26072,30151
26077,30157
26076,30152
26076,30150
26076,30148
26077,30148
26081,30154
26075,30154
26081,30154
26077,30153
26084,30161
26074,30161
26083,30163
26084,30167
26081,30167
26089,30169
26087,30170
26085,30176
26088,30175
26086,30185
26081,30186
26091,30187
26089,30188
26093,30191
26096,30196
26091,30191
26098,30204
26092,30195
26095,30202
26092,30203
26100,30209
26092,30206
26100,30211
26094,30211
26102,30221
26099,30217
26097,30218
26105,30228
26100,30221
26110,30233
26102,30229
26112,30237
26105,30237
26115,30248
26110,30241
26109,30246
26118,30253
26115,30247
26119,30260
26113,30254
26121,30264
26113,30260
26121,30273
26111,30271
26123,30279
26114,30277
26128,30280
26124,30282
26124,30290
26120,30281
26119,30278
26117,30259
26103,30230
26098,30211
26087,30187
26073,30162
26070,30143
26063,30133
26061,30117
26053,30113
26062,30116
26056,30115
26067,30125
26069,30127
26068,30131
26074,30143
26074,30142
26072,30144
26075,30151
26077,30150
26072,30144
26072,30140
26074,30140
26065,30135
26077,30138
26068,30135
26072,30142
26068,30140
26074,30149
26075,30154
26079,30154
26082,30158
26079,30153
26083,30161
26079,30157
26083,30162
26077,30154
26082,30157
26076,30152
26078,30157
26081,30155
26075,30148
26081,30163
26074,30160
26072,30155
26081,30168
26081,30162
26083,30166
26077,30165
26087,30167
26083,30169
26088,30177
26085,30175
26082,30179
26088,30184
26085,30178
26090,30189
26082,30180
26087,30188
26090,30185
26082,30193
26093,30194
26087,30194
26096,30195
26092,30198
26095,30202
26095,30203
26092,30202
26099,30208
26095,30210
26100,30209
26097,30211
26091,30209
26097,30213
26098,30215
26103,30223
26097,30221
26104,30225
26100,30225
26106,30232
26100,30228
26109,30239
26103,30237
26110,30243
26105,30235
26107,30240
26098,30227
26098,30218
26089,30200
26081,30185
26072,30154
26065,30134
26061,30116
26051,30104
26056,30097
26046,30081
26049,30086
26051,30091
26049,30096
26061,30101
26055,30106
26068,30113
26061,30113
26064,30118
26058,30112
26064,30116
26056,30112
26064,30115
26062,30114
26063,30114
26063,30109
26058,30114
26069,30120
26066,30124
26073,30131
26069,30131
26074,30134
26071,30136
26073,30131
26073,30134
26066,30127
26071,30125
26073,30130
26067,30124
26068,30127
26066,30124
26060,30131
26066,30126
26069,30127
26066,30124
26073,30135
26075,30134
26068,30133
26078,30136
26079,30142
26074,30142
26080,30152
26071,30145
26082,30153
26082,30158
26080,30154
26077,30155
26082,30157
26079,30159
26079,30161
26083,30164
26087,30169
26086,30172
26082,30165
26084,30171
26088,30177
26093,30175
26086,30178
26083,30181
26090,30181
26086,30189
26092,30193
26087,30185
26095,30194
26087,30197
