RED,IR
74998,106438
74972,106385
75010,106463
75018,106408
74976,106460
74936,106435
75023,106417
75025,106468
75015,106405
74978,106471
74950,106428
75062,106416
75018,106463
74996,106428
75035,106415
74993,106407
75047,106435
75053,106428
75013,106451
74999,106435
74959,106433
75063,106428
75027,106462
75023,106449
75014,106412
75030,106461
75072,106424
75025,106452
75046,106454
75018,106378
75050,106452
75087,106423
75034,106480
74974,106469
75072,106413
75060,106475
75015,106418
75066,106416
75040,106504
75056,106428
75095,106380
75048,106476
75073,106462
75030,106408
75064,106469
75097,106440
75041,106462
75075,106472
75060,106424
75057,106451
75074,106359
75061,106445
75009,106440
75096,106430
75113,106467
75024,106414
75110,106435
75040,106498
75048,106439
75124,106413
75088,106471
75069,106471
75085,106389
75084,106472
75123,106430
75073,106476
75034,106462
75089,106409
75110,106480
75102,106434
75080,106475
75057,106463
75114,106429
75114,106470
75041,106418
75129,106447
75075,106489
75029,106441
75157,106437
75094,106467
75142,106483
75073,106453
75130,106443
75111,106470
75132,106465
75089,106485
75058,106458
75171,106443
75119,106479
75128,106469
75092,106459
75088,106458
75176,106443
75105,106478
75053,106481
75125,106449
75121,106506
75074,106441
75154,106469
75107,106508
75051,106445
75179,106432
75141,106482
75135,106463
75091,106445
75122,106483
75184,106467
75137,106478
75140,106491
75112,106455
75157,106437
75153,106540
75126,106450
75130,106444
75121,106501
75125,106476
75138,106472
75200,106449
75125,106506
75114,106509
75143,106468
75144,106488
75112,106463
75179,106476
75131,106534
75126,106476
75162,106423
75125,106488
75171,106491
75129,106504
75151,106469
75178,106400
75121,106484
75147,106500
75112,106480
75147,106493
75199,106469
75126,106499
75121,106500
75175,106483
75171,106482
75131,106462
75175,106485
75153,106540
75123,106482
75158,106484
75163,106497
75131,106517
75159,106485
75133,106506
75127,106464
75199,106486
75153,106520
75137,106471
75199,106452
75169,106519
75166,106499
75158,106469
75138,106528
75170,106461
75188,106421
75152,106557
75171,106491
75129,106437
75183,106493
75185,106464
75145,106546
75166,106485
75158,106456
75167,106498
75176,106498
75145,106534
75084,106483
75220,106467
75188,106516
75160,106467
75175,106502
75142,106508
75181,106441
75143,106465
75115,106509
75204,106487
75165,106528
75198,106486
75182,106437
75157,106549
75181,106500
75149,106521
75151,106452
75198,106451
75177,106580
75193,106497
75194,106490
75184,106523
75214,106501
75148,106517
75147,106491
75225,106497
75177,106508
75159,106537
75200,106506
75174,106525
75159,106480
75232,106478
75191,106558
75184,106499
75196,106484
75190,106537
75189,106510
75192,106555
75185,106489
75179,106500
75189,106501
75195,106522
75159,106555
75112,106504
75238,106497
75171,106529
75110,106520
75209,106505
75155,106534
75179,106484
75180,106464
75158,106566
75183,106492
75168,106493
75112,106471
75184,106488
75140,106541
75138,106491
75149,106497
75120,106479
75158,106495
75110,106520
75081,106481
75198,106463
75117,106497
75062,106519
75133,106472
75086,106471
75119,106484
75088,106428
75118,106504
75097,106460
75069,106476
75134,106435
75072,106503
75082,106460
75050,106429
75042,106454
75097,106438
75045,106496
74998,106436
75083,106421
75059,106471
74984,106409
75079,106443
75000,106470
75007,106418
75063,106363
75000,106459
75012,106430
74982,106361
74987,106449
75023,106380
74973,106449
74949,106411
74951,106341
74985,106420
74997,106375
74944,106437
74919,106378
74959,106374
74950,106370
74931,106379
74936,106369
74924,106309
74927,106406
74946,106360
74904,106312
74881,106414
74915,106348
74922,106365
74836,106343
74909,106340
74879,106404
74887,106340
74885,106357
74812,106309
74884,106337
74830,106372
74849,106316
74865,106253
74825,106350
74862,106344
74790,106312
74812,106332
74844,106284
74808,106286
74784,106329
74803,106299
74826,106312
74764,106280
74816,106296
74788,106321
74786,106248
74835,106279
74839,106244
74750,106322
74690,106267
74814,106286
74771,106301
74726,106267
74783,106246
74745,106316
74783,106237
74765,106195
74736,106311
74759,106264
74736,106235
74744,106268
74767,106246
74735,106288
74680,106253
74764,106242
74769,106274
74762,106234
74715,106289
74663,106249
74781,106217
74747,106276
74753,106231
74723,106205
74703,106286
74734,106220
74699,106245
74718,106245
74664,106254
74666,106233
74744,106234
74743,106202
74702,106264
74672,106245
74733,106229
74722,106258
74723,106215
74695,106225
74654,106245
74750,106221
74710,106242
74687,106222
74724,106189
74672,106255
74720,106224
74698,106165
74692,106282
74707,106232
74690,106185
74724,106236
74726,106196
74698,106273
74646,106236
74752,106216
74713,106244
74721,106212
74676,106242
74633,106213
74705,106205
74704,106201
74704,106232
74680,106214
74694,106230
74691,106245
74740,106187
74694,106192
74671,106267
74699,106199
74705,106154
74681,106231
74718,106238
74675,106229
74668,106219
74736,106198
74679,106235
74672,106219
74681,106162
74678,106241
74742,106194
74686,106244
74690,106215
74690,106173
74706,106248
74720,106185
74676,106184
74671,106273
74707,106189
74712,106156
74675,106256
74633,106213
74713,106156
74683,106199
74719,106205
74728,106188
74669,106238
74723,106232
74667,106244
74726,106197
74692,106213
74637,106225
74721,106220
74670,106249
74713,106208
74730,106151
74672,106286
74703,106199
74715,106166
74705,106251
74722,106192
74675,106184
74696,106266
74723,106228
74701,106224
74658,106222
74734,106237
74669,106234
74728,106212
74708,106154
74688,106257
74724,106223
74684,106252
74714,106215
74713,106156
74719,106253
74671,106213
74712,106128
74736,106170
74706,106269
74664,106225
74733,106195
74727,106263
74723,106193
74734,106174
74705,106276
74716,106213
74722,106237
74677,106201
74740,106210
74713,106277
74738,106229
74745,106246
74697,106228
74751,106246
74712,106253
74691,106220
74793,106213
74734,106265
74679,106244
74754,106210
74737,106262
74720,106195
74772,106209
74723,106285
74734,106233
74744,106176
74744,106201
74739,106291
74747,106248
74753,106232
74773,106197
74763,106172
74745,106304
74760,106247
74764,106231
74759,106232
74774,106230
74746,106277
74708,106240
74786,106226
74762,106232
74712,106231
74774,106241
74742,106240
74769,106214
74769,106155
74750,106290
74790,106223
74755,106265
74779,106208
74779,106171
74762,106295
74775,106208
74760,106246
74765,106238
74800,106245
74775,106283
74737,106251
74787,106204
74775,106219
74741,106268
74790,106230
74776,106236
74810,106195
74755,106278
74797,106262
74758,106279
74799,106228
74809,106200
74777,106261
74804,106260
74757,106248
74739,106225
74834,106205
74787,106283
74740,106246
74805,106199
74810,106273
74776,106219
74815,106226
74776,106297
74799,106231
74803,106174
74784,106267
74808,106255
74766,106279
74749,106233
74823,106179
74802,106279
74769,106292
74758,106246
74806,106222
74817,106241
74807,106253
74781,106283
74733,106250
74860,106227
74777,106261
74757,106264
74812,106230
74788,106283
74786,106226
74817,106209
74786,106311
74786,106244
74805,106241
74769,106228
74846,106247
74791,106291
74817,106245
74813,106241
74766,106228
74820,106252
74774,106279
74734,106234
74884,106220
74788,106282
74768,106288
74828,106243
74808,106281
74804,106239
74799,106238
74785,106272
74787,106237
74823,106235
74825,106267
74811,106238
74795,106288
74785,106246
74849,106193
74814,106274
74818,106278
74788,106279
74774,106259
74873,106254
74811,106275
74775,106273
74833,106257
74839,106293
74779,106238
74841,106240
74801,106300
74778,106263
74855,106222
74826,106283
74827,106260
74796,106324
74801,106259
74856,106220
74812,106315
74838,106287
74788,106286
74785,106272
74862,106262
74805,106294
74837,106306
74793,106268
74852,106254
74863,106277
74819,106311
74780,106293
74864,106278
74843,106287
74834,106239
74839,106242
74821,106326
74874,106281
74864,106306
74866,106257
74832,106269
74830,106314
74875,106277
74866,106311
74816,106292
74904,106313
74833,106330
74809,106303
74926,106263
74842,106337
74809,106330
74874,106281
74893,106322
74899,106293
74851,106276
74832,106334
74849,106299
74889,106323
74865,106308
74887,106309
74883,106321
74868,106318
74861,106292
74890,106297
74862,106359
74802,106299
74918,106302
74881,106317
74823,106310
74912,106312
74840,106338
74872,106305
74898,106262
74858,106378
74888,106320
74866,106307
74844,106313
74916,106298
74868,106395
74883,106323
74864,106296
74887,106302
74908,106310
74877,106361
74820,106305
74943,106323
74872,106343
74852,106346
74829,106318
74897,106294
74916,106353
74932,106325
74882,106354
74917,106317
74880,106345
74869,106321
74932,106290
74903,106405
74913,106328
74904,106355
74863,106310
74949,106318
74900,106383
74890,106332
74961,106317
74918,106367
74919,106343
74923,106276
74888,106365
74946,106324
74923,106274
74917,106392
74932,106340
74917,106361
74925,106332
74958,106312
74917,106402
74930,106315
74937,106340
74852,106346
74977,106336
74915,106367
74934,106381
74947,106345
74932,106354
74947,106332
74894,106363
74975,106363
74929,106362
74915,106347
75000,106342
74931,106406
74919,106351
74977,106298
74957,106391
74970,106360
74928,106411
74890,106337
74990,106312
74967,106386
74990,106358
74929,106374
74912,106355
75017,106345
74962,106369
74922,106382
74974,106374
74946,106391
74967,106332
75000,106345
74957,106401
74899,106367
74977,106336
75029,106360
74950,106366
74947,106383
74973,106319
74982,106393
75005,106338
74962,106384
74919,106369
74988,106356
74979,106383
74968,106345
75002,106351
74962,106400
74972,106347
75032,106315
74971,106390
74959,106381
75006,106313
74974,106399
75018,106336
74983,106315
74982,106411
74995,106357
74994,106371
74997,106347
74998,106321
74963,106395
74989,106348
75008,106368
74958,106347
75012,106369
74970,106384
74989,106372
75012,106383
74932,106339
74990,106362
74960,106387
74954,106347
75034,106332
74962,106381
74995,106361
74976,106295
75005,106381
75042,106318
74988,106407
74992,106359
74995,106309
75007,106399
75032,106328
74986,106407
74971,106352
75048,106330
75011,106378
74955,106346
75026,106367
74990,106385
74997,106365
75049,106347
75000,106391
74971,106383
75025,106319
75030,106387
75041,106325
75014,106395
75005,106363
75009,106354
75063,106331
75020,106343
75016,106368
75027,106332
75006,106422
75066,106361
75022,106338
75024,106428
75028,106363
75038,106312
75033,106404
75047,106378
75008,106362
74999,106406
75067,106361
75021,106393
74988,106367
75057,106359
75010,106414
75083,106343
75023,106369
74971,106377
75043,106349
75024,106409
75042,106357
75056,106320
75005,106433
75031,106377
75059,106323
75051,106330
75023,106374
75012,106421
74982,106363
75055,106370
75047,106358
75007,106356
75007,106400
75056,106364
75056,106391
75044,106346
75021,106355
75006,106406
75047,106375
75043,106367
75001,106388
75040,106391
75010,106393
75003,106367
75059,106349
75021,106400
74975,106379
75055,106356
75048,106385
74986,106354
75048,106348
75011,106426
75054,106357
75045,106383
74985,106354
75042,106354
75004,106434
75061,106376
75066,106351
74968,106364
75073,106382
75031,106384
75022,106365
75088,106363
75029,106414
74981,106395
75068,106380
75050,106400
74995,106350
75070,106369
75026,106422
75052,106350
75062,106380
74994,106364
75084,106396
75034,106419
75067,106372
75083,106333
75050,106436
75078,106414
75021,106396
75056,106373
75077,106346
75035,106412
75030,106423
75076,106389
75070,106407
75009,106383
75110,106417
75083,106430
75028,106370
75095,106387
75056,106417
75073,106412
74998,106402
75112,106381
75083,106435
75052,106395
75064,106363
75051,106449
75099,106376
75070,106323
75065,106455
75062,106416
75082,106340
75088,106437
75088,106385
75067,106373
75067,106454
75097,106392
75097,106415
75032,106401
75113,106427
75053,106445
75102,106414
75087,106412
75029,106398
75095,106412
75063,106422
75074,106403
75124,106366
75092,106407
75082,106422
75056,106429
75120,106401
75095,106391
75058,106424
75096,106365
75096,106451
75120,106401
75072,106383
75058,106453
75105,106413
75109,106471
75127,106396
75094,106390
75062,106467
75103,106400
75117,106432
75068,106408
75127,106430
75075,106460
75035,106417
75158,106423
75072,106435
75053,106449
75130,106433
75100,106457
75106,106404
75145,106389
75109,106492
75123,106437
75125,106448
75173,106401
75119,106474
75095,106475
75089,106414
75164,106473
75120,106437
75082,106455
75128,106440
75093,106474
75093,106439
75142,106424
75084,106477
75045,106447
75166,106443
75123,106460
75075,106424
75130,106423
75077,106489
75136,106425
75099,106432
75042,106428
75135,106428
75084,106481
75140,106423
75081,106366
75092,106482
75087,106423
75072,106445
75098,106435
75107,106418
75055,106456
75125,106448
74916,106356
75070,106420
75084,106418
75073,106404
75051,106441
75034,106441
75098,106392
75056,106410
75042,106400
75030,106363
74994,106431
75068,106392
75023,106419
74968,106418
75033,106391
75007,106405
74986,106375
75045,106365
74981,106423
74923,106368
75047,106347
74977,106385
74939,106377
74997,106335
74948,106397
75011,106347
74964,106339
74912,106364
74973,106356
74928,106388
74983,106343
74912,106354
74916,106356
74896,106341
74926,106315
74946,106308
74901,106311
74918,106318
74859,106356
74870,106298
74920,106290
74865,106358
74816,106306
74904,106273
74886,106336
74891,106266
74845,106261
74817,106338
74855,106277
74847,106318
74841,106276
74818,106280
74790,106290
74841,106260
74824,106269
74761,106266
74828,106274
74767,106287
74757,106254
74840,106228
74773,106302
74736,106254
74791,106237
74777,106274
74744,106235
74753,106231
74730,106246
74724,106251
74767,106223
74754,106211
74731,106229
74689,106230
74748,106211
74734,106233
74683,106208
74757,106233
74675,106238
74674,106202
74759,106187
74673,106239
74633,106214
74713,106192
74689,106221
74667,106166
74696,106167
74664,106247
74692,106179
74682,106200
74652,106163
74671,106158
74650,106218
74684,106174
74681,106165
74640,106190
74667,106182
74618,106218
74658,106202
74671,106136
74665,106177
74648,106171
74639,106183
74673,106146
74652,106094
74623,106218
74649,106174
74605,106189
74609,106143
74660,106130
74611,106225
74646,106152
74635,106170
74588,106130
74672,106143
74611,106219
74615,106144
74683,106109
74626,106200
74606,106165
74649,106116
74619,106205
74646,106141
74640,106071
74622,106205
74624,106157
74618,106143
74619,106143
74641,106129
74604,106214
74579,106182
74618,106137
74642,106149
74648,106160
74582,106157
74595,106164
74665,106122
74620,106128
74596,106177
74638,106150
74594,106159
74599,106124
74651,106120
74622,106183
74561,106136
74654,106119
74647,106195
74639,106127
74624,106156
74565,106147
74671,106123
74631,106151
74625,106143
74620,106125
74603,106164
74655,106117
74621,106152
74616,106180
74643,106159
74616,106137
74643,106142
74651,106141
74604,106179
74609,106145
74627,106130
74655,106110
74590,106123
74609,106168
74608,106096
74624,106154
74668,106129
74619,106164
74589,106156
74638,106086
74650,106181
74650,106115
74655,106117
74625,106177
74653,106117
74655,106108
74636,106175
74645,106161
74621,106107
74639,106164
74681,106121
74619,106148
74586,106162
74669,106119
74647,106176
74672,106134
74644,106169
74588,106163
74672,106145
74681,106169
74644,106140
74658,106174
74655,106154
74622,106135
74691,106140
74668,106143
74641,106140
74636,106196
74667,106132
74649,106129
74632,106168
74670,106176
74615,106172
74637,106158
74671,106083
74642,106207
74671,106160
74638,106178
74637,106148
74712,106125
74651,106222
74642,106159
74689,106091
74689,106201
74659,106132
74717,106144
74638,106199
74663,106147
74703,106102
74665,106215
74677,106153
74651,106134
74699,106174
74706,106120
74657,106165
74655,106181
74659,106184
74721,106132
74659,106145
74668,106201
74680,106159
74660,106181
74662,106158
74706,106148
74665,106214
74622,106155
74747,106146
74707,106181
74621,106159
74710,106157
74655,106220
74737,106144
74676,106105
74667,106186
74713,106164
74692,106177
74719,106146
74687,106083
74683,106233
74703,106168
74687,106175
74696,106151
74727,106156
74681,106215
74673,106173
74702,106171
74716,106149
74675,106183
74686,106170
74640,106150
74749,106122
74690,106180
74704,106175
74698,106141
74655,106178
74748,106183
74704,106194
74692,106201
74694,106122
74710,106217
74741,106163
74709,106187
74685,106199
74689,106175
74716,106190
74698,106180
74699,106184
74696,106217
74655,106186
74759,106180
74701,106185
74672,106205
74715,106137
74714,106215
74751,106164
74681,106215
74723,106171
74687,106207
74691,106205
74688,106155
74766,106163
74717,106220
74660,106204
74733,106171
74722,106220
74670,106156
74740,106217
74690,106230
74648,106183
74774,106181
74705,106191
74678,106213
74721,106161
74707,106243
74768,106180
74696,106219
74688,106206
74720,106151
74712,106229
74734,106166
74715,106147
74689,106247
74715,106180
74712,106170
74717,106222
74729,106208
74703,106154
74701,106226
74723,106171
74702,106208
74707,106226
74702,106176
74696,106174
74714,106210
74676,106192
74763,106211
74693,106234
74742,106183
74726,106163
74703,106231
74712,106210
74673,106198
74719,106195
74732,106162
74704,106219
74699,106209
74735,106187
74716,106214
74698,106195
74736,106214
74698,106222
74672,106186
74767,106157
74710,106265
74740,106244
74693,106216
74683,106190
74766,106148
74703,106274
74736,106208
74671,106155
74754,106167
74733,106188
74706,106224
74703,106202
74671,106185
74797,106166
74697,106231
74678,106211
74719,106161
74721,106244
74729,106184
74707,106176
74695,106236
74734,106193
74723,106243
74705,106167
74722,106180
74707,106278
74715,106197
74734,106193
74708,106210
74721,106218
74710,106206
74718,106207
74755,106183
74703,106179
74707,106236
74733,106194
74711,106217
74705,106198
74755,106210
74706,106206
74694,106153
74754,106209
74741,106181
74655,106214
74747,106221
74705,106239
74697,106202
74775,106202
74714,106265
74672,106223
74774,106204
74759,106240
74676,106193
74765,106237
74716,106225
74732,106186
74802,106187
74740,106279
74750,106232
74720,106234
74731,106227
74791,106190
74724,106285
74730,106239
74733,106171
74766,106259
74759,106223
74741,106196
74735,106276
74767,106229
74758,106180
74755,106221
74728,106242
74709,106220
74761,106271
74771,106253
74773,106228
74750,106267
74726,106222
74821,106233
74751,106253
74785,106253
74753,106223
74737,106249
74809,106224
74751,106267
74707,106262
74790,106226
74749,106247
74747,106203
74819,106235
74771,106295
74699,106242
74839,106230
74793,106261
74714,106254
74803,106228
74746,106267
74788,106229
74771,106171
74768,106274
74797,106248
74765,106265
74809,106236
74800,106228
74791,106275
74741,106279
74801,106234
74841,106212
74769,106276
74752,106260
74803,106218
74786,106297
74759,106213
74814,106229
74784,106290
74786,106224
74816,106183
74773,106277
74800,106263
74752,106283
74745,106236
74853,106210
74792,106300
74811,106265
74779,106239
74798,106267
74826,106225
74777,106240
74787,106303
74816,106232
74815,106218
74799,106261
74819,106247
74786,106259
74792,106277
74829,106306
74761,106226
74779,106247
74782,106270
74743,106251
74874,106215
74794,106284
74818,106253
74768,106244
74804,106266
74839,106231
74797,106270
74783,106272
74804,106237
74814,106246
74814,106243
74808,106271
74805,106250
74780,106262
74844,106231
74810,106250
74744,106274
74814,106256
74809,106300
74850,106243
74795,106241
74766,106255
74837,106250
74811,106259
74772,106225
74835,106245
74796,106260
74796,106269
74824,106241
74845,106240
74801,106250
74801,106279
74824,106237
74821,106245
74781,106231
74845,106270
74786,106273
74784,106240
74838,106204
74804,106286
74832,106267
74780,106285
74763,106243
74865,106226
74790,106298
74754,106249
74848,106216
74825,106289
74790,106235
74845,106275
74799,106295
74768,106249
74871,106238
74798,106280
74806,106260
74813,106210
74805,106298
74850,106228
74836,106222
74793,106262
74811,106256
74823,106239
74861,106285
74809,106278
74796,106291
74836,106271
74820,106276
74801,106242
74852,106279
74801,106270
74786,106258
74890,106255
74815,106274
74773,106276
74843,106246
74822,106275
74802,106248
74856,106211
74812,106325
74834,106248
74844,106281
74779,106225
74863,106260
74809,106295
74776,106255
74898,106235
74813,106294
74789,106270
74848,106236
74850,106228
74817,106271
74839,106263
74812,106289
74859,106271
74793,106308
74885,106246
74829,106266
74800,106257
74843,106220
74803,106276
74877,106234
74826,106267
74785,106274
74848,106221
74816,106293
74843,106254
74851,106200
74813,106317
74826,106248
74854,106214
74849,106293
74835,106260
74825,106224
74820,106293
74859,106241
74829,106273
74808,106268
74854,106268
74818,106275
74860,106259
74825,106189
74821,106303
74817,106271
74827,106249
74864,106273
74848,106246
74844,106279
74828,106291
74882,106254
74867,106237
74829,106323
74865,106304
74838,106250
74871,106291
74891,106263
74840,106301
74795,106290
74904,106268
74878,106313
74889,106271
74849,106325
74804,106285
74885,106289
74890,106323
74813,106271
74887,106293
74845,106327
74873,106291
74940,106247
74848,106323
74811,106307
74877,106295
74893,106312
74841,106279
74854,106281
74900,106317
74868,106299
74899,106274
74872,106308
74897,106269
74866,106343
74888,106289
74882,106306
74840,106311
74909,106340
74848,106342
74846,106305
74937,106283
74897,106355
74837,106326
74904,106304
74893,106347
74855,106277
74924,106306
74877,106366
74897,106307
74913,106281
74864,106304
74935,106323
74886,106344
74918,106319
74912,106276
74887,106339
74922,106330
74886,106336
74886,106323
74879,106321
74925,106309
74901,106337
74896,106297
74909,106325
74954,106319
74908,106367
74850,106342
74963,106304
74933,106364
74931,106319
74905,106294
74896,106359
74947,106329
74943,106353
74901,106311
74951,106309
74901,106383
74968,106337
74953,106261
74917,106408
74943,106357
74899,106270
74951,106395
74955,106304
74920,106313
74907,106402
74933,106339
74952,106317
74903,106337
74964,106364
74902,106376
74921,106344
74971,106324
74903,106321
74920,106353
74890,106369
74955,106286
74938,106383
74931,106333
74935,106304
74916,106397
74938,106325
74934,106296
74904,106401
74907,106322
74927,106276
74929,106369
74930,106318
74873,106331
74864,106346
74931,106330
74891,106335
74864,106329
74874,106274
74877,106364
74913,106322
74860,106319
74864,106341
74890,106318
74848,106354
74875,106313
74871,106290
74833,106325
74807,106276
74853,106300
74822,106310
74832,106280
74762,106310
74806,106294
74815,106255
74789,106275
74833,106292
74789,106325
74790,106257
74801,106228
74796,106284
74805,106289
74773,106230
74752,106296
74795,106237
74771,106210
74724,106321
74755,106265
74738,106213
74745,106272
74734,106244
74696,106293
74653,106226
74748,106231
74711,106252
74726,106235
74654,106228
74650,106220
74732,106214
74664,106233
74655,106276
74658,106165
74671,106222
74696,106184
74660,106210
74652,106220
74649,106144
74641,106219
74644,106179
74636,106135
74607,106254
74608,106175
74620,106148
74598,106170
74618,106180
74575,106207
74558,106159
74617,106103
74574,106195
74584,106176
74563,106182
74526,106149
74609,106141
74537,106154
74481,106182
74562,106147
74536,106147
74510,106125
74561,106138
74505,106180
74475,106128
74586,106108
74458,106105
74559,106122
74505,106123
74479,106137
74478,106062
74541,106090
74469,106179
74468,106109
74522,106068
74503,106149
74489,106102
74489,106076
74462,106154
74504,106093
74502,106034
74467,106149
74482,106121
74435,106043
74471,106128
74499,106065
74446,106112
74422,106114
74483,106083
74479,106123
74466,106059
74431,106109
74417,106123
74472,106076
74461,106105
74402,106083
74471,106100
74412,106126
74454,106059
74445,106075
74418,106078
74430,106097
74427,106065
74476,106055
74421,106059
74394,106069
74442,106063
74397,106094
74469,106080
74399,106027
74385,106081
74431,106060
74407,106087
74426,106029
74437,105994
74403,106103
74413,106047
74432,105986
74413,106088
74413,106062
74408,106024
74382,106101
74447,106043
74385,106006
74385,106069
74419,106061
74372,106070
74373,106015
74443,106005
74412,106126
74386,106038
74367,106037
74393,105980
74423,106039
74323,106036
74402,106019
74375,106085
74403,106027
74418,105987
74372,106104
74396,106048
74413,106000
74411,106068
74371,106031
74392,106010
74374,106101
74402,106050
74405,106024
74348,106030
74429,106046
74371,106071
74414,106054
74394,106035
74337,106059
74422,106054
74378,106066
74331,106031
74424,106024
74359,106064
74331,106036
74409,106032
74398,106057
74386,106038
74389,106100
74406,106042
74387,106021
74418,106055
74354,106036
74420,106016
74398,106085
74425,106050
74410,106050
74353,106046
74427,106074
74379,106078
74400,106032
74441,106007
74414,106096
74366,106036
74445,106022
74424,106073
74370,106027
74431,106074
74407,106087
74434,106053
74442,105998
74416,106084
74440,106084
74383,106079
74379,106049
74469,105993
74399,106123
74441,106057
74408,106067
74491,106064
74452,106020
74428,106037
74419,106090
74441,106050
74457,106058
74442,106097
74467,106091
74428,106078
74441,106096
74482,106067
74428,106103
74389,106098
74479,106065
74461,106121
74482,106076
74459,106107
74416,106088
74483,106068
74487,106092
74419,106070
74509,106086
74463,106119
74433,106072
74536,106054
74461,106115
74414,106108
74489,106076
74464,106119
74486,106091
74495,106046
74464,106159
74419,106080
74484,106109
74487,106051
74487,106132
74518,106115
74498,106086
74508,106113
74450,106063
74517,106105
74478,106132
74450,106111
74547,106091
74487,106118
74438,106116
74513,106082
74490,106106
74479,106067
74532,106075
74495,106190
74484,106087
74519,106056
74501,106140
74522,106111
74489,106133
74472,106083
74551,106057
74506,106142
74531,106122
74490,106101
74490,106139
74559,106114
74504,106132
74517,106138
74509,106116
74508,106119
74525,106068
74474,106131
74501,106185
74509,106104
74551,106057
74519,106150
74539,106145
74508,106181
74459,106107
74555,106072
74517,106151
74532,106130
74497,106117
74494,106127
74537,106104
74508,106129
74485,106159
74520,106124
74511,106137
74506,106141
74524,106126
74507,106168
74461,106126
74553,106119
74516,106153
74456,106142
74561,106138
74483,106176
74569,106106
74528,106109
74519,106133
74536,106145
74516,106109
74558,106127
74498,106104
74543,106153
74491,106157
74506,106155
74540,106101
74493,106153
74481,106143
74534,106121
74526,106167
74460,106091
74554,106110
74506,106192
74535,106117
74523,106148
74468,106085
74542,106115
74479,106167
74505,106126
74527,106046
74500,106173
74524,106138
74486,106085
74495,106175
74524,106110
74510,106073
74495,106194
74513,106129
74497,106130
74512,106099
74484,106179
74481,106116
74504,106141
74504,106147
74518,106124
74481,106171
74420,106125
74547,106116
74509,106167
74495,106134
74501,106091
74465,106177
74510,106116
74519,106046
74487,106173
74457,106131
74498,106081
74517,106152
74490,106116
74487,106089
74473,106166
74504,106123
74508,106124
74441,106098
74532,106141
74461,106166
74508,106110
74499,106093
74470,106127
74508,106122
74478,106111
74477,106146
74489,106087
74506,106126
74492,106142
74459,106120
74537,106112
74489,106128
74449,106135
74532,106131
74493,106157
74494,106123
74518,106068
74497,106178
74516,106119
74494,106146
74456,106108
74520,106114
74499,106194
74493,106103
74558,106063
74502,106173
74540,106142
74505,106104
74501,106187
74548,106120
74521,106079
74518,106205
74519,106137
74517,106151
74513,106126
74571,106124
74518,106171
74531,106160
74578,106129
74575,106108
74521,106163
74514,106199
74541,106142
74554,106142
74532,106137
74570,106149
74521,106189
74523,106155
74578,106137
74533,106161
74505,106193
74550,106156
74535,106176
74519,106142
74594,106126
74541,106193
74548,106157
74547,106114
74552,106157
74592,106171
74542,106207
74510,106164
74628,106137
74554,106176
74570,106183
74576,106138
74571,106210
74571,106124
74584,106157
74578,106172
74542,106228
74582,106183
74573,106146
74577,106153
74571,106181
74610,106193
74571,106188
74566,106157
74614,106110
74572,106246
74579,106185
74586,106192
74576,106166
74621,106150
74575,106223
74522,106162
74636,106152
74611,106203
74553,106159
74636,106185
74585,106203
74572,106172
74659,106172
74593,106224
74554,106181
74619,106129
74626,106215
74628,106147
74589,106203
74550,106183
74584,106157
74646,106177
74608,106157
74586,106147
74603,106151
74591,106206
74647,106169
74619,106130
74604,106244
74594,106188
74641,106115
74628,106194
74617,106174
74610,106140
74592,106204
74654,106162
74611,106155
74594,106197
74638,106186
74593,106197
74625,106167
74654,106128
74619,106247
74623,106171
74628,106122
74637,106200
74629,106167
74626,106141
74602,106210
74640,106159
74646,106103
74603,106224
74628,106180
74599,106197
74581,106164
74632,106164
74608,106203
74608,106119
74602,106212
74678,106169
74617,106190
74575,106204
74636,106159
74606,106215
74611,106147
74660,106138
74609,106212
74559,106164
74678,106160
74639,106162
74567,106178
74647,106174
74610,106214
74632,106170
74644,106111
74623,106249
74641,106189
74630,106200
74595,106148
74665,106136
74617,106244
74639,106165
74630,106109
74631,106206
74608,106159
74622,106183
74612,106188
74631,106191
74618,106173
74623,106225
74623,106163
74614,106100
74644,106212
74661,106146
74613,106147
74589,106187
74640,106154
74640,106184
74639,106145
74624,106132
74600,106208
74656,106149
74631,106168
74610,106168
74660,106167
74600,106175
74617,106155
74670,106140
74618,106196
74611,106180
74633,106151
74634,106170
74598,106164
74657,106168
74594,106201
74580,106147
74655,106153
74623,106174
74625,106146
74638,106158
74672,106162
74635,106162
74603,106182
74634,106166
74606,106187
74638,106155
74662,106148
74619,106220
74601,106195
74638,106162
74654,106159
74616,106143
74669,106176
74612,106195
74578,106146
74717,106126
74638,106191
74654,106184
74626,106182
74610,106165
74707,106162
74656,106215
74602,106171
74691,106165
74664,106188
74636,106145
74688,106169
74644,106227
74645,106139
74662,106170
74673,106164
74646,106221
74663,106203
74679,106101
74689,106202
74672,106152
74647,106230
74611,106171
74735,106149
74695,106192
74688,106175
74662,106126
74653,106237
74718,106174
74686,106106
74650,106241
74676,106197
74678,106127
74694,106211
74692,106146
74682,106166
74664,106230
74688,106188
74706,106175
74677,106189
74721,106207
74661,106224
74728,106185
74698,106153
74675,106224
74678,106196
74666,106201
74692,106230
74666,106191
74687,106177
74682,106263
74716,106178
74725,106161
74695,106240
74699,106216
74675,106145
74693,106215
74748,106179
